"Subject","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
9,"pentagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",658,0.658,0
9,"pentagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",646,0.646,0
9,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",865,0.865,0
9,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1252,1.252,1
9,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",921,0.921,1
9,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",772,0.772,1
9,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",661,0.661,0
9,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",934,0.934,1
10,"triangle","label_you","Matching","label_you","Self","Self","self","Self","Self",693,0.693,1
10,"triangle","label_you","Matching","label_you","Self","Self","self","Self","Self",1108,1.108,1
10,"triangle","label_you","Matching","label_you","Self","Self","self","Self","Self",959,0.959,1
10,"triangle","label_you","Matching","label_you","Self","Self","self","Self","Self",901,0.901,1
10,"triangle","label_you","Matching","label_you","Self","Self","self","Self","Self",817,0.817,1
10,"triangle","label_you","Matching","label_you","Self","Self","self","Self","Self",770,0.77,1
10,"diamond","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1107,1.107,1
10,"diamond","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1071,1.071,1
10,"diamond","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1189,1.189,1
10,"diamond","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1262,1.262,1
10,"diamond","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1050,1.05,1
10,"diamond","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",886,0.886,1
10,"rhomboid","label_9","Matching","label_9","£9","£9","9","£9","£9",1567,1.567,1
10,"rhomboid","label_9","Matching","label_9","£9","£9","9","£9","£9",1242,1.242,1
10,"rhomboid","label_9","Matching","label_9","£9","£9","9","£9","£9",1199,1.199,1
10,"rhomboid","label_9","Matching","label_9","£9","£9","9","£9","£9",1346,1.346,1
10,"rhomboid","label_9","Matching","label_9","£9","£9","9","£9","£9",1446,1.446,1
10,"rhomboid","label_9","Matching","label_9","£9","£9","9","£9","£9",1045,1.045,1
10,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1050,1.05,1
10,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1154,1.154,1
10,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1168,1.168,1
10,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1046,1.046,1
10,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",944,0.944,1
10,"octagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1037,1.037,1
10,"triangle","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1391,1.391,1
10,"triangle","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1356,1.356,1
10,"triangle","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1039,1.039,1
10,"triangle","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1067,1.067,1
10,"triangle","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1210,1.21,1
10,"triangle","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1065,1.065,1
10,"diamond","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",921,0.921,1
10,"diamond","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1047,1.047,1
10,"diamond","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1600,1.6,1
10,"diamond","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1117,1.117,1
10,"diamond","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1088,1.088,1
10,"diamond","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1120,1.12,1
10,"rhomboid","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",902,0.902,1
10,"rhomboid","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1300,1.3,1
10,"rhomboid","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1223,1.223,1
10,"rhomboid","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1209,1.209,1
10,"rhomboid","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1155,1.155,1
10,"rhomboid","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1192,1.192,1
10,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1126,1.126,1
10,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1031,1.031,1
10,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1180,1.18,1
10,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1526,1.526,1
10,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1339,1.339,1
10,"octagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1235,1.235,1
10,"trapeze","label_you","Matching","label_you","Self","Self","self","Self","Self",961,0.961,1
10,"trapeze","label_you","Matching","label_you","Self","Self","self","Self","Self",872,0.872,1
10,"trapeze","label_you","Matching","label_you","Self","Self","self","Self","Self",834,0.834,1
10,"trapeze","label_you","Matching","label_you","Self","Self","self","Self","Self",741,0.741,1
10,"trapeze","label_you","Matching","label_you","Self","Self","self","Self","Self",774,0.774,1
10,"trapeze","label_you","Matching","label_you","Self","Self","self","Self","Self",870,0.87,1
10,"kite","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",926,0.926,1
10,"kite","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1011,1.011,1
10,"kite","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",935,0.935,1
10,"kite","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1019,1.019,1
10,"kite","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",806,0.806,1
10,"kite","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",812,0.812,1
10,"square","label_9","Matching","label_9","£9","£9","9","£9","£9",1129,1.129,1
10,"square","label_9","Matching","label_9","£9","£9","9","£9","£9",1057,1.057,1
10,"square","label_9","Matching","label_9","£9","£9","9","£9","£9",944,0.944,1
10,"square","label_9","Matching","label_9","£9","£9","9","£9","£9",817,0.817,1
10,"square","label_9","Matching","label_9","£9","£9","9","£9","£9",865,0.865,1
10,"square","label_9","Matching","label_9","£9","£9","9","£9","£9",762,0.762,1
10,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1650,1.65,0
10,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1649,1.649,0
10,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1015,1.015,1
10,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1199,1.199,1
10,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1167,1.167,1
10,"pentagon","label_1","Matching","label_1","£1","£1","1","£1","£1",1026,1.026,1
10,"trapeze","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1475,1.475,1
10,"trapeze","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1135,1.135,1
10,"trapeze","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1040,1.04,1
10,"trapeze","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1058,1.058,1
10,"trapeze","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",926,0.926,1
10,"trapeze","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1195,1.195,1
10,"kite","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",988,0.988,1
10,"kite","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",964,0.964,1
10,"kite","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",950,0.95,1
10,"kite","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1018,1.018,1
10,"kite","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",940,0.94,1
10,"kite","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1315,1.315,1
10,"square","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1010,1.01,1
10,"square","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1048,1.048,1
10,"square","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1228,1.228,1
10,"square","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",867,0.867,1
10,"square","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",948,0.948,0
10,"square","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1140,1.14,1
10,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1395,1.395,1
10,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",985,0.985,1
10,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",993,0.993,1
10,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",986,0.986,1
10,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",903,0.903,1
10,"pentagon","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",976,0.976,1
11,"trapeze","label_you","Matching","label_you","Self","Self","self","Self","Self",806,0.806,1
11,"trapeze","label_you","Matching","label_you","Self","Self","self","Self","Self",879,0.879,1
11,"trapeze","label_you","Matching","label_you","Self","Self","self","Self","Self",798,0.798,1
11,"trapeze","label_you","Matching","label_you","Self","Self","self","Self","Self",933,0.933,1
11,"trapeze","label_you","Matching","label_you","Self","Self","self","Self","Self",897,0.897,1
11,"trapeze","label_you","Matching","label_you","Self","Self","self","Self","Self",704,0.704,1
11,"kite","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",860,0.86,1
11,"kite","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1169,1.169,1
11,"kite","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",715,0.715,1
11,"kite","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",842,0.842,1
11,"kite","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",803,0.803,1
11,"kite","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",902,0.902,1
11,"pentagon","label_9","Matching","label_9","£9","£9","9","£9","£9",861,0.861,0
11,"pentagon","label_9","Matching","label_9","£9","£9","9","£9","£9",697,0.697,1
11,"pentagon","label_9","Matching","label_9","£9","£9","9","£9","£9",630,0.63,1
11,"pentagon","label_9","Matching","label_9","£9","£9","9","£9","£9",878,0.878,1
11,"pentagon","label_9","Matching","label_9","£9","£9","9","£9","£9",609,0.609,1
11,"pentagon","label_9","Matching","label_9","£9","£9","9","£9","£9",813,0.813,1
11,"square","label_1","Matching","label_1","£1","£1","1","£1","£1",701,0.701,1
11,"square","label_1","Matching","label_1","£1","£1","1","£1","£1",719,0.719,1
11,"square","label_1","Matching","label_1","£1","£1","1","£1","£1",783,0.783,1
11,"square","label_1","Matching","label_1","£1","£1","1","£1","£1",802,0.802,1
11,"square","label_1","Matching","label_1","£1","£1","1","£1","£1",603,0.603,1
11,"square","label_1","Matching","label_1","£1","£1","1","£1","£1",645,0.645,1
11,"trapeze","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1133,1.133,1
11,"trapeze","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",808,0.808,1
11,"trapeze","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",704,0.704,1
11,"trapeze","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",882,0.882,1
11,"trapeze","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",850,0.85,1
11,"trapeze","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",982,0.982,1
11,"kite","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",727,0.727,1
11,"kite","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",742,0.742,1
11,"kite","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",822,0.822,1
11,"kite","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",924,0.924,1
11,"kite","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",942,0.942,1
11,"kite","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",675,0.675,1
11,"pentagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1002,1.002,1
11,"pentagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1016,1.016,1
11,"pentagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",910,0.91,1
11,"pentagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1029,1.029,1
11,"pentagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",901,0.901,1
11,"pentagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",732,0.732,1
11,"square","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",805,0.805,1
11,"square","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",885,0.885,0
11,"square","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",915,0.915,1
11,"square","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",977,0.977,1
11,"square","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1060,1.06,1
11,"square","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",859,0.859,1
11,"triangle","label_you","Matching","label_you","Self","Self","self","Self","Self",688,0.688,1
11,"triangle","label_you","Matching","label_you","Self","Self","self","Self","Self",903,0.903,0
11,"triangle","label_you","Matching","label_you","Self","Self","self","Self","Self",750,0.75,1
11,"triangle","label_you","Matching","label_you","Self","Self","self","Self","Self",637,0.637,1
11,"triangle","label_you","Matching","label_you","Self","Self","self","Self","Self",597,0.597,1
11,"triangle","label_you","Matching","label_you","Self","Self","self","Self","Self",680,0.68,1
11,"diamond","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",665,0.665,1
11,"diamond","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",662,0.662,0
11,"diamond","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",826,0.826,1
11,"diamond","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",672,0.672,1
11,"diamond","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",627,0.627,1
11,"diamond","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",624,0.624,1
11,"octagon","label_9","Matching","label_9","£9","£9","9","£9","£9",983,0.983,1
11,"octagon","label_9","Matching","label_9","£9","£9","9","£9","£9",800,0.8,1
11,"octagon","label_9","Matching","label_9","£9","£9","9","£9","£9",641,0.641,1
11,"octagon","label_9","Matching","label_9","£9","£9","9","£9","£9",686,0.686,1
11,"octagon","label_9","Matching","label_9","£9","£9","9","£9","£9",746,0.746,1
11,"octagon","label_9","Matching","label_9","£9","£9","9","£9","£9",683,0.683,1
11,"rhomboid","label_1","Matching","label_1","£1","£1","1","£1","£1",684,0.684,1
11,"rhomboid","label_1","Matching","label_1","£1","£1","1","£1","£1",746,0.746,1
11,"rhomboid","label_1","Matching","label_1","£1","£1","1","£1","£1",586,0.586,1
11,"rhomboid","label_1","Matching","label_1","£1","£1","1","£1","£1",781,0.781,1
11,"rhomboid","label_1","Matching","label_1","£1","£1","1","£1","£1",698,0.698,1
11,"rhomboid","label_1","Matching","label_1","£1","£1","1","£1","£1",639,0.639,1
11,"triangle","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",684,0.684,0
11,"triangle","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",870,0.87,1
11,"triangle","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",732,0.732,0
11,"triangle","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",608,0.608,1
11,"triangle","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",806,0.806,0
11,"triangle","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",678,0.678,1
11,"diamond","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1078,1.078,1
11,"diamond","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",945,0.945,1
11,"diamond","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",673,0.673,1
11,"diamond","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",760,0.76,1
11,"diamond","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",832,0.832,1
11,"diamond","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1035,1.035,1
11,"octagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",669,0.669,1
11,"octagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",785,0.785,1
11,"octagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",871,0.871,0
11,"octagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",615,0.615,1
11,"octagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",727,0.727,1
11,"octagon","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",790,0.79,1
11,"rhomboid","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1075,1.075,1
11,"rhomboid","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1183,1.183,1
11,"rhomboid","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",654,0.654,1
11,"rhomboid","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",822,0.822,1
11,"rhomboid","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",718,0.718,1
11,"rhomboid","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",691,0.691,1
12,"octagon","label_you","Matching","label_you","Self","Self","self","Self","Self",778,0.778,1
12,"octagon","label_you","Matching","label_you","Self","Self","self","Self","Self",711,0.711,1
12,"octagon","label_you","Matching","label_you","Self","Self","self","Self","Self",706,0.706,1
12,"octagon","label_you","Matching","label_you","Self","Self","self","Self","Self",762,0.762,1
12,"octagon","label_you","Matching","label_you","Self","Self","self","Self","Self",896,0.896,1
12,"octagon","label_you","Matching","label_you","Self","Self","self","Self","Self",662,0.662,1
12,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",910,0.91,1
12,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1114,1.114,1
12,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",900,0.9,1
12,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",853,0.853,1
12,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",889,0.889,1
12,"rhomboid","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1055,1.055,1
12,"diamond","label_9","Matching","label_9","£9","£9","9","£9","£9",1029,1.029,1
12,"diamond","label_9","Matching","label_9","£9","£9","9","£9","£9",817,0.817,1
12,"diamond","label_9","Matching","label_9","£9","£9","9","£9","£9",856,0.856,1
12,"diamond","label_9","Matching","label_9","£9","£9","9","£9","£9",849,0.849,1
12,"diamond","label_9","Matching","label_9","£9","£9","9","£9","£9",1014,1.014,1
12,"diamond","label_9","Matching","label_9","£9","£9","9","£9","£9",848,0.848,1
12,"triangle","label_1","Matching","label_1","£1","£1","1","£1","£1",1065,1.065,1
12,"triangle","label_1","Matching","label_1","£1","£1","1","£1","£1",951,0.951,1
12,"triangle","label_1","Matching","label_1","£1","£1","1","£1","£1",781,0.781,1
12,"triangle","label_1","Matching","label_1","£1","£1","1","£1","£1",1047,1.047,1
12,"triangle","label_1","Matching","label_1","£1","£1","1","£1","£1",1262,1.262,1
12,"triangle","label_1","Matching","label_1","£1","£1","1","£1","£1",1017,1.017,1
12,"octagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1131,1.131,1
12,"octagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",933,0.933,1
12,"octagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",867,0.867,1
12,"octagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1020,1.02,1
12,"octagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1011,1.011,1
12,"octagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",947,0.947,1
12,"rhomboid","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1012,1.012,1
12,"rhomboid","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",1185,1.185,1
12,"rhomboid","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",939,0.939,1
12,"rhomboid","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",862,0.862,1
12,"rhomboid","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",962,0.962,1
12,"rhomboid","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",935,0.935,1
12,"diamond","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1309,1.309,1
12,"diamond","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1407,1.407,0
12,"diamond","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1288,1.288,1
12,"diamond","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1077,1.077,1
12,"diamond","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1159,1.159,1
12,"diamond","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",857,0.857,1
12,"triangle","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1028,1.028,0
12,"triangle","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1137,1.137,1
12,"triangle","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1277,1.277,1
12,"triangle","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",992,0.992,0
12,"triangle","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",1053,1.053,0
12,"triangle","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",838,0.838,1
12,"pentagon","label_you","Matching","label_you","Self","Self","self","Self","Self",783,0.783,1
12,"pentagon","label_you","Matching","label_you","Self","Self","self","Self","Self",781,0.781,1
12,"pentagon","label_you","Matching","label_you","Self","Self","self","Self","Self",715,0.715,1
12,"pentagon","label_you","Matching","label_you","Self","Self","self","Self","Self",697,0.697,1
12,"pentagon","label_you","Matching","label_you","Self","Self","self","Self","Self",825,0.825,1
12,"pentagon","label_you","Matching","label_you","Self","Self","self","Self","Self",781,0.781,0
12,"square","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",730,0.73,1
12,"square","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",673,0.673,1
12,"square","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",678,0.678,1
12,"square","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",724,0.724,1
12,"square","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",682,0.682,1
12,"square","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",670,0.67,1
12,"kite","label_9","Matching","label_9","£9","£9","9","£9","£9",684,0.684,1
12,"kite","label_9","Matching","label_9","£9","£9","9","£9","£9",620,0.62,1
12,"kite","label_9","Matching","label_9","£9","£9","9","£9","£9",760,0.76,1
12,"kite","label_9","Matching","label_9","£9","£9","9","£9","£9",608,0.608,1
12,"kite","label_9","Matching","label_9","£9","£9","9","£9","£9",735,0.735,1
12,"kite","label_9","Matching","label_9","£9","£9","9","£9","£9",865,0.865,1
12,"trapeze","label_1","Matching","label_1","£1","£1","1","£1","£1",997,0.997,1
12,"trapeze","label_1","Matching","label_1","£1","£1","1","£1","£1",766,0.766,1
12,"trapeze","label_1","Matching","label_1","£1","£1","1","£1","£1",738,0.738,1
12,"trapeze","label_1","Matching","label_1","£1","£1","1","£1","£1",697,0.697,1
12,"trapeze","label_1","Matching","label_1","£1","£1","1","£1","£1",746,0.746,1
12,"trapeze","label_1","Matching","label_1","£1","£1","1","£1","£1",793,0.793,1
12,"pentagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",1077,1.077,1
12,"pentagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",920,0.92,1
12,"pentagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",843,0.843,1
12,"pentagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",814,0.814,1
12,"pentagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",732,0.732,1
12,"pentagon","label_friend","Nonmatching","label_friend","Friend","Close","self","Self","Self",802,0.802,1
12,"square","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",839,0.839,1
12,"square","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",774,0.774,1
12,"square","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",773,0.773,1
12,"square","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",619,0.619,1
12,"square","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",797,0.797,1
12,"square","label_you","Nonmatching","label_you","Self","Self","friend","Friend","Close",677,0.677,1
12,"kite","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",1007,1.007,1
12,"kite","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",777,0.777,1
12,"kite","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",874,0.874,1
12,"kite","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",741,0.741,1
12,"kite","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",770,0.77,1
12,"kite","label_1","Nonmatching","label_1","£1","£1","9","£9","£9",751,0.751,1
12,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",923,0.923,1
12,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",729,0.729,1
12,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",722,0.722,1
12,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",993,0.993,1
12,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",839,0.839,1
12,"trapeze","label_9","Nonmatching","label_9","£9","£9","1","£1","£1",821,0.821,1
14,"kite","label_you","Matching","label_you","Self","Self","self","Self","Self",733,0.733,1
14,"kite","label_you","Matching","label_you","Self","Self","self","Self","Self",677,0.677,1
14,"kite","label_you","Matching","label_you","Self","Self","self","Self","Self",769,0.769,1
14,"kite","label_you","Matching","label_you","Self","Self","self","Self","Self",583,0.583,1
14,"kite","label_you","Matching","label_you","Self","Self","self","Self","Self",640,0.64,1
14,"kite","label_you","Matching","label_you","Self","Self","self","Self","Self",723,0.723,1
14,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",804,0.804,1
14,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1060,1.06,1
14,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1091,1.091,1
14,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",830,0.83,0
14,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",851,0.851,0
14,"trapeze","label_friend","Matching","label_friend","Friend","Close","friend","Friend","Close",1652,1.652,0
14,"pentagon","label_9","Matching","label_9","£9","£9","9","£9","£9",1655,1.655,0
14,"pentagon","label_9","Matching","label_9","£9","£9","9","£9","£9",264,0.264,1
14,"pentagon","label_9","Matching","label_9","£9","£9","9","£9","£9",866,0.866,0
14,"pentagon","label_9","Matching","label_9","£9","£9","9","£9","£9",1326,1.326,1
14,"pentagon","label_9","Matching","label_9","£9","£9","9","£9","£9",1653,1.653,0
14,"pentagon","label_9","Matching","label_9","£9","£9","9","£9","£9",1415,1.415,1
