"Subject","Trial","Task","Block","Shape","ShapeCode","Label","LabelCode","Matching","ACC","RT_ms","Response","CorrectResp"
59,192,"Reward",2,"Diamond","MediumReward","£3","3","Matching",1,832,"m","m"
59,193,"Reward",2,"Pentagon","HighReward","£9","9","Matching",1,731,"m","m"
59,194,"Reward",2,"Pentagon","HighReward","£9","3","Nonmatching",1,880,"n","n"
59,195,"Reward",2,"Diamond","MediumReward","£3","3","Matching",1,1020,"m","m"
59,196,"Reward",2,"Oval","LowReward","£1","1","Matching",1,771,"m","m"
59,197,"Reward",2,"Pentagon","HighReward","£9","1","Nonmatching",1,794,"n","n"
59,198,"Reward",2,"Diamond","MediumReward","£3","1","Nonmatching",0,828,"m","n"
59,199,"Reward",2,"Pentagon","HighReward","£9","9","Matching",1,590,"m","m"
59,200,"Reward",2,"Oval","LowReward","£1","1","Matching",NA,NA,NA,"m"
59,201,"Reward",2,"Diamond","MediumReward","£3","3","Matching",1,845,"m","m"
59,202,"Reward",2,"Oval","LowReward","£1","3","Nonmatching",NA,NA,NA,"n"
59,203,"Reward",2,"Diamond","MediumReward","£3","9","Nonmatching",0,406,"m","n"
59,204,"Reward",2,"Oval","LowReward","£1","9","Nonmatching",1,1044,"n","n"
59,205,"Reward",2,"Oval","LowReward","£1","3","Nonmatching",1,1063,"n","n"
59,206,"Reward",2,"Diamond","MediumReward","£3","9","Nonmatching",1,731,"n","n"
59,207,"Reward",2,"Pentagon","HighReward","£9","1","Nonmatching",1,765,"n","n"
59,208,"Reward",2,"Oval","LowReward","£1","1","Matching",1,528,"m","m"
59,209,"Reward",2,"Pentagon","HighReward","£9","9","Matching",1,692,"m","m"
59,210,"Reward",2,"Pentagon","HighReward","£9","9","Matching",1,580,"m","m"
59,211,"Reward",2,"Diamond","MediumReward","£3","3","Matching",0,629,"n","m"
59,212,"Reward",2,"Pentagon","HighReward","£9","3","Nonmatching",1,892,"n","n"
59,213,"Reward",2,"Oval","LowReward","£1","1","Matching",1,563,"m","m"
59,214,"Reward",2,"Diamond","MediumReward","£3","3","Matching",1,725,"m","m"
59,215,"Reward",2,"Oval","LowReward","£1","9","Nonmatching",1,690,"n","n"
59,216,"Reward",2,"Diamond","MediumReward","£3","1","Nonmatching",1,681,"n","n"
59,217,"Reward",2,"Diamond","MediumReward","£3","9","Nonmatching",1,660,"n","n"
59,218,"Reward",2,"Pentagon","HighReward","£9","9","Matching",1,673,"m","m"
59,219,"Reward",2,"Pentagon","HighReward","£9","9","Matching",1,542,"m","m"
59,220,"Reward",2,"Oval","LowReward","£1","1","Matching",1,927,"m","m"
59,221,"Reward",2,"Oval","LowReward","£1","9","Nonmatching",1,670,"n","n"
59,222,"Reward",2,"Pentagon","HighReward","£9","3","Nonmatching",0,498,"m","n"
59,223,"Reward",2,"Oval","LowReward","£1","1","Matching",1,707,"m","m"
59,224,"Reward",2,"Oval","LowReward","£1","3","Nonmatching",1,726,"n","n"
59,225,"Reward",2,"Pentagon","HighReward","£9","1","Nonmatching",1,804,"n","n"
59,226,"Reward",2,"Diamond","MediumReward","£3","3","Matching",NA,NA,NA,"m"
59,227,"Reward",2,"Diamond","MediumReward","£3","3","Matching",1,657,"m","m"
59,228,"Reward",2,"Diamond","MediumReward","£3","1","Nonmatching",1,647,"n","n"
59,229,"Reward",2,"Diamond","MediumReward","£3","3","Matching",1,684,"m","m"
59,230,"Reward",2,"Diamond","MediumReward","£3","1","Nonmatching",1,990,"n","n"
59,231,"Reward",2,"Pentagon","HighReward","£9","1","Nonmatching",1,642,"n","n"
59,232,"Reward",2,"Diamond","MediumReward","£3","9","Nonmatching",0,396,"m","n"
59,233,"Reward",2,"Oval","LowReward","£1","1","Matching",1,735,"m","m"
59,234,"Reward",2,"Oval","LowReward","£1","9","Nonmatching",1,725,"n","n"
59,235,"Reward",2,"Pentagon","HighReward","£9","9","Matching",1,564,"m","m"
59,236,"Reward",2,"Pentagon","HighReward","£9","9","Matching",1,567,"m","m"
59,237,"Reward",2,"Oval","LowReward","£1","1","Matching",1,662,"m","m"
59,238,"Reward",2,"Diamond","MediumReward","£3","3","Matching",0,924,"n","m"
59,239,"Reward",2,"Pentagon","HighReward","£9","3","Nonmatching",1,914,"n","n"
59,240,"Reward",2,"Oval","LowReward","£1","3","Nonmatching",1,667,"n","n"
59,241,"Valence",1,"Rectangle","Neutral","neutral","Happy","Nonmatching",1,824,"n","n"
59,242,"Valence",1,"Star","Happy","happy","Sad","Nonmatching",1,860,"n","n"
59,243,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",0,971,"m","n"
59,244,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",NA,NA,NA,"m"
59,245,"Valence",1,"Star","Happy","happy","Happy","Matching",0,786,"n","m"
59,246,"Valence",1,"Rectangle","Neutral","neutral","Sad","Nonmatching",1,945,"n","n"
59,247,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",NA,NA,NA,"n"
59,248,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",0,929,"n","m"
59,249,"Valence",1,"Star","Happy","happy","Happy","Matching",1,835,"m","m"
59,250,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",NA,NA,NA,"m"
59,251,"Valence",1,"Hexagon","Sad","sad","Happy","Nonmatching",1,1078,"n","n"
59,252,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",1,952,"m","m"
59,253,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",1,953,"n","n"
59,254,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",1,1024,"m","m"
59,255,"Valence",1,"Rectangle","Neutral","neutral","Happy","Nonmatching",0,920,"m","n"
59,256,"Valence",1,"Hexagon","Sad","sad","Happy","Nonmatching",NA,NA,NA,"n"
59,257,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",0,1019,"n","m"
59,258,"Valence",1,"Rectangle","Neutral","neutral","Sad","Nonmatching",1,1051,"n","n"
59,259,"Valence",1,"Star","Happy","happy","Sad","Nonmatching",1,813,"n","n"
59,260,"Valence",1,"Star","Happy","happy","Happy","Matching",NA,NA,NA,"m"
59,261,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",1,671,"m","m"
59,262,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",1,852,"n","n"
59,263,"Valence",1,"Star","Happy","happy","Happy","Matching",1,946,"m","m"
59,264,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",0,974,"n","m"
59,265,"Valence",1,"Rectangle","Neutral","neutral","Happy","Nonmatching",NA,NA,NA,"n"
59,266,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",NA,NA,NA,"m"
59,267,"Valence",1,"Hexagon","Sad","sad","Happy","Nonmatching",1,971,"n","n"
59,268,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",1,928,"m","m"
59,269,"Valence",1,"Star","Happy","happy","Happy","Matching",1,792,"m","m"
59,270,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",1,782,"n","n"
59,271,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",1,761,"m","m"
59,272,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",0,860,"m","n"
59,273,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",0,852,"n","m"
59,274,"Valence",1,"Star","Happy","happy","Happy","Matching",1,743,"m","m"
59,275,"Valence",1,"Star","Happy","happy","Sad","Nonmatching",1,969,"n","n"
59,276,"Valence",1,"Rectangle","Neutral","neutral","Sad","Nonmatching",1,1055,"n","n"
59,277,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",0,727,"n","m"
59,278,"Valence",1,"Star","Happy","happy","Happy","Matching",1,697,"m","m"
59,279,"Valence",1,"Star","Happy","happy","Happy","Matching",1,697,"m","m"
59,280,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",0,1059,"m","n"
59,281,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",1,641,"m","m"
59,282,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",1,882,"n","n"
59,283,"Valence",1,"Hexagon","Sad","sad","Happy","Nonmatching",0,724,"m","n"
59,284,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",NA,NA,NA,"m"
59,285,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",1,969,"m","m"
59,286,"Valence",1,"Star","Happy","happy","Sad","Nonmatching",1,935,"n","n"
59,287,"Valence",1,"Rectangle","Neutral","neutral","Happy","Nonmatching",NA,NA,NA,"n"
59,288,"Valence",1,"Rectangle","Neutral","neutral","Sad","Nonmatching",NA,NA,NA,"n"
59,289,"Valence",1,"Hexagon","Sad","sad","Happy","Nonmatching",0,602,"m","n"
59,290,"Valence",1,"Star","Happy","happy","Happy","Matching",0,511,"n","m"
59,291,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",NA,NA,NA,"m"
59,292,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",NA,NA,NA,"m"
59,293,"Valence",1,"Rectangle","Neutral","neutral","Sad","Nonmatching",0,202,"m","n"
59,294,"Valence",1,"Star","Happy","happy","Sad","Nonmatching",1,62,"n","n"
59,295,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",0,264,"m","n"
59,296,"Valence",1,"Rectangle","Neutral","neutral","Happy","Nonmatching",1,248,"n","n"
59,297,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",1,307,"m","m"
59,298,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",1,704,"n","n"
59,299,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",1,362,"m","m"
59,300,"Valence",1,"Star","Happy","happy","Happy","Matching",0,564,"n","m"
59,301,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",NA,NA,NA,"m"
59,302,"Valence",2,"Star","Happy","happy","Happy","Matching",1,837,"m","m"
59,303,"Valence",2,"Rectangle","Neutral","neutral","Neutral","Matching",1,933,"m","m"
59,304,"Valence",2,"Hexagon","Sad","sad","Happy","Nonmatching",0,719,"m","n"
59,305,"Valence",2,"Star","Happy","happy","Neutral","Nonmatching",NA,NA,NA,"n"
59,306,"Valence",2,"Rectangle","Neutral","neutral","Sad","Nonmatching",0,921,"m","n"
59,307,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",NA,NA,NA,"m"
59,308,"Valence",2,"Hexagon","Sad","sad","Neutral","Nonmatching",NA,NA,NA,"n"
59,309,"Valence",2,"Rectangle","Neutral","neutral","Neutral","Matching",0,700,"n","m"
59,310,"Valence",2,"Rectangle","Neutral","neutral","Happy","Nonmatching",1,780,"n","n"
59,311,"Valence",2,"Star","Happy","happy","Happy","Matching",1,724,"m","m"
59,312,"Valence",2,"Star","Happy","happy","Sad","Nonmatching",1,767,"n","n"
59,313,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",NA,NA,NA,"m"
59,314,"Valence",2,"Star","Happy","happy","Neutral","Nonmatching",1,985,"n","n"
59,315,"Valence",2,"Star","Happy","happy","Sad","Nonmatching",1,758,"n","n"
59,316,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",1,1000,"m","m"
59,317,"Valence",2,"Star","Happy","happy","Happy","Matching",1,722,"m","m"
59,318,"Valence",2,"Hexagon","Sad","sad","Happy","Nonmatching",0,667,"m","n"
59,319,"Valence",2,"Hexagon","Sad","sad","Neutral","Nonmatching",1,946,"n","n"
59,320,"Valence",2,"Rectangle","Neutral","neutral","Neutral","Matching",1,864,"m","m"
59,321,"Valence",2,"Rectangle","Neutral","neutral","Neutral","Matching",1,786,"m","m"
59,322,"Valence",2,"Rectangle","Neutral","neutral","Sad","Nonmatching",1,889,"n","n"
59,323,"Valence",2,"Star","Happy","happy","Happy","Matching",1,695,"m","m"
59,324,"Valence",2,"Rectangle","Neutral","neutral","Happy","Nonmatching",1,953,"n","n"
59,325,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",NA,NA,NA,"m"
59,326,"Valence",2,"Rectangle","Neutral","neutral","Neutral","Matching",1,779,"m","m"
59,327,"Valence",2,"Star","Happy","happy","Happy","Matching",1,710,"m","m"
59,328,"Valence",2,"Hexagon","Sad","sad","Happy","Nonmatching",0,542,"m","n"
59,329,"Valence",2,"Rectangle","Neutral","neutral","Neutral","Matching",1,949,"m","m"
59,330,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",0,726,"n","m"
59,331,"Valence",2,"Star","Happy","happy","Happy","Matching",1,642,"m","m"
59,332,"Valence",2,"Star","Happy","happy","Neutral","Nonmatching",1,949,"n","n"
59,333,"Valence",2,"Rectangle","Neutral","neutral","Happy","Nonmatching",NA,NA,NA,"n"
59,334,"Valence",2,"Hexagon","Sad","sad","Neutral","Nonmatching",1,1062,"n","n"
59,335,"Valence",2,"Star","Happy","happy","Sad","Nonmatching",1,983,"n","n"
59,336,"Valence",2,"Rectangle","Neutral","neutral","Sad","Nonmatching",1,752,"n","n"
59,337,"Valence",2,"Hexagon","Sad","sad","Happy","Nonmatching",0,651,"m","n"
59,338,"Valence",2,"Rectangle","Neutral","neutral","Neutral","Matching",1,847,"m","m"
59,339,"Valence",2,"Rectangle","Neutral","neutral","Sad","Nonmatching",NA,NA,NA,"n"
59,340,"Valence",2,"Star","Happy","happy","Happy","Matching",1,575,"m","m"
59,341,"Valence",2,"Rectangle","Neutral","neutral","Neutral","Matching",1,728,"m","m"
59,342,"Valence",2,"Hexagon","Sad","sad","Neutral","Nonmatching",1,679,"n","n"
59,343,"Valence",2,"Star","Happy","happy","Sad","Nonmatching",1,1000,"n","n"
59,344,"Valence",2,"Star","Happy","happy","Neutral","Nonmatching",1,994,"n","n"
59,345,"Valence",2,"Rectangle","Neutral","neutral","Happy","Nonmatching",1,870,"n","n"
59,346,"Valence",2,"Star","Happy","happy","Happy","Matching",1,711,"m","m"
59,347,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",0,997,"n","m"
59,348,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",1,1026,"m","m"
59,349,"Valence",2,"Rectangle","Neutral","neutral","Sad","Nonmatching",1,874,"n","n"
59,350,"Valence",2,"Star","Happy","happy","Neutral","Nonmatching",1,849,"n","n"
59,351,"Valence",2,"Hexagon","Sad","sad","Happy","Nonmatching",0,693,"m","n"
59,352,"Valence",2,"Hexagon","Sad","sad","Neutral","Nonmatching",NA,NA,NA,"n"
59,353,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",1,918,"m","m"
59,354,"Valence",2,"Rectangle","Neutral","neutral","Neutral","Matching",0,935,"n","m"
59,355,"Valence",2,"Hexagon","Sad","sad","Sad","Matching",1,1043,"m","m"
59,356,"Valence",2,"Rectangle","Neutral","neutral","Neutral","Matching",1,732,"m","m"
59,357,"Valence",2,"Star","Happy","happy","Happy","Matching",1,600,"m","m"
59,358,"Valence",2,"Rectangle","Neutral","neutral","Happy","Nonmatching",1,980,"n","n"
59,359,"Valence",2,"Star","Happy","happy","Sad","Nonmatching",1,701,"n","n"
59,360,"Valence",2,"Star","Happy","happy","Happy","Matching",1,636,"m","m"
136,1,"Self",1,"Circle","Friend","friend",NA,"Matching",0,825,"n","m"
136,2,"Self",1,"Square","Self","self",NA,"Nonmatching",0,507,"m","n"
136,3,"Self",1,"Triangle","Stranger","stranger",NA,"Matching",0,826,"n","m"
136,4,"Self",1,"Triangle","Stranger","stranger",NA,"Nonmatching",1,816,"n","n"
136,5,"Self",1,"Triangle","Stranger","stranger",NA,"Matching",0,767,"n","m"
136,6,"Self",1,"Square","Self","self",NA,"Matching",0,924,"n","m"
136,7,"Self",1,"Circle","Friend","friend",NA,"Matching",1,1007,"m","m"
136,8,"Self",1,"Circle","Friend","friend",NA,"Nonmatching",1,802,"n","n"
136,9,"Self",1,"Square","Self","self",NA,"Matching",1,940,"m","m"
136,10,"Self",1,"Circle","Friend","friend",NA,"Nonmatching",NA,NA,NA,"n"
136,11,"Self",1,"Square","Self","self",NA,"Nonmatching",1,1027,"n","n"
136,12,"Self",1,"Triangle","Stranger","stranger",NA,"Nonmatching",NA,NA,NA,"n"
136,13,"Self",1,"Square","Self","self",NA,"Nonmatching",0,803,"m","n"
136,14,"Self",1,"Circle","Friend","friend",NA,"Matching",1,1056,"m","m"
136,15,"Self",1,"Triangle","Stranger","stranger",NA,"Matching",0,757,"n","m"
136,16,"Self",1,"Square","Self","self",NA,"Nonmatching",1,994,"n","n"
136,17,"Self",1,"Square","Self","self",NA,"Matching",1,756,"m","m"
136,18,"Self",1,"Circle","Friend","friend",NA,"Nonmatching",0,954,"m","n"
136,19,"Self",1,"Triangle","Stranger","stranger",NA,"Nonmatching",1,1038,"n","n"
136,20,"Self",1,"Circle","Friend","friend",NA,"Nonmatching",0,710,"m","n"
136,21,"Self",1,"Triangle","Stranger","stranger",NA,"Matching",1,942,"m","m"
136,22,"Self",1,"Triangle","Stranger","stranger",NA,"Nonmatching",1,802,"n","n"
136,23,"Self",1,"Square","Self","self",NA,"Matching",1,729,"m","m"
136,24,"Self",1,"Circle","Friend","friend",NA,"Matching",0,802,"n","m"
136,25,"Self",1,"Square","Self","self",NA,"Nonmatching",1,895,"n","n"
136,26,"Self",1,"Circle","Friend","friend",NA,"Nonmatching",1,1008,"n","n"
136,27,"Self",1,"Triangle","Stranger","stranger",NA,"Matching",0,722,"n","m"
136,28,"Self",1,"Circle","Friend","friend",NA,"Nonmatching",0,722,"m","n"
136,29,"Self",1,"Square","Self","self",NA,"Matching",1,606,"m","m"
136,30,"Self",1,"Triangle","Stranger","stranger",NA,"Matching",0,776,"n","m"
136,31,"Self",1,"Square","Self","self",NA,"Matching",1,682,"m","m"
136,32,"Self",1,"Square","Self","self",NA,"Nonmatching",1,758,"n","n"
136,33,"Self",1,"Triangle","Stranger","stranger",NA,"Nonmatching",1,858,"n","n"
136,34,"Self",1,"Triangle","Stranger","stranger",NA,"Nonmatching",1,887,"n","n"
136,35,"Self",1,"Circle","Friend","friend",NA,"Matching",NA,NA,NA,"m"
136,36,"Self",1,"Circle","Friend","friend",NA,"Matching",1,544,"m","m"
136,37,"Self",1,"Square","Self","self",NA,"Nonmatching",0,930,"m","n"
136,38,"Self",1,"Square","Self","self",NA,"Nonmatching",1,852,"n","n"
136,39,"Self",1,"Triangle","Stranger","stranger",NA,"Matching",1,797,"m","m"
136,40,"Self",1,"Square","Self","self",NA,"Matching",NA,NA,NA,"m"
136,41,"Self",1,"Circle","Friend","friend",NA,"Nonmatching",0,945,"m","n"
136,42,"Self",1,"Square","Self","self",NA,"Matching",1,653,"m","m"
136,43,"Self",1,"Circle","Friend","friend",NA,"Matching",1,959,"m","m"
136,44,"Self",1,"Circle","Friend","friend",NA,"Matching",1,653,"m","m"
136,45,"Self",1,"Triangle","Stranger","stranger",NA,"Nonmatching",NA,NA,NA,"n"
136,46,"Self",1,"Triangle","Stranger","stranger",NA,"Matching",1,670,"m","m"
136,47,"Self",1,"Circle","Friend","friend",NA,"Nonmatching",0,503,"m","n"
136,48,"Self",1,"Triangle","Stranger","stranger",NA,"Nonmatching",1,804,"n","n"
136,49,"Self",1,"Triangle","Stranger","stranger",NA,"Nonmatching",1,829,"n","n"
136,50,"Self",1,"Triangle","Stranger","stranger",NA,"Matching",0,718,"n","m"
136,51,"Self",1,"Circle","Friend","friend",NA,"Matching",1,853,"m","m"
136,52,"Self",1,"Triangle","Stranger","stranger",NA,"Matching",0,776,"n","m"
136,53,"Self",1,"Circle","Friend","friend",NA,"Matching",1,632,"m","m"
136,54,"Self",1,"Triangle","Stranger","stranger",NA,"Nonmatching",1,687,"n","n"
136,55,"Self",1,"Circle","Friend","friend",NA,"Nonmatching",1,770,"n","n"
136,56,"Self",1,"Circle","Friend","friend",NA,"Nonmatching",0,619,"m","n"
136,57,"Self",1,"Square","Self","self",NA,"Matching",1,535,"m","m"
136,58,"Self",1,"Square","Self","self",NA,"Nonmatching",1,802,"n","n"
136,59,"Self",1,"Square","Self","self",NA,"Nonmatching",1,736,"n","n"
136,60,"Self",1,"Square","Self","self",NA,"Matching",1,584,"m","m"
136,61,"Self",2,"Circle","Friend","friend",NA,"Matching",1,935,"m","m"
136,62,"Self",2,"Triangle","Stranger","stranger",NA,"Matching",0,688,"n","m"
136,63,"Self",2,"Square","Self","self",NA,"Nonmatching",1,693,"n","n"
136,64,"Self",2,"Triangle","Stranger","stranger",NA,"Nonmatching",1,709,"n","n"
136,65,"Self",2,"Triangle","Stranger","stranger",NA,"Matching",1,731,"m","m"
136,66,"Self",2,"Square","Self","self",NA,"Nonmatching",1,691,"n","n"
136,67,"Self",2,"Circle","Friend","friend",NA,"Nonmatching",1,698,"n","n"
136,68,"Self",2,"Triangle","Stranger","stranger",NA,"Nonmatching",1,674,"n","n"
136,69,"Self",2,"Circle","Friend","friend",NA,"Matching",1,605,"m","m"
136,70,"Self",2,"Square","Self","self",NA,"Matching",1,681,"m","m"
136,71,"Self",2,"Square","Self","self",NA,"Matching",1,1022,"m","m"
136,72,"Self",2,"Circle","Friend","friend",NA,"Nonmatching",1,686,"n","n"
136,73,"Self",2,"Triangle","Stranger","stranger",NA,"Matching",1,762,"m","m"
136,74,"Self",2,"Triangle","Stranger","stranger",NA,"Matching",0,785,"n","m"
136,75,"Self",2,"Circle","Friend","friend",NA,"Nonmatching",1,774,"n","n"
136,76,"Self",2,"Triangle","Stranger","stranger",NA,"Nonmatching",1,852,"n","n"
136,77,"Self",2,"Triangle","Stranger","stranger",NA,"Nonmatching",1,902,"n","n"
136,78,"Self",2,"Square","Self","self",NA,"Matching",1,671,"m","m"
136,79,"Self",2,"Circle","Friend","friend",NA,"Matching",0,1057,"n","m"
136,80,"Self",2,"Circle","Friend","friend",NA,"Matching",1,586,"m","m"
136,81,"Self",2,"Square","Self","self",NA,"Matching",1,574,"m","m"
136,82,"Self",2,"Circle","Friend","friend",NA,"Nonmatching",0,668,"m","n"
136,83,"Self",2,"Square","Self","self",NA,"Nonmatching",0,524,"m","n"
136,84,"Self",2,"Square","Self","self",NA,"Nonmatching",1,643,"n","n"
136,85,"Self",2,"Square","Self","self",NA,"Matching",1,680,"m","m"
136,86,"Self",2,"Circle","Friend","friend",NA,"Nonmatching",1,701,"n","n"
136,87,"Self",2,"Triangle","Stranger","stranger",NA,"Matching",1,627,"m","m"
136,88,"Self",2,"Circle","Friend","friend",NA,"Matching",1,815,"m","m"
136,89,"Self",2,"Triangle","Stranger","stranger",NA,"Matching",0,604,"n","m"
136,90,"Self",2,"Triangle","Stranger","stranger",NA,"Nonmatching",1,637,"n","n"
136,91,"Self",2,"Circle","Friend","friend",NA,"Nonmatching",1,698,"n","n"
136,92,"Self",2,"Circle","Friend","friend",NA,"Matching",0,736,"n","m"
136,93,"Self",2,"Square","Self","self",NA,"Matching",1,576,"m","m"
136,94,"Self",2,"Square","Self","self",NA,"Nonmatching",1,631,"n","n"
136,95,"Self",2,"Square","Self","self",NA,"Nonmatching",1,754,"n","n"
136,96,"Self",2,"Triangle","Stranger","stranger",NA,"Nonmatching",1,759,"n","n"
136,97,"Self",2,"Triangle","Stranger","stranger",NA,"Nonmatching",1,620,"n","n"
136,98,"Self",2,"Circle","Friend","friend",NA,"Nonmatching",1,782,"n","n"
136,99,"Self",2,"Circle","Friend","friend",NA,"Matching",0,711,"n","m"
136,100,"Self",2,"Triangle","Stranger","stranger",NA,"Matching",1,816,"m","m"
136,101,"Self",2,"Circle","Friend","friend",NA,"Matching",0,673,"n","m"
136,102,"Self",2,"Square","Self","self",NA,"Matching",1,544,"m","m"
136,103,"Self",2,"Circle","Friend","friend",NA,"Nonmatching",NA,NA,NA,"n"
136,104,"Self",2,"Triangle","Stranger","stranger",NA,"Matching",1,603,"m","m"
136,105,"Self",2,"Triangle","Stranger","stranger",NA,"Nonmatching",1,806,"n","n"
136,106,"Self",2,"Square","Self","self",NA,"Nonmatching",1,826,"n","n"
136,107,"Self",2,"Square","Self","self",NA,"Nonmatching",1,898,"n","n"
136,108,"Self",2,"Square","Self","self",NA,"Matching",0,622,"n","m"
136,109,"Self",2,"Circle","Friend","friend",NA,"Matching",1,614,"m","m"
136,110,"Self",2,"Triangle","Stranger","stranger",NA,"Nonmatching",1,628,"n","n"
136,111,"Self",2,"Square","Self","self",NA,"Matching",0,755,"n","m"
136,112,"Self",2,"Square","Self","self",NA,"Matching",1,721,"m","m"
136,113,"Self",2,"Circle","Friend","friend",NA,"Nonmatching",1,737,"n","n"
136,114,"Self",2,"Triangle","Stranger","stranger",NA,"Matching",1,669,"m","m"
136,115,"Self",2,"Square","Self","self",NA,"Nonmatching",1,682,"n","n"
136,116,"Self",2,"Square","Self","self",NA,"Nonmatching",0,799,"m","n"
136,117,"Self",2,"Circle","Friend","friend",NA,"Nonmatching",0,623,"m","n"
136,118,"Self",2,"Circle","Friend","friend",NA,"Matching",1,586,"m","m"
136,119,"Self",2,"Triangle","Stranger","stranger",NA,"Matching",1,603,"m","m"
136,120,"Self",2,"Triangle","Stranger","stranger",NA,"Nonmatching",1,738,"n","n"
136,121,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",1,996,"m","m"
136,122,"Valence",1,"Rectangle","Neutral","neutral","Happy","Nonmatching",1,843,"n","n"
136,123,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",0,885,"n","m"
136,124,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",1,715,"m","m"
136,125,"Valence",1,"Star","Happy","happy","Happy","Matching",1,823,"m","m"
136,126,"Valence",1,"Rectangle","Neutral","neutral","Sad","Nonmatching",1,844,"n","n"
136,127,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",1,834,"m","m"
136,128,"Valence",1,"Star","Happy","happy","Sad","Nonmatching",1,876,"n","n"
136,129,"Valence",1,"Star","Happy","happy","Happy","Matching",1,676,"m","m"
136,130,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",0,513,"m","n"
136,131,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",1,903,"n","n"
136,132,"Valence",1,"Hexagon","Sad","sad","Happy","Nonmatching",1,1002,"n","n"
136,133,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",0,717,"n","m"
136,134,"Valence",1,"Star","Happy","happy","Happy","Matching",1,660,"m","m"
136,135,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",0,724,"n","m"
136,136,"Valence",1,"Star","Happy","happy","Sad","Nonmatching",0,380,"m","n"
136,137,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",1,880,"m","m"
136,138,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",1,1050,"n","n"
136,139,"Valence",1,"Star","Happy","happy","Happy","Matching",1,629,"m","m"
136,140,"Valence",1,"Rectangle","Neutral","neutral","Happy","Nonmatching",1,702,"n","n"
136,141,"Valence",1,"Hexagon","Sad","sad","Happy","Nonmatching",0,677,"m","n"
136,142,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",1,958,"m","m"
136,143,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",0,650,"m","n"
136,144,"Valence",1,"Rectangle","Neutral","neutral","Sad","Nonmatching",1,765,"n","n"
136,145,"Valence",1,"Star","Happy","happy","Happy","Matching",1,680,"m","m"
136,146,"Valence",1,"Hexagon","Sad","sad","Sad","Matching",1,844,"m","m"
136,147,"Valence",1,"Rectangle","Neutral","neutral","Happy","Nonmatching",1,750,"n","n"
136,148,"Valence",1,"Star","Happy","happy","Neutral","Nonmatching",0,910,"m","n"
136,149,"Valence",1,"Rectangle","Neutral","neutral","Neutral","Matching",0,882,"n","m"
136,150,"Valence",1,"Hexagon","Sad","sad","Neutral","Nonmatching",1,910,"n","n"
136,151,"Valence",1,"Star","Happy","happy","Happy","Matching",1,1018,"m","m"
