"Subject","Task","Phase","Block","Trial","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","extraIV1","Response","RT_ms","RT_sec","ACC"
6,"self-matching",1,2,39,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,526.027005944798,0.526,1
6,"self-matching",1,2,40,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,649.995856469559,0.65,1
6,"self-matching",1,2,41,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,649.233389178789,0.649,1
6,"self-matching",1,2,42,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,480.62669703404,0.481,1
6,"self-matching",1,2,43,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,406.556591698063,0.407,1
6,"self-matching",1,2,44,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,2,526.775890089539,0.527,1
6,"self-matching",1,2,45,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,931.384923364931,0.931,1
6,"self-matching",1,2,46,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,919.342105664782,0.919,1
6,"self-matching",1,2,47,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,402.727049923669,0.403,1
6,"self-matching",1,2,48,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,833.97716123045,0.834,1
6,"self-matching",1,2,49,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,400.620152975989,0.401,1
6,"self-matching",1,2,50,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,544.7216414168,0.545,1
6,"self-matching",1,2,51,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,467.892648100133,0.468,1
6,"self-matching",1,2,52,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,521.470011212841,0.521,1
6,"self-matching",1,2,53,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,627.938335768249,0.628,1
6,"self-matching",1,2,54,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,2,987.908923728355,0.988,1
6,"self-matching",1,2,55,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,843.91278013436,0.844,1
6,"self-matching",1,2,56,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,682.695923389019,0.683,1
6,"self-matching",1,2,57,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,686.495884088799,0.686,1
6,"self-matching",1,2,58,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,2,708.02758609625,0.708,1
6,"self-matching",1,2,59,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,2,301.952176692794,0.302,0
6,"self-matching",1,2,60,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,504.774814907705,0.505,1
6,"self-matching",1,3,1,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,546.559592064114,0.547,1
6,"self-matching",1,3,2,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,781.117893796363,0.781,1
6,"self-matching",1,3,3,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,967.239902448455,0.967,1
6,"self-matching",1,3,4,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,738.007703388121,0.738,1
6,"self-matching",1,3,5,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,635.919792659934,0.636,1
6,"self-matching",1,3,6,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,394.036250936097,0.394,1
6,"self-matching",1,3,7,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,298.06437831212,0.298,1
6,"self-matching",1,3,8,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,2,891.332148312813,0.891,0
6,"self-matching",1,3,9,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,1,616.590673322207,0.617,0
6,"self-matching",1,3,10,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,489.336814274338,0.489,1
6,"self-matching",1,3,11,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,527.36419125722,0.527,1
6,"self-matching",1,3,12,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,649.889002383588,0.65,1
6,"self-matching",1,3,13,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,775.990105063556,0.776,1
6,"self-matching",1,3,14,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,1,264.550831840097,0.265,0
6,"self-matching",1,3,15,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,781.935297369273,0.782,1
6,"self-matching",1,3,16,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,2,584.605683604423,0.585,0
6,"self-matching",1,3,17,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,1489.92270066083,1.49,3
6,"self-matching",1,3,18,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,1,456.004074575048,0.456,0
6,"self-matching",1,3,19,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,2,830.789045819529,0.831,1
6,"self-matching",1,3,20,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,534.6139693238,0.535,1
6,"self-matching",1,3,21,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,473.930507649584,0.474,1
6,"self-matching",1,3,22,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,2,622.57601137162,0.623,1
6,"self-matching",1,3,23,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,741.938062294139,0.742,1
6,"self-matching",1,3,24,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,2,520.028990291848,0.52,0
6,"self-matching",1,3,25,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,421.228804715611,0.421,1
6,"self-matching",1,3,26,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,2,684.720114067204,0.685,1
6,"self-matching",1,3,27,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,1,706.063161262136,0.706,0
6,"self-matching",1,3,28,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,678.065277818405,0.678,1
6,"self-matching",1,3,29,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,1042.88957680001,1.043,3
6,"self-matching",1,3,30,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,561.954730324487,0.562,1
6,"self-matching",1,3,31,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,915.922473067894,0.916,1
6,"self-matching",1,3,32,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,535.885955532649,0.536,1
6,"self-matching",1,3,33,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,611.231669250628,0.611,1
6,"self-matching",1,3,34,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,490.665547851222,0.491,1
6,"self-matching",1,3,35,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,494.611904685371,0.495,1
6,"self-matching",1,3,36,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,555.3690171987,0.555,1
6,"self-matching",1,3,37,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,622.718785333745,0.623,1
6,"self-matching",1,3,38,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,518.608495014178,0.519,1
6,"self-matching",1,3,39,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,2,625.957309311161,0.626,1
6,"self-matching",1,3,40,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,641.88309582778,0.642,1
6,"self-matching",1,3,41,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,503.880138323893,0.504,1
6,"self-matching",1,3,42,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,516.560458367167,0.517,1
6,"self-matching",1,3,43,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,1,623.90625418675,0.624,0
6,"self-matching",1,3,44,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,789.800542896501,0.79,1
6,"self-matching",1,3,45,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,709.225317771143,0.709,1
6,"self-matching",1,3,46,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,2,480.637563551227,0.481,0
6,"self-matching",1,3,47,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,605.821652917257,0.606,1
6,"self-matching",1,3,48,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,799.41831617225,0.799,1
6,"self-matching",1,3,49,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,591.952656630383,0.592,1
6,"self-matching",1,3,50,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,1,743.310261939769,0.743,0
6,"self-matching",1,3,51,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,2,728.526063425761,0.729,1
6,"self-matching",1,3,52,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,2,740.008048097934,0.74,1
6,"self-matching",1,3,53,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,662.625767946793,0.663,1
6,"self-matching",1,3,54,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,468.623723230394,0.469,1
6,"self-matching",1,3,55,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,856.647432763566,0.857,1
6,"self-matching",1,3,56,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,2,964.526593470055,0.965,1
6,"self-matching",1,3,57,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,677.879641482832,0.678,1
6,"self-matching",1,3,58,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,589.24357351998,0.589,1
6,"self-matching",1,3,59,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,637.994693752262,0.638,1
6,"self-matching",1,3,60,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,725.212379370987,0.725,1
6,"self-matching",1,4,1,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,982.651340483699,0.983,1
6,"self-matching",1,4,2,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,399.953371405445,0.4,1
6,"self-matching",1,4,3,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,502.663390243924,0.503,1
6,"self-matching",1,4,4,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,2,595.238268848334,0.595,1
6,"self-matching",1,4,5,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,476.579523067812,0.477,1
6,"self-matching",1,4,6,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,385.259425353979,0.385,1
6,"self-matching",1,4,7,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,553.890869010047,0.554,1
6,"self-matching",1,4,8,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,521.935158519227,0.522,1
6,"self-matching",1,4,9,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,1261.2154147514,1.261,3
6,"self-matching",1,4,10,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,1179.42072491678,1.179,3
6,"self-matching",1,4,11,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,1100.67650794144,1.101,3
6,"self-matching",1,4,12,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,538.025150185149,0.538,1
6,"self-matching",1,4,13,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,547.977370712488,0.548,1
6,"self-matching",1,4,14,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,2,396.717564058235,0.397,1
6,"self-matching",1,4,15,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,2,437.310042798345,0.437,1
6,"self-matching",1,4,16,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,468.610140083911,0.469,1
6,"self-matching",1,4,17,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,569.880647239643,0.57,1
6,"self-matching",1,4,18,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,2,395.366493751681,0.395,1
6,"self-matching",1,4,19,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,779.350877358866,0.779,1
6,"self-matching",1,4,20,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,2,316.65578187085,0.317,1
6,"self-matching",1,4,21,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,2,633.404797621097,0.633,1
6,"self-matching",1,4,22,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,543.898200890453,0.544,1
6,"self-matching",1,4,23,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,473.913906026155,0.474,1
6,"self-matching",1,4,24,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,446.730709525582,0.447,1
6,"self-matching",1,4,25,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,916.55635323832,0.917,1
6,"self-matching",1,4,26,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,600.002331102587,0.6,1
6,"self-matching",1,4,27,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,470.700435408617,0.471,1
6,"self-matching",1,4,28,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,603.238138450251,0.603,1
6,"self-matching",1,4,29,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,466.628208083421,0.467,1
6,"self-matching",1,4,30,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,512.688356067429,0.513,1
6,"self-matching",1,4,31,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,2,795.30684864585,0.795,1
6,"self-matching",1,4,32,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,2,529.898504549237,0.53,1
6,"self-matching",1,4,33,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,1,666.655736593839,0.667,0
6,"self-matching",1,4,34,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,791.932493204058,0.792,1
6,"self-matching",1,4,35,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,415.958543867873,0.416,1
6,"self-matching",1,4,36,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,967.989993983338,0.968,1
6,"self-matching",1,4,37,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,521.850943010577,0.522,1
6,"self-matching",1,4,38,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,524.665974664003,0.525,1
6,"self-matching",1,4,39,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,2,432.089888668543,0.432,0
6,"self-matching",1,4,40,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,544.559549201949,0.545,1
6,"self-matching",1,4,41,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,1330.63827289288,1.331,3
6,"self-matching",1,4,42,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",0,2,518.55597351414,0.519,1
6,"self-matching",1,4,43,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,906.591455107446,0.907,1
6,"self-matching",1,4,44,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,502.673049370514,0.503,1
6,"self-matching",1,4,45,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,305.902155698732,0.306,1
6,"self-matching",1,4,46,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,419.900976682129,0.42,1
6,"self-matching",1,4,47,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,1,442.672669042167,0.443,0
6,"self-matching",1,4,48,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",0,2,576.104143124667,0.576,1
6,"self-matching",1,4,49,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,536.681022375433,0.537,1
6,"self-matching",1,4,50,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",0,2,635.387333316885,0.635,1
6,"self-matching",1,4,51,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,841.260444391537,0.841,1
6,"self-matching",1,4,52,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,424.536451816039,0.425,1
6,"self-matching",1,4,53,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",0,2,470.041200031119,0.47,1
6,"self-matching",1,4,54,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",0,2,467.980183933378,0.468,1
6,"self-matching",1,4,55,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,1,697.317727840527,0.697,1
6,"self-matching",1,4,56,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",0,1,443.887606036242,0.444,0
6,"self-matching",1,4,57,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",0,1,400.843520274066,0.401,1
6,"self-matching",1,4,58,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",0,2,648.157302126947,0.648,0
6,"self-matching",1,4,59,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,678.668369524075,0.679,1
6,"self-matching",1,4,60,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",0,1,514.016184101365,0.514,1
6,"self-matching",1,1,1,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,593.272599563534,0.593,1
6,"self-matching",1,1,2,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,674.548413201592,0.675,1
6,"self-matching",1,1,3,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,600.150199416021,0.6,1
6,"self-matching",1,1,4,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,577.954130619219,0.578,1
6,"self-matching",1,1,5,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,572.582750792208,0.573,1
6,"self-matching",1,1,6,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,733.329630667868,0.733,1
6,"self-matching",1,1,7,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,697.298976223465,0.697,1
6,"self-matching",1,1,8,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,590.002985273713,0.59,1
6,"self-matching",1,1,9,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,471.390724039338,0.471,1
6,"self-matching",1,1,10,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,315.34029253271,0.315,1
6,"self-matching",1,1,11,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,446.546847216268,0.447,1
6,"self-matching",1,1,12,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,669.33942743708,0.669,1
6,"self-matching",1,1,13,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,482.580218290423,0.483,1
6,"self-matching",1,1,14,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,680.08279078731,0.68,1
6,"self-matching",1,1,15,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,2,637.300708828661,0.637,0
6,"self-matching",1,1,16,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,987.864816903311,0.988,1
6,"self-matching",1,1,17,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,1,678.008191543086,0.678,0
6,"self-matching",1,1,18,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,643.257371346408,0.643,1
6,"self-matching",1,1,19,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,593.92247766209,0.594,1
6,"self-matching",1,1,20,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,786.70777429852,0.787,1
6,"self-matching",1,1,21,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,499.430262465467,0.499,1
6,"self-matching",1,1,22,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,543.986605206555,0.544,1
6,"self-matching",1,1,23,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,721.98227006902,0.722,1
6,"self-matching",1,1,24,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,526.741140543891,0.527,1
6,"self-matching",1,1,25,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,561.194338906716,0.561,1
6,"self-matching",1,1,26,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,2,413.260592062215,0.413,0
6,"self-matching",1,1,27,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,517.400765304956,0.517,1
6,"self-matching",1,1,28,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,889.203783117409,0.889,1
6,"self-matching",1,1,29,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,1079.91055648927,1.08,3
6,"self-matching",1,1,30,"Nonmatching",2,"Friend","Friend","Close",3,"Stranger","Stranger","Stranger",16,2,644.708353243004,0.645,1
6,"self-matching",1,1,31,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,404.599977843645,0.405,1
6,"self-matching",1,1,32,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,539.260877610104,0.539,1
6,"self-matching",1,1,33,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,566.702153894767,0.567,1
6,"self-matching",1,1,34,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,1105.99261257903,1.106,3
6,"self-matching",1,1,35,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,534.731049171569,0.535,1
6,"self-matching",1,1,36,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,611.352069422537,0.611,1
6,"self-matching",1,1,37,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,2,435.279476258074,0.435,0
6,"self-matching",1,1,38,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,587.26643402315,0.587,1
6,"self-matching",1,1,39,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,435.899169587174,0.436,1
6,"self-matching",1,1,40,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,569.97720144318,0.57,1
6,"self-matching",1,1,41,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,595.422358885116,0.595,1
6,"self-matching",1,1,42,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,2,579.27048844067,0.579,0
6,"self-matching",1,1,43,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,493.236649502251,0.493,1
6,"self-matching",1,1,44,"Nonmatching",1,"Self","Self","Self",3,"Stranger","Stranger","Stranger",16,2,538.583833217672,0.539,1
6,"self-matching",1,1,45,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,525.896570678015,0.526,1
6,"self-matching",1,1,46,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,409.987959294995,0.41,1
6,"self-matching",1,1,47,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,464.582549157967,0.465,1
6,"self-matching",1,1,48,"Nonmatching",1,"Self","Self","Self",2,"Friend","Friend","Close",4,2,341.36801603654,0.341,1
6,"self-matching",1,1,49,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,2,408.704201026012,0.409,0
6,"self-matching",1,1,50,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,2,616.85565854259,0.617,0
6,"self-matching",1,1,51,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,456.734508949921,0.457,1
6,"self-matching",1,1,52,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,422.761550277755,0.423,1
6,"self-matching",1,1,53,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,2,524.666843146406,0.525,0
6,"self-matching",1,1,54,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,503.259502391302,0.503,1
6,"self-matching",1,1,55,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,2,675.995772925489,0.676,0
6,"self-matching",1,1,56,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,352.748579882245,0.353,1
6,"self-matching",1,1,57,"Matching",2,"Friend","Friend","Close",2,"Friend","Friend","Close",4,1,466.666807528782,0.467,1
6,"self-matching",1,1,58,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,791.946039290451,0.792,1
6,"self-matching",1,1,59,"Matching",1,"Self","Self","Self",1,"Self","Self","Self",1,1,617.312655960632,0.617,1
6,"self-matching",1,1,60,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,2,544.621390920838,0.545,0
6,"self-matching",1,2,1,"Nonmatching",2,"Friend","Friend","Close",1,"Self","Self","Self",1,2,637.24577254743,0.637,1
6,"self-matching",1,2,2,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,430.05207778333,0.43,1
6,"self-matching",1,2,3,"Nonmatching",3,"Stranger","Stranger","Stranger",1,"Self","Self","Self",1,2,342.053814011706,0.342,1
6,"self-matching",1,2,4,"Matching",3,"Stranger","Stranger","Stranger",3,"Stranger","Stranger","Stranger",16,1,512.661152713918,0.513,1
6,"self-matching",1,2,5,"Nonmatching",3,"Stranger","Stranger","Stranger",2,"Friend","Friend","Close",4,2,629.205757200907,0.629,1
