"Subject","Shape","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","Response","RT_ms","RT_sec","ACC"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1448","1.448","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","772","0.772","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1255","1.255","0"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","997","0.997","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","missed","NA","NA","NA"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","821","0.821","0"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","839","0.839","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1223","1.223","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","939","0.939","0"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","649","0.649","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1138","1.138","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1105","1.105","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1216","1.216","0"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1360","1.36","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","848","0.848","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","988","0.988","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","805","0.805","0"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1095","1.095","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","672","0.672","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","690","0.69","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1130","1.13","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","704","0.704","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","787","0.787","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1038","1.038","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","893","0.893","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","783","0.783","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","604","0.604","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1358","1.358","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","737","0.737","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","853","0.853","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1364","1.364","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","843","0.843","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","755","0.755","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","923","0.923","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","824","0.824","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","906","0.906","0"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","774","0.774","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","1082","1.082","0"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","957","0.957","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","845","0.845","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1173","1.173","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","770","0.77","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","731","0.731","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1148","1.148","0"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1171","1.171","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1491","1.491","0"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","missed","NA","NA","NA"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1088","1.088","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1052","1.052","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","916","0.916","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1082","1.082","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","898","0.898","0"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","980","0.98","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","933","0.933","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","706","0.706","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","877","0.877","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1207","1.207","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","825","0.825","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","723","0.723","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","838","0.838","0"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","707","0.707","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1291","1.291","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1156","1.156","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","889","0.889","0"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","791","0.791","0"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","951","0.951","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","967","0.967","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1208","1.208","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1172","1.172","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","920","0.92","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","911","0.911","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1171","1.171","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1004","1.004","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","772","0.772","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1475","1.475","0"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1122","1.122","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","935","0.935","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","890","0.89","0"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1143","1.143","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1039","1.039","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","740","0.74","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1093","1.093","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","682","0.682","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1403","1.403","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1271","1.271","0"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","706","0.706","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1122","1.122","0"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1508","1.508","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","783","0.783","0"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","773","0.773","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1118","1.118","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","963","0.963","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","830","0.83","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","905","0.905","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","814","0.814","0"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1015","1.015","0"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","826","0.826","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1373","1.373","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","848","0.848","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","792","0.792","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","1021","1.021","0"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","855","0.855","0"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1078","1.078","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1013","1.013","0"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1010","1.01","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1017","1.017","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1222","1.222","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","911","0.911","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1119","1.119","0"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","946","0.946","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","996","0.996","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","839","0.839","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1251","1.251","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1270","1.27","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1346","1.346","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","785","0.785","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1008","1.008","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","830","0.83","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1384","1.384","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1129","1.129","0"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","705","0.705","0"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1230","1.23","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1147","1.147","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","missed","NA","NA","NA"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","931","0.931","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1025","1.025","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","760","0.76","0"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1416","1.416","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1239","1.239","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","772","0.772","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1012","1.012","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","715","0.715","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1048","1.048","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","860","0.86","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","989","0.989","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","985","0.985","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","916","0.916","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1104","1.104","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","781","0.781","0"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1016","1.016","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","788","0.788","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1110","1.11","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","738","0.738","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","891","0.891","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","missed","NA","NA","NA"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","725","0.725","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1150","1.15","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1344","1.344","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","753","0.753","0"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","872","0.872","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","755","0.755","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1237","1.237","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","679","0.679","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1027","1.027","0"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","606","0.606","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1071","1.071","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1173","1.173","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","995","0.995","0"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","978","0.978","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","895","0.895","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","889","0.889","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","807","0.807","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","739","0.739","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","832","0.832","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","622","0.622","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","800","0.8","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","958","0.958","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","682","0.682","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","991","0.991","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","833","0.833","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","865","0.865","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1059","1.059","1"
"DL97","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","863","0.863","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1006","1.006","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1365","1.365","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","839","0.839","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","928","0.928","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","883","0.883","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","657","0.657","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","978","0.978","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1055","1.055","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","933","0.933","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","905","0.905","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","827","0.827","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","688","0.688","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","956","0.956","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","783","0.783","1"
"DL97","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1227","1.227","0"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1012","1.012","1"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","1148","1.148","0"
"DL97","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","552","0.552","1"
"DL97","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","720","0.72","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1244.21","1.24421","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","909.98","0.90998","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","missed","NA","NA","NA"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1045.78","1.04578","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","1476.82","1.47682","0"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1184.215","1.184215","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","1010.455","1.010455","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","766.05","0.76605","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","980.34","0.98034","0"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1042.795","1.042795","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","756.69","0.75669","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","840.14","0.84014","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","740.81","0.74081","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1079.26","1.07926","0"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","missed","NA","NA","NA"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","743.65","0.74365","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1195.98","1.19598","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","909.64","0.90964","0"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","883.74","0.88374","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","730.27","0.73027","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","710.46","0.71046","0"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","858.81","0.85881","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1126.09","1.12609","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","729.24","0.72924","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","924.96","0.92496","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1129.225","1.129225","0"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","829.595","0.829595","0"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","832.155","0.832155","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1109.005","1.109005","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1195.42","1.19542","0"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1233.12","1.23312","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1282.55","1.28255","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1463.245","1.463245","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","593.95","0.59395","0"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","142.275","0.142275","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1195.4","1.1954","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1092.99","1.09299","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","779.84","0.77984","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","660.055","0.660055","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","911.99","0.91199","0"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","927.705","0.927705","0"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","967.06","0.96706","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1039.83","1.03983","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","missed","NA","NA","NA"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","918.205","0.918205","0"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","810.99","0.81099","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","598.39","0.59839","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","660.24","0.66024","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","910.19","0.91019","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","914.255","0.914255","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1391.99","1.39199","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","848.665","0.848665","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","960.115","0.960115","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","746.3","0.7463","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1194.655","1.194655","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","928.075","0.928075","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1292.66","1.29266","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","725.205","0.725205","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1033.555","1.033555","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1202.625","1.202625","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","826.69","0.82669","0"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1043.62","1.04362","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","910.13","0.91013","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","832.02","0.83202","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1435.04","1.43504","0"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","910.96","0.91096","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","758.185","0.758185","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","780.04","0.78004","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1093.775","1.093775","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","978.195","0.978195","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","811.465","0.811465","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","675.925","0.675925","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","660.895","0.660895","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1160.965","1.160965","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","699.595","0.699595","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","810.605","0.810605","1"
