"Subject","Shape","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","Response","RT_ms","RT_sec","ACC"
"A.A. 31/03/1998","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","745.745","0.745745","1"
"A.A. 31/03/1998","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1101.32","1.10132","1"
"A.A. 31/03/1998","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","934.975","0.934975","0"
"A.A. 31/03/1998","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","719.115","0.719115","1"
"A.A. 31/03/1998","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","743.7","0.7437","1"
"A.A. 31/03/1998","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1330.73","1.33073","1"
"A.A. 31/03/1998","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","829","0.829","1"
"A.A. 31/03/1998","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","841.925","0.841925","1"
"A.A. 31/03/1998","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","611.27","0.61127","1"
"A.A. 31/03/1998","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","516.775","0.516775","1"
"A.A. 31/03/1998","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","861.68","0.86168","1"
"A.A. 31/03/1998","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","777.12","0.77712","1"
"A.A. 31/03/1998","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","810.185","0.810185","1"
"A.A. 31/03/1998","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","961.705","0.961705","1"
"A.A. 31/03/1998","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","698.16","0.69816","1"
"A.A. 31/03/1998","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1031.665","1.031665","0"
"A.A. 31/03/1998","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","872.99","0.87299","1"
"A.A. 31/03/1998","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","919.32","0.91932","0"
"A.A. 31/03/1998","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1195.09","1.19509","1"
"A.A. 31/03/1998","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1170.04","1.17004","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","844.35","0.84435","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","772.87","0.77287","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","711.61","0.71161","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","776.125","0.776125","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","707.315","0.707315","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","710.695","0.710695","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","675.465","0.675465","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","610.705","0.610705","0"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","712.06","0.71206","0"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","876.385","0.876385","0"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","1027.74","1.02774","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","989.43","0.98943","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","840.32","0.84032","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","1208.865","1.208865","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","840.765","0.840765","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","844.745","0.844745","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","956.8","0.9568","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","824.67","0.82467","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","726.1","0.7261","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","982.53","0.98253","0"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1141.335","1.141335","0"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1512.57","1.51257","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","646.72","0.64672","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","980.145","0.980145","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","1006.995","1.006995","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","578.065","0.578065","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","738.575","0.738575","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","708.27","0.70827","0"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","594.995","0.594995","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","666.235","0.666235","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","991.6","0.9916","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","761.27","0.76127","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","1026.285","1.026285","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","876.16","0.87616","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","705.555","0.705555","0"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","639.57","0.63957","0"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","1028.77","1.02877","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","732.15","0.73215","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1155.45","1.15545","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","742.455","0.742455","0"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","1078.185","1.078185","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","772.98","0.77298","0"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","missed","NA","NA","NA"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","826.515","0.826515","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","690.14","0.69014","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","773.125","0.773125","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","572.925","0.572925","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","665.99","0.66599","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","742.745","0.742745","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","673.125","0.673125","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","893.055","0.893055","0"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","556.88","0.55688","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","973.275","0.973275","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","694.535","0.694535","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","996.32","0.99632","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","655.94","0.65594","0"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","778.53","0.77853","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","707.47","0.70747","0"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","992.39","0.99239","0"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","840.83","0.84083","0"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1171.65","1.17165","0"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","missed","NA","NA","NA"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","890.05","0.89005","0"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","661.915","0.661915","0"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","941.16","0.94116","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","844.555","0.844555","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","604.89","0.60489","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","858.41","0.85841","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","642.48","0.64248","0"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1075.04","1.07504","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","611.13","0.61113","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","761.025","0.761025","0"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","664.23","0.66423","0"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","764.27","0.76427","0"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","1257.975","1.257975","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","707.575","0.707575","0"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","974.495","0.974495","0"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","994.54","0.99454","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","865.37","0.86537","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","728.495","0.728495","0"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","961.475","0.961475","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","559.98","0.55998","1"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","1142.055","1.142055","1"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","605.555","0.605555","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","639.57","0.63957","0"
"AB99_1","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","866.58","0.86658","0"
"AB99_1","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","958.84","0.95884","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","760.215","0.760215","0"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","832.215","0.832215","1"
"AB99_1","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","823.2","0.8232","1"
"AB99_1","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","l","791.66","0.79166","1"
