Shape,Colour,ShapeColour,textColour,ShapeLoc,Condition,Label,.thisRepN,.thisTrialN,.thisN,.thisIndex,resp,Exclude,rt,corr,nCorr,trialinBlock,BlankFrames,Block,4. Handedness,3. Age,2. Gender (M/F),6. Stimuli Type(Self = Positive/Self = Negative),1. Participant Number,5. First Lanugage
Self,Strong,SelfStrong,white,Bottom,Match,Self,4,29,157,2,k,0,0.866668877,1,154,158,63,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,4,30,158,27,k,0,0.666960782,1,155,159,68,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,4,31,159,12,l,0,0.833534082,1,156,160,55,4,R,21,F,Self = Negative,48,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,5,0,160,1,k,1,1.583512073,1,157,161,76,4,R,21,F,Self = Negative,48,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,5,1,161,0,k,0,0.583448907,1,158,162,60,4,R,21,F,Self = Negative,48,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,5,2,162,2,k,0,0.516827957,1,159,163,77,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,5,3,163,27,k,0,0.666777602,1,160,164,68,4,R,21,F,Self = Negative,48,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,5,4,164,4,l,0,0.683498374,1,161,165,70,4,R,21,F,Self = Negative,48,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,5,5,165,16,k,0,0.93347893,1,162,166,48,4,R,21,F,Self = Negative,48,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,5,6,166,23,l,0,0.766914711,1,163,167,77,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,5,7,167,13,l,0,0.766579143,1,164,168,73,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,5,8,168,8,k,0,0.866871403,1,165,169,69,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,5,9,169,13,l,0,0.766848782,1,166,170,64,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,5,10,170,13,l,0,0.766788774,1,167,171,49,4,R,21,F,Self = Negative,48,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,5,11,171,7,l,0,1.266874245,1,168,172,76,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,5,12,172,31,l,0,0.883426365,1,169,173,66,4,R,21,F,Self = Negative,48,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,5,13,173,1,k,0,0.666885773,1,170,174,56,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,5,14,174,11,k,0,0.966793354,1,171,175,52,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,5,15,175,13,l,0,0.750124456,1,172,176,63,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,5,16,176,11,k,0,0.600105724,1,173,177,57,4,R,21,F,Self = Negative,48,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,5,17,177,20,l,0,1.233439807,1,174,178,55,4,R,21,F,Self = Negative,48,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,5,18,178,5,l,0,0.616817021,1,175,179,62,4,R,21,F,Self = Negative,48,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,5,19,179,16,k,0,0.583475752,1,176,180,56,4,R,21,F,Self = Negative,48,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,5,20,180,20,l,0,0.750186043,1,177,181,57,4,R,21,F,Self = Negative,48,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,5,21,181,20,l,0,0.650159079,1,178,182,77,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,5,22,182,25,k,0,0.833503289,1,179,183,64,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,5,23,183,15,l,0,1.050115732,1,180,184,76,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,5,24,184,26,k,0,1.200128542,1,181,185,75,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,5,25,185,30,l,0,1.15011506,1,182,186,58,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,5,26,186,8,k,0,0.800139517,1,183,187,71,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,5,27,187,28,l,0,0.633490814,1,184,188,76,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,5,28,188,11,k,0,1.216784964,1,185,189,74,4,R,21,F,Self = Negative,48,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,5,29,189,22,l,0,0.633484102,1,186,190,65,4,R,21,F,Self = Negative,48,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,5,30,190,13,l,0,0.966720713,1,187,191,62,4,R,21,F,Self = Negative,48,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,5,31,191,19,k,0,0.683417048,1,188,192,52,4,R,21,F,Self = Negative,48,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,0,0,0,7,k,0,0.900133319,1,1,1,69,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,0,1,1,28,k,0,0.550137247,1,2,2,75,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,0,2,2,29,l,0,0.950114034,0,2,3,51,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,0,3,3,20,k,0,0.700313894,1,3,4,57,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,0,4,4,5,l,0,0.666794972,0,3,5,49,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,0,5,5,1,k,0,0.683478634,0,3,6,70,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,0,6,6,12,k,0,0.600104934,1,4,7,62,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,0,7,7,26,l,0,0.983479384,1,5,8,68,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,0,8,8,2,k,0,0.783894463,0,5,9,59,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,0,9,9,4,k,0,0.583514441,1,6,10,64,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,0,10,10,16,l,0,0.949986123,1,7,11,57,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,0,11,11,25,k,0,0.616808336,0,7,12,54,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,0,12,12,30,k,0,0.866811395,1,8,13,68,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,0,13,13,9,l,0,0.733490932,1,9,14,64,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,0,14,14,24,l,0,1.26680042,1,10,15,73,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,0,15,15,27,l,0,1.200119857,1,11,16,60,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,0,16,16,25,l,0,0.666937885,1,12,17,50,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,0,17,17,9,l,0,0.516834668,1,13,18,54,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,0,18,18,9,l,0,0.41672243,1,14,19,64,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,0,19,19,4,k,0,0.600127832,1,15,20,75,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,0,20,20,15,l,0,0.733570679,0,15,21,59,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,0,21,21,0,k,0,0.833414462,0,15,22,76,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,0,22,22,12,k,0,0.566807882,1,16,23,71,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,0,23,23,20,k,0,0.950197729,1,17,24,61,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,0,24,24,27,l,0,0.950041788,1,18,25,61,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,0,25,25,11,l,0,0.933878454,1,19,26,74,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,0,26,26,2,l,0,1.216855236,1,20,27,54,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,0,27,27,3,l,0,0.71709349,1,21,28,62,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,0,28,28,6,k,0,0.883413337,1,22,29,57,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,0,29,29,24,l,0,0.766960506,1,23,30,56,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,0,30,30,19,l,1,1.599932807,1,24,31,72,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,0,31,31,30,k,1,1.633364877,1,25,32,60,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,1,0,32,16,None,1,,3,25,33,58,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,1,1,33,5,k,0,1.000109356,1,26,34,57,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,1,2,34,31,None,1,,3,26,35,74,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,1,3,35,13,k,0,1.433398591,1,27,36,73,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,1,4,36,10,l,0,1.349891059,1,28,37,62,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,1,5,37,21,k,0,1.016775253,1,29,38,49,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,1,6,38,5,k,0,0.700122818,1,30,39,54,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,1,7,39,22,k,0,0.733505539,1,31,40,51,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,1,8,40,31,k,0,0.950049684,1,32,41,74,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,1,9,41,6,k,0,0.866721779,1,33,42,74,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,1,10,42,4,k,0,0.566824463,1,34,43,54,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Top,Mismatch,Self,1,11,43,29,k,0,0.783526522,1,35,44,57,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,1,12,44,15,k,0,0.533506092,1,36,45,68,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,1,13,45,12,k,0,0.716735813,1,37,46,60,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,1,14,46,14,k,0,0.583532207,1,38,47,61,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,1,15,47,15,k,0,0.616811099,1,39,48,55,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,1,16,48,21,k,0,0.733662269,1,40,49,76,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,1,17,49,15,k,0,0.650123943,1,41,50,69,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,1,18,50,14,k,0,0.450234246,1,42,51,67,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,1,19,51,19,k,0,0.416908374,0,42,52,71,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,1,20,52,13,k,0,0.666765363,1,43,53,72,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,1,21,53,17,l,0,1.083365804,1,44,54,66,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Top,Match,Stranger,1,22,54,9,k,0,0.650066304,0,44,55,56,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,1,23,55,1,l,0,1.316869567,1,45,56,67,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,1,24,56,27,k,0,0.966836385,0,45,57,49,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,1,25,57,15,k,0,0.516837037,1,46,58,70,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,1,26,58,21,k,0,0.833474469,1,47,59,66,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,1,27,59,22,k,0,0.650122364,1,48,60,71,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,1,28,60,8,l,0,0.933510908,1,49,61,71,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,1,29,61,2,k,0,0.516837037,0,49,62,76,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Bottom,Match,Self,1,30,62,18,l,1,1.550038946,1,50,63,66,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,1,31,63,13,k,0,0.883483214,1,51,64,54,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,2,0,64,6,l,0,0.583474173,0,51,65,77,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,2,1,65,26,l,0,1.033437991,1,52,66,76,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,2,2,66,11,l,0,0.900190168,1,53,67,60,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,2,3,67,1,k,0,0.783473226,0,53,68,63,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,2,4,68,23,k,0,0.983439511,1,54,69,75,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,2,5,69,2,l,0,1.183415666,1,55,70,73,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,2,6,70,11,l,0,1.133424687,1,56,71,76,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,2,7,71,24,l,0,0.766939977,1,57,72,55,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,2,8,72,23,k,0,0.683455737,1,58,73,66,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,2,9,73,7,k,0,0.850128128,1,59,74,72,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,2,10,74,16,l,0,0.7668247,1,60,75,73,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,2,11,75,17,l,0,1.033437202,1,61,76,50,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,2,12,76,4,k,0,0.566698526,1,62,77,75,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,2,13,77,26,l,0,0.966948899,1,63,78,74,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,2,14,78,21,k,0,0.667092641,1,64,79,53,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,2,15,79,3,l,0,0.716812797,1,65,80,49,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Bottom,Mismatch,Stranger,2,16,80,23,l,0,0.633511342,0,65,81,76,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,2,17,81,2,l,0,1.116760369,1,66,82,62,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,2,18,82,0,l,0,0.716814376,1,67,83,68,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,2,19,83,19,l,0,0.533473719,1,68,84,74,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,2,20,84,6,k,0,0.766804171,1,69,85,60,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Top,Mismatch,Stranger,2,21,85,5,k,0,0.633433964,1,70,86,60,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,2,22,86,3,l,0,0.650413321,1,71,87,51,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Bottom,Mismatch,Stranger,2,23,87,6,k,0,0.716759501,1,72,88,68,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,2,24,88,16,l,0,0.666968678,1,73,89,62,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,2,25,89,22,k,1,1.500093762,1,74,90,62,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Bottom,Match,Self,2,26,90,18,l,0,0.58345246,1,75,91,74,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Top,Mismatch,Self,2,27,91,12,k,0,0.950101401,1,76,92,69,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,2,28,92,19,l,0,0.633800326,1,77,93,71,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,2,29,93,4,k,0,0.68346916,1,78,94,61,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,2,30,94,26,l,0,0.633474233,1,79,95,72,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,2,31,95,28,k,0,0.800494035,1,80,96,52,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,3,0,96,16,l,0,1.083426602,1,81,97,59,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,3,1,97,0,l,0,0.666848663,1,82,98,51,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,3,2,98,8,k,0,0.600125463,0,82,99,48,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,3,3,99,1,l,0,0.86683903,1,83,100,71,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Top,Mismatch,Stranger,3,4,100,4,k,0,0.850117863,1,84,101,68,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,3,5,101,20,k,0,0.416775726,1,85,102,62,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,3,6,102,30,k,0,0.900115554,1,86,103,53,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,3,7,103,30,k,0,0.400339595,1,87,104,49,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,3,8,104,31,k,0,0.650569657,1,88,105,56,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,3,9,105,28,k,0,0.41680652,1,89,106,51,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Bottom,Match,Self,3,10,106,19,l,0,0.816812915,1,90,107,77,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,3,11,107,31,k,0,0.766808119,1,91,108,49,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,3,12,108,0,l,0,1.283408678,1,92,109,56,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Mismatch,Self,3,13,109,30,k,0,1.283373148,1,93,110,53,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,3,14,110,10,l,1,1.499733322,1,94,111,52,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,3,15,111,22,k,0,0.716794242,1,95,112,57,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,3,16,112,25,l,1,1.6500288,1,96,113,60,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Bottom,Mismatch,Stranger,3,17,113,22,None,1,,3,96,114,58,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,3,18,114,11,None,1,,3,96,115,70,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,3,19,115,31,l,0,0.900131345,0,96,116,54,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,3,20,116,27,l,0,0.866771522,1,97,117,61,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Bottom,Match,Stranger,3,21,117,11,l,0,0.683466396,1,98,118,75,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,3,22,118,25,l,0,0.633715842,1,99,119,49,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Top,Match,Stranger,3,23,119,25,l,0,0.36684357,1,100,120,72,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,3,24,120,3,k,0,0.51682164,0,100,121,70,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Top,Match,Stranger,3,25,121,8,l,0,1.183433431,1,101,122,72,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,3,26,122,26,l,0,0.783460987,1,102,123,71,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Bottom,Match,Self,3,27,123,2,l,0,0.800145044,1,103,124,49,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Match,Stranger,3,28,124,10,l,0,0.816880424,1,104,125,55,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Bottom,Mismatch,Stranger,3,29,125,7,k,0,0.483618547,1,105,126,52,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Bottom,Match,Self,3,30,126,3,l,0,1.050414585,1,106,127,52,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Top,Match,Stranger,3,31,127,24,l,0,0.866703224,1,107,128,51,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,white,Top,Match,Self,4,0,128,0,l,0,1.000170153,1,108,129,69,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,4,1,129,20,k,0,0.883503348,1,109,130,60,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,4,2,130,13,l,0,0.916726575,0,109,131,59,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Bottom,Mismatch,Self,4,3,131,15,k,0,0.533494643,1,110,132,72,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Top,Mismatch,Self,4,4,132,28,k,0,0.400193129,1,111,133,48,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,white,Bottom,Mismatch,Self,4,5,133,14,k,0,0.500173114,1,112,134,70,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Top,Match,Self,4,6,134,17,l,0,1.183472515,1,113,135,57,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,black,Top,Mismatch,Stranger,4,7,135,21,k,0,1.016680109,1,114,136,52,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Strong,OtherStrong,black,Bottom,Match,Stranger,4,8,136,26,l,0,0.983495571,1,115,137,60,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Bottom,Match,Stranger,4,9,137,27,k,0,1.100069996,0,115,138,59,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Top,Mismatch,Stranger,4,10,138,20,k,0,0.666810369,1,116,139,65,1,R,30,M,Self = Positive,49,Hungarian
Self,Light,SelfLight,white,Top,Match,Self,4,11,139,1,l,0,0.883505717,1,117,140,51,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,black,Bottom,Mismatch,Self,4,12,140,31,l,0,0.533480825,0,117,141,67,1,R,30,M,Self = Positive,49,Hungarian
Stranger,Light,OtherLight,white,Top,Mismatch,Self,4,13,141,13,k,0,0.43353045,1,118,142,50,1,R,30,M,Self = Positive,49,Hungarian
Self,Strong,SelfStrong,black,Top,Match,Self,4,14,142,16,l,0,0.800140307,1,119,143,73,1,R,30,M,Self = Positive,49,Hungarian
