"Subject","Group","Block","Trial","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
"30","OA",3,21,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1499,1.499,1
"30","OA",3,22,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1242,1.242,0
"30","OA",3,23,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1561,1.561,1
"30","OA",3,24,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1413,1.413,1
"30","OA",3,25,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1909,1.909,1
"30","OA",3,26,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1709,1.709,1
"30","OA",3,27,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1023,1.023,1
"30","OA",3,28,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1343,1.343,1
"30","OA",3,29,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1475,1.475,1
"30","OA",3,30,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1589,1.589,1
"30","OA",3,31,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1189,1.189,1
"30","OA",3,32,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1632,1.632,1
"30","OA",3,33,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1619,1.619,1
"30","OA",3,34,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1691,1.691,1
"30","OA",3,35,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1803,1.803,1
"30","OA",3,36,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1243,1.243,1
"30","OA",3,37,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1530,1.53,1
"30","OA",3,38,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1510,1.51,1
"30","OA",3,39,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1500,1.5,1
"30","OA",3,40,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1349,1.349,1
"30","OA",3,41,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1007,1.007,0
"30","OA",3,42,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1778,1.778,1
"30","OA",3,43,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1331,1.331,1
"30","OA",3,44,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1297,1.297,1
"30","OA",3,45,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1038,1.038,0
"30","OA",3,46,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1099,1.099,1
"30","OA",3,47,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1304,1.304,1
"30","OA",3,48,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1245,1.245,1
"30","OA",3,49,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1313,1.313,1
"30","OA",3,50,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1479,1.479,1
"30","OA",3,51,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1204,1.204,1
"30","OA",3,52,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1128,1.128,1
"30","OA",3,53,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1174,1.174,1
"30","OA",3,54,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1548,1.548,1
"30","OA",3,55,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1132,1.132,1
"30","OA",3,56,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1883,1.883,1
"30","OA",3,57,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1667,1.667,1
"30","OA",3,58,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1309,1.309,1
"30","OA",3,59,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1626,1.626,1
"30","OA",3,60,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1607,1.607,1
"30","OA",3,61,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1862,1.862,1
"30","OA",3,62,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1271,1.271,1
"30","OA",3,63,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1429,1.429,1
"30","OA",3,64,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1228,1.228,1
"30","OA",3,65,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1331,1.331,1
"30","OA",3,66,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1524,1.524,1
"30","OA",3,67,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1321,1.321,0
"30","OA",3,68,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1602,1.602,1
"30","OA",3,69,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1617,1.617,1
"30","OA",3,70,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1349,1.349,1
"30","OA",3,71,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1270,1.27,1
"30","OA",3,72,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1288,1.288,1
"30","OA",3,73,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1472,1.472,1
"30","OA",3,74,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1203,1.203,1
"30","OA",3,75,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1149,1.149,1
"30","OA",3,76,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1331,1.331,1
"30","OA",3,77,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1359,1.359,1
"30","OA",3,78,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1561,1.561,1
"30","OA",3,79,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1188,1.188,1
"30","OA",3,80,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1639,1.639,1
"30","OA",3,81,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1313,1.313,1
"30","OA",3,82,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1152,1.152,1
"30","OA",3,83,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1601,1.601,1
"30","OA",3,84,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1090,1.09,1
"30","OA",3,85,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1115,1.115,1
"30","OA",3,86,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1414,1.414,1
"30","OA",3,87,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1947,1.947,1
"30","OA",3,88,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1166,1.166,1
"30","OA",3,89,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1066,1.066,1
"30","OA",4,1,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",2626,2.626,1
"30","OA",4,2,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1402,1.402,1
"30","OA",4,3,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1130,1.13,1
"30","OA",4,4,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1423,1.423,1
"30","OA",4,5,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1172,1.172,1
"30","OA",4,6,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1854,1.854,0
"30","OA",4,7,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1385,1.385,1
"30","OA",4,8,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1103,1.103,1
"30","OA",4,9,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1421,1.421,1
"30","OA",4,10,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1106,1.106,0
"30","OA",4,11,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1463,1.463,1
"30","OA",4,12,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1412,1.412,1
"30","OA",4,13,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1587,1.587,1
"30","OA",4,14,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1231,1.231,1
"30","OA",4,15,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1209,1.209,1
"30","OA",4,16,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1196,1.196,1
"30","OA",4,17,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1273,1.273,1
"30","OA",4,18,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1062,1.062,1
"30","OA",4,19,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",2244,2.244,1
"30","OA",4,20,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1233,1.233,1
"30","OA",4,21,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1182,1.182,1
"30","OA",4,22,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1406,1.406,1
"30","OA",4,23,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1232,1.232,1
"30","OA",4,24,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1069,1.069,1
"30","OA",4,25,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1225,1.225,1
"30","OA",4,26,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1034,1.034,1
"30","OA",4,27,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1085,1.085,1
"30","OA",4,28,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1635,1.635,1
"30","OA",4,29,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1270,1.27,1
"30","OA",4,30,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1165,1.165,1
"30","OA",4,31,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1136,1.136,1
"30","OA",4,32,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1227,1.227,1
"30","OA",4,33,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1191,1.191,1
"30","OA",4,34,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1153,1.153,1
"30","OA",4,35,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1136,1.136,1
"30","OA",4,36,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1136,1.136,1
"30","OA",4,37,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1247,1.247,1
"30","OA",4,38,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1180,1.18,1
"30","OA",4,39,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",690,0.69,1
"30","OA",4,40,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1023,1.023,1
"30","OA",4,41,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1326,1.326,1
"30","OA",4,42,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1172,1.172,1
"30","OA",4,43,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1443,1.443,1
"30","OA",4,44,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1060,1.06,1
"30","OA",4,45,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1085,1.085,1
"30","OA",4,46,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1657,1.657,1
"30","OA",4,47,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1793,1.793,1
"30","OA",4,48,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1043,1.043,1
"30","OA",4,49,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1462,1.462,1
"30","OA",4,50,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1500,1.5,1
"30","OA",4,51,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1057,1.057,1
"30","OA",4,52,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",775,0.775,1
"30","OA",4,53,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1512,1.512,1
"30","OA",4,54,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1139,1.139,1
"30","OA",4,55,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",992,0.992,1
"30","OA",4,56,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1116,1.116,1
"30","OA",4,57,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1122,1.122,1
"30","OA",4,58,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1285,1.285,1
"30","OA",4,59,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1465,1.465,1
"30","OA",4,60,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1420,1.42,1
"30","OA",4,61,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1019,1.019,1
"30","OA",4,62,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1265,1.265,1
"30","OA",4,63,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1426,1.426,1
"30","OA",4,64,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1280,1.28,1
"30","OA",4,65,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1316,1.316,1
"30","OA",4,66,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1015,1.015,1
"30","OA",4,67,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1098,1.098,1
"30","OA",4,68,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1338,1.338,1
"30","OA",4,69,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1014,1.014,1
"30","OA",4,70,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1137,1.137,1
"30","OA",4,71,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1431,1.431,1
"30","OA",4,72,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1150,1.15,1
"30","OA",4,73,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1668,1.668,1
"30","OA",4,74,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1368,1.368,1
"30","OA",4,75,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1032,1.032,1
"30","OA",4,76,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1069,1.069,1
"30","OA",4,77,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1215,1.215,1
"30","OA",4,78,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1179,1.179,1
"30","OA",4,79,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",923,0.923,1
"30","OA",4,80,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1346,1.346,1
"30","OA",4,81,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1468,1.468,1
"30","OA",4,82,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1413,1.413,1
"30","OA",4,83,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1211,1.211,1
"30","OA",4,84,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1229,1.229,0
"30","OA",4,85,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1403,1.403,1
"30","OA",4,86,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1696,1.696,1
"30","OA",4,87,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1080,1.08,1
"30","OA",4,88,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1207,1.207,1
"30","OA",5,1,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1675,1.675,1
"30","OA",5,2,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1673,1.673,1
"30","OA",5,3,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1549,1.549,1
"30","OA",5,4,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1083,1.083,1
"30","OA",5,5,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1338,1.338,1
"30","OA",5,6,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1493,1.493,1
"30","OA",5,7,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1174,1.174,1
"30","OA",5,8,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1232,1.232,1
"30","OA",5,9,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",955,0.955,1
"30","OA",5,10,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1162,1.162,1
"30","OA",5,11,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1212,1.212,1
"30","OA",5,12,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1527,1.527,1
"30","OA",5,13,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1289,1.289,1
"30","OA",5,14,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1200,1.2,1
"30","OA",5,15,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1307,1.307,1
"30","OA",5,16,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1223,1.223,1
"30","OA",5,17,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",990,0.99,1
"30","OA",5,18,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1102,1.102,1
"30","OA",5,19,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1114,1.114,1
"30","OA",5,20,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1126,1.126,1
"30","OA",5,21,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1482,1.482,1
"30","OA",5,22,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1198,1.198,1
"30","OA",5,23,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1386,1.386,1
"30","OA",5,24,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1104,1.104,1
"30","OA",5,25,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1213,1.213,1
"30","OA",5,26,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1085,1.085,1
"30","OA",5,27,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1208,1.208,1
"30","OA",5,28,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1238,1.238,1
"30","OA",5,29,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",2221,2.221,1
"30","OA",5,30,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1159,1.159,1
"30","OA",5,31,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1036,1.036,1
"30","OA",5,32,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",927,0.927,1
"30","OA",5,33,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1138,1.138,1
"30","OA",5,34,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1351,1.351,1
"30","OA",5,35,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1050,1.05,1
"30","OA",5,36,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",956,0.956,1
"30","OA",5,37,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1276,1.276,1
"30","OA",5,38,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",979,0.979,1
"30","OA",5,39,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1286,1.286,1
"30","OA",5,40,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1217,1.217,1
"30","OA",5,41,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1107,1.107,1
"30","OA",5,42,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1165,1.165,1
"30","OA",5,43,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1096,1.096,1
"30","OA",5,44,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1085,1.085,1
"30","OA",5,45,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1583,1.583,0
"30","OA",5,46,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1693,1.693,1
"30","OA",5,47,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1192,1.192,1
"30","OA",5,48,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1295,1.295,1
"30","OA",5,49,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1340,1.34,1
"30","OA",5,50,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1475,1.475,1
"30","OA",5,51,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1180,1.18,1
"30","OA",5,52,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1360,1.36,1
"30","OA",5,53,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1144,1.144,1
"30","OA",5,54,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",987,0.987,1
"30","OA",5,55,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1227,1.227,1
"30","OA",5,56,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1133,1.133,1
"30","OA",5,57,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1573,1.573,1
"30","OA",5,58,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1044,1.044,1
"30","OA",5,59,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1319,1.319,1
"30","OA",5,60,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1556,1.556,1
"30","OA",5,61,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1267,1.267,1
"30","OA",5,62,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1439,1.439,1
"30","OA",5,63,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1097,1.097,0
"30","OA",5,64,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1325,1.325,1
"30","OA",5,65,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1106,1.106,1
"30","OA",5,66,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1389,1.389,1
"30","OA",5,67,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1139,1.139,1
"30","OA",5,68,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1084,1.084,1
"30","OA",5,69,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1637,1.637,1
"30","OA",5,70,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1860,1.86,1
"30","OA",5,71,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1232,1.232,1
"30","OA",5,72,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1185,1.185,1
"30","OA",5,73,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1338,1.338,1
"30","OA",5,74,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1336,1.336,1
"30","OA",5,75,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1214,1.214,1
"30","OA",5,76,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",988,0.988,1
"30","OA",5,77,"Self","Self","Matching","Self","Self","Self","Self","Self","Self",1223,1.223,1
"30","OA",5,78,"Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",1491,1.491,1
"30","OA",5,79,"Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",1351,1.351,1
"30","OA",5,80,"Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",1826,1.826,1
"30","OA",5,81,"Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1240,1.24,1
"30","OA",5,82,"Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",1149,1.149,1
"30","OA",5,83,"Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",1275,1.275,1
"30","OA",5,84,"Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",1438,1.438,1
"30","OA",5,85,"Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",1898,1.898,1
