"Subject","Group","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",794,0.794,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",441,0.441,1
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",576,0.576,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",746,0.746,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",535,0.535,1
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",680,0.68,1
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",653,0.653,1
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",756,0.756,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",419,0.419,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",491,0.491,1
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",644,0.644,1
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",296,0.296,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",855,0.855,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",615,0.615,0
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",783,0.783,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",845,0.845,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",801,0.801,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",422,0.422,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",482,0.482,1
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",501,0.501,0
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",639,0.639,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",0,0,0
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",367,0.367,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",288,0.288,0
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",664,0.664,1
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",0,0,0
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",842,0.842,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",585,0.585,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",371,0.371,0
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",255,0.255,0
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",942,0.942,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",544,0.544,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",342,0.342,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",0,0,0
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",348,0.348,0
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",703,0.703,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",0,0,0
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",447,0.447,0
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",707,0.707,0
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",520,0.52,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",450,0.45,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",574,0.574,1
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",549,0.549,0
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",311,0.311,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",499,0.499,1
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",331,0.331,0
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",822,0.822,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",800,0.8,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",850,0.85,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",581,0.581,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",631,0.631,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",445,0.445,1
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",0,0,0
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",601,0.601,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",680,0.68,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",420,0.42,1
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",640,0.64,0
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",597,0.597,0
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",639,0.639,0
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",459,0.459,0
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",545,0.545,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",585,0.585,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",754,0.754,0
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",457,0.457,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",453,0.453,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",384,0.384,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",427,0.427,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",712,0.712,1
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",435,0.435,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",504,0.504,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",423,0.423,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",275,0.275,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",586,0.586,1
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",291,0.291,0
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",610,0.61,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",663,0.663,1
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",970,0.97,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",0,0,0
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",596,0.596,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",578,0.578,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",517,0.517,1
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",651,0.651,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",603,0.603,0
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",618,0.618,1
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",544,0.544,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",388,0.388,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",320,0.32,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",489,0.489,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",694,0.694,0
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",651,0.651,1
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",401,0.401,0
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",569,0.569,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",411,0.411,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",491,0.491,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",535,0.535,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",725,0.725,1
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",664,0.664,1
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",0,0,0
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",638,0.638,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",562,0.562,1
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",430,0.43,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",693,0.693,1
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",486,0.486,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",658,0.658,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",582,0.582,0
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",647,0.647,1
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",504,0.504,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",227,0.227,0
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",609,0.609,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",565,0.565,1
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",382,0.382,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",285,0.285,0
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",389,0.389,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",307,0.307,1
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",360,0.36,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",485,0.485,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",370,0.37,0
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",676,0.676,0
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",719,0.719,1
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",753,0.753,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",693,0.693,1
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",791,0.791,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",511,0.511,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",488,0.488,0
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",534,0.534,0
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",630,0.63,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",657,0.657,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",412,0.412,1
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",447,0.447,1
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",573,0.573,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",350,0.35,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",670,0.67,1
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",570,0.57,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",503,0.503,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",532,0.532,0
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",741,0.741,0
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",422,0.422,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",855,0.855,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",328,0.328,0
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",479,0.479,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",547,0.547,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",288,0.288,0
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",675,0.675,0
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",429,0.429,1
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",527,0.527,1
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",648,0.648,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",0,0,0
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",605,0.605,0
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",567,0.567,1
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",461,0.461,1
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",498,0.498,0
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",463,0.463,1
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",705,0.705,1
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",442,0.442,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",723,0.723,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",607,0.607,1
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",458,0.458,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",479,0.479,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",397,0.397,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",452,0.452,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",443,0.443,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",451,0.451,1
17,"2","Friend","Stranger","Matching","Stranger","Stranger","Stranger","Friend","Friend","Close",308,0.308,0
17,"2","Self","Friend","Matching","Friend","Friend","Close","Self","Self","Self",755,0.755,1
17,"2","Friend","Self","Matching","Self","Self","Self","Friend","Friend","Close",622,0.622,1
17,"2","Stranger","Self","Matching","Self","Self","Self","Stranger","Stranger","Stranger",852,0.852,1
17,"2","Self","Stranger","Matching","Stranger","Stranger","Stranger","Self","Self","Self",678,0.678,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",648,0.648,1
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",463,0.463,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",647,0.647,1
17,"2","Friend","Friend","Nonmatching","Friend","Friend","Close","Friend","Friend","Close",614,0.614,1
17,"2","Stranger","Friend","Matching","Friend","Friend","Close","Stranger","Stranger","Stranger",0,0,0
17,"2","Self","Self","Nonmatching","Self","Self","Self","Self","Self","Self",536,0.536,1
17,"2","Stranger","Stranger","Nonmatching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",451,0.451,1
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
18,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",NA,NA,NA
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
18,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",NA,NA,NA
18,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",NA,NA,NA
18,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",NA,NA,NA
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
18,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
18,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",NA,NA,NA
18,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",NA,NA,NA
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",NA,NA,NA
18,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",NA,NA,NA
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
18,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",NA,NA,NA
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
18,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
18,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",NA,NA,NA
18,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",NA,NA,NA
18,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",NA,NA,NA
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
18,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",NA,NA,NA
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
18,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",NA,NA,NA
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",NA,NA,NA
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",NA,NA,NA
18,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",NA,NA,NA
18,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",NA,NA,NA
18,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",NA,NA,NA
18,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",775,0.775,1
18,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",797,0.797,1
18,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",569,0.569,1
18,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",0,0,0
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",0,0,0
18,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",639,0.639,1
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",345,0.345,1
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",0,0,0
18,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",490,0.49,0
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",0,0,0
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",482,0.482,1
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",591,0.591,1
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",528,0.528,1
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",422,0.422,1
18,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",693,0.693,1
18,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",0,0,0
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",649,0.649,0
18,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",649,0.649,1
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",685,0.685,1
18,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",660,0.66,0
18,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",0,0,0
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",617,0.617,1
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",722,0.722,1
18,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",642,0.642,0
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",609,0.609,1
18,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",621,0.621,1
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",648,0.648,1
18,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",561,0.561,1
18,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",917,0.917,0
18,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",868,0.868,1
18,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",0,0,0
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",864,0.864,0
18,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",581,0.581,1
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",499,0.499,0
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",665,0.665,1
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",651,0.651,1
18,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",840,0.84,1
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",503,0.503,1
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",609,0.609,1
18,"2","Self","Stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self",620,0.62,1
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",521,0.521,1
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",596,0.596,1
18,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",620,0.62,1
18,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",901,0.901,0
18,"2","Friend","Self","Nonmatching","Self","Self","Self","Friend","Friend","Close",708,0.708,1
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",703,0.703,1
18,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",761,0.761,1
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",792,0.792,1
18,"2","Self","Friend","Nonmatching","Friend","Friend","Close","Self","Self","Self",700,0.7,1
18,"2","Self","Self","Matching","Self","Self","Self","Self","Self","Self",477,0.477,1
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",785,0.785,1
18,"2","Friend","Stranger","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close",615,0.615,1
18,"2","Friend","Friend","Matching","Friend","Friend","Close","Friend","Friend","Close",794,0.794,1
18,"2","Stranger","Friend","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger",582,0.582,1
18,"2","Stranger","Self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger",845,0.845,1
18,"2","Stranger","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",781,0.781,0
