"Subject","Block","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","650","0.65","0"
"10","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","911","0.911","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","822","0.822","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","430","0.43","0"
"10","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","463","0.463","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","1082","1.082","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","593","0.593","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","754","0.754","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","902","0.902","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","581","0.581","0"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","763","0.763","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","589","0.589","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","440","0.44","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","588","0.588","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","582","0.582","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","960","0.96","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","536","0.536","0"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","405","0.405","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","351","0.351","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","340","0.34","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","312","0.312","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","282","0.282","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","240","0.24","0"
"10","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","486","0.486","0"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","347","0.347","0"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","514","0.514","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","781","0.781","0"
"10","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","655","0.655","0"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","379","0.379","0"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","348","0.348","0"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","213","0.213","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","508","0.508","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","388","0.388","0"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","565","0.565","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","548","0.548","0"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","522","0.522","0"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","862","0.862","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","736","0.736","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","692","0.692","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","730","0.73","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","700","0.7","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","660","0.66","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","515","0.515","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","535","0.535","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","362","0.362","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","666","0.666","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","726","0.726","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","742","0.742","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","592","0.592","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","617","0.617","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","754","0.754","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","660","0.66","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","1051","1.051","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","776","0.776","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","679","0.679","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","653","0.653","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","442","0.442","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","772","0.772","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","989","0.989","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","523","0.523","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","680","0.68","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","677","0.677","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","1155","1.155","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","451","0.451","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","609","0.609","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","518","0.518","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","639","0.639","0"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","888","0.888","0"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","781","0.781","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","720","0.72","0"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","613","0.613","1"
"10","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","436","0.436","0"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","888","0.888","0"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","767","0.767","0"
"10","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","489","0.489","0"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","329","0.329","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","409","0.409","0"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","330","0.33","1"
"10","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","265","0.265","0"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","320","0.32","0"
"10","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","288","0.288","0"
"10","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","449","0.449","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","644","0.644","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","796","0.796","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","596","0.596","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","864","0.864","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","374","0.374","1"
"10","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","546","0.546","0"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","961","0.961","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","854","0.854","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","632","0.632","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","721","0.721","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","956","0.956","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","437","0.437","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","597","0.597","1"
"10","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","619","0.619","1"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","442","0.442","0"
"10","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","635","0.635","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","741","0.741","1"
"10","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","558","0.558","0"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","930","0.93","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","594","0.594","1"
"10","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","521","0.521","1"
