"Subject","Block","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"16","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","431","0.431","1"
"16","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","377","0.377","1"
"16","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","321","0.321","1"
"16","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","556","0.556","1"
"16","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","547","0.547","1"
"16","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","488","0.488","0"
"16","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","385","0.385","1"
"16","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","381","0.381","1"
"16","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","439","0.439","1"
"16","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","430","0.43","1"
"16","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","426","0.426","1"
"16","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","519","0.519","1"
"16","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","519","0.519","1"
"16","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","463","0.463","1"
"16","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","449","0.449","1"
"16","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","440","0.44","0"
"16","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","702","0.702","1"
"16","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","417","0.417","1"
"16","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","588","0.588","1"
"16","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","675","0.675","1"
"16","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","511","0.511","1"
"16","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","403","0.403","1"
"16","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","484","0.484","1"
"16","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","452","0.452","1"
"16","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","566","0.566","0"
"16","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","487","0.487","1"
"16","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","481","0.481","1"
"16","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","476","0.476","0"
"16","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","479","0.479","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","1092","1.092","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","924","0.924","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","801","0.801","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","730","0.73","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","539","0.539","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","696","0.696","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","1104","1.104","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","970","0.97","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","641","0.641","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","758","0.758","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","873","0.873","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","759","0.759","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","708","0.708","0"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","806","0.806","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","562","0.562","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","833","0.833","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","560","0.56","0"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","707","0.707","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","658","0.658","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","671","0.671","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","697","0.697","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","949","0.949","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","863","0.863","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","1002","1.002","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","658","0.658","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","537","0.537","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","733","0.733","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","740","0.74","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","873","0.873","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","546","0.546","0"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","816","0.816","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","794","0.794","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","660","0.66","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","808","0.808","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","624","0.624","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","984","0.984","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","1002","1.002","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","749","0.749","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","599","0.599","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","873","0.873","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","884","0.884","0"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","1030","1.03","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","892","0.892","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","573","0.573","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","574","0.574","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","825","0.825","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","846","0.846","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","883","0.883","0"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","748","0.748","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","931","0.931","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","643","0.643","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","673","0.673","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","518","0.518","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","506","0.506","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","476","0.476","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","804","0.804","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","625","0.625","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","566","0.566","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","456","0.456","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","601","0.601","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","630","0.63","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","486","0.486","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","417","0.417","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","542","0.542","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","574","0.574","0"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","638","0.638","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","421","0.421","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","451","0.451","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","590","0.59","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","654","0.654","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","519","0.519","0"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","636","0.636","0"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","788","0.788","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","569","0.569","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","641","0.641","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","975","0.975","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","938","0.938","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","677","0.677","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","850","0.85","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","788","0.788","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","889","0.889","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","739","0.739","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","495","0.495","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","556","0.556","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","617","0.617","0"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","710","0.71","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","745","0.745","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","604","0.604","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","739","0.739","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","620","0.62","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","523","0.523","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","516","0.516","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","480","0.48","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","740","0.74","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","630","0.63","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","678","0.678","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","476","0.476","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","515","0.515","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","660","0.66","0"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","1098","1.098","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","478","0.478","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","548","0.548","0"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","667","0.667","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","888","0.888","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","542","0.542","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","482","0.482","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","472","0.472","0"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","982","0.982","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","861","0.861","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","582","0.582","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","552","0.552","0"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","778","0.778","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","531","0.531","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","690","0.69","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","900","0.9","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","631","0.631","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","553","0.553","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","583","0.583","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","506","0.506","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","1066","1.066","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","881","0.881","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","827","0.827","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","678","0.678","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","878","0.878","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","956","0.956","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","576","0.576","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","579","0.579","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","787","0.787","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","603","0.603","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","813","0.813","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","581","0.581","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","765","0.765","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","770","0.77","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","826","0.826","0"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","943","0.943","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","899","0.899","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","875","0.875","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","720","0.72","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","824","0.824","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","632","0.632","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","931","0.931","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","766","0.766","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","436","0.436","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","981","0.981","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","545","0.545","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","534","0.534","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","1189","1.189","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","786","0.786","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","557","0.557","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","665","0.665","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","478","0.478","0"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","785","0.785","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","659","0.659","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","530","0.53","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","483","0.483","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","506","0.506","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","551","0.551","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","537","0.537","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","904","0.904","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","831","0.831","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","770","0.77","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","620","0.62","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","818","0.818","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","854","0.854","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","559","0.559","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","523","0.523","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","831","0.831","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","727","0.727","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","572","0.572","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","543","0.543","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","716","0.716","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","790","0.79","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","540","0.54","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","772","0.772","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","689","0.689","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","534","0.534","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","1037","1.037","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","788","0.788","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","529","0.529","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","914","0.914","1"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","526","0.526","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","1017","1.017","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","684","0.684","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","1000","1","1"
"20","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","666","0.666","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","729","0.729","1"
"20","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","654","0.654","0"
"20","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","808","0.808","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","765","0.765","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","799","0.799","1"
"20","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","962","0.962","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","896","0.896","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","718","0.718","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","628","0.628","0"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","1111","1.111","0"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","681","0.681","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","508","0.508","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","789","0.789","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","760","0.76","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","779","0.779","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","755","0.755","0"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","777","0.777","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","834","0.834","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","464","0.464","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","468","0.468","1"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","803","0.803","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","699","0.699","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","865","0.865","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","765","0.765","0"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","585","0.585","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","465","0.465","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","766","0.766","1"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","717","0.717","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","777","0.777","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","589","0.589","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","535","0.535","0"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","794","0.794","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","745","0.745","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","705","0.705","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","545","0.545","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","609","0.609","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","799","0.799","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","739","0.739","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","1058","1.058","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","1003","1.003","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","585","0.585","0"
