"Subject","Trial","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","RT_sec","ACC"
"4","118","self-matching","Nonmatching","Fremder","Stranger","Stranger","887","0.887","1"
"4","119","self-matching","Nonmatching","Ich","Self","Self","1411","1.411","1"
"4","120","self-matching","Matching","Ich","Self","Self","650","0.65","1"
"4","121","self-matching","Matching","Ich","Self","Self","736","0.736","1"
"4","122","self-matching","Nonmatching","Fremder","Stranger","Stranger","999","0.999","1"
"4","123","self-matching","Matching","Fremder","Stranger","Stranger","1023","1.023","1"
"4","124","self-matching","Nonmatching","Ich","Self","Self","1092","1.092","1"
"4","125","self-matching","Matching","Fremder","Stranger","Stranger","907","0.907","1"
"4","126","self-matching","Matching","Ich","Self","Self","685","0.685","1"
"4","127","self-matching","Nonmatching","Ich","Self","Self","2917","2.917","1"
"4","128","self-matching","Nonmatching","Fremder","Stranger","Stranger","1239","1.239","1"
"5","1","self-matching","Nonmatching","Ich","Self","Self","1124","1.124","1"
"5","2","self-matching","Matching","Fremder","Stranger","Stranger","1018","1.018","1"
"5","3","self-matching","Matching","Ich","Self","Self","559","0.559","1"
"5","4","self-matching","Nonmatching","Fremder","Stranger","Stranger","835","0.835","1"
"5","5","self-matching","Nonmatching","Ich","Self","Self","988","0.988","1"
"5","6","self-matching","Nonmatching","Fremder","Stranger","Stranger","1300","1.3","1"
"5","7","self-matching","Matching","Fremder","Stranger","Stranger","804","0.804","1"
"5","8","self-matching","Matching","Ich","Self","Self","1297","1.297","1"
"5","9","self-matching","Nonmatching","Ich","Self","Self","702","0.702","1"
"5","10","self-matching","Matching","Ich","Self","Self","680","0.68","1"
"5","11","self-matching","Matching","Fremder","Stranger","Stranger","791","0.791","1"
"5","12","self-matching","Nonmatching","Fremder","Stranger","Stranger","605","0.605","1"
"5","13","self-matching","Nonmatching","Ich","Self","Self","658","0.658","1"
"5","14","self-matching","Matching","Ich","Self","Self","571","0.571","1"
"5","15","self-matching","Matching","Fremder","Stranger","Stranger","340","0.34","1"
"5","16","self-matching","Nonmatching","Fremder","Stranger","Stranger","500","0.5","0"
"5","17","self-matching","Matching","Fremder","Stranger","Stranger","714","0.714","1"
"5","18","self-matching","Nonmatching","Fremder","Stranger","Stranger","752","0.752","1"
"5","19","self-matching","Matching","Ich","Self","Self","882","0.882","1"
"5","20","self-matching","Nonmatching","Ich","Self","Self","815","0.815","1"
"5","21","self-matching","Nonmatching","Ich","Self","Self","489","0.489","1"
"5","22","self-matching","Matching","Ich","Self","Self","613","0.613","1"
"5","23","self-matching","Nonmatching","Fremder","Stranger","Stranger","603","0.603","1"
"5","24","self-matching","Matching","Fremder","Stranger","Stranger","1152","1.152","1"
"5","25","self-matching","Matching","Ich","Self","Self","576","0.576","1"
"5","26","self-matching","Nonmatching","Ich","Self","Self","368","0.368","1"
"5","27","self-matching","Matching","Fremder","Stranger","Stranger","652","0.652","1"
"5","28","self-matching","Nonmatching","Fremder","Stranger","Stranger","484","0.484","1"
"5","29","self-matching","Matching","Fremder","Stranger","Stranger","722","0.722","1"
"5","30","self-matching","Nonmatching","Ich","Self","Self","554","0.554","1"
"5","31","self-matching","Matching","Ich","Self","Self","521","0.521","1"
"5","32","self-matching","Nonmatching","Fremder","Stranger","Stranger","535","0.535","1"
"5","33","self-matching","Matching","Ich","Self","Self","446","0.446","1"
"5","34","self-matching","Matching","Fremder","Stranger","Stranger","518","0.518","1"
"5","35","self-matching","Nonmatching","Fremder","Stranger","Stranger","367","0.367","1"
"5","36","self-matching","Nonmatching","Ich","Self","Self","421","0.421","1"
"5","37","self-matching","Nonmatching","Fremder","Stranger","Stranger","644","0.644","0"
"5","38","self-matching","Matching","Fremder","Stranger","Stranger","592","0.592","1"
"5","39","self-matching","Nonmatching","Ich","Self","Self","591","0.591","1"
"5","40","self-matching","Matching","Ich","Self","Self","800","0.8","1"
"5","41","self-matching","Nonmatching","Ich","Self","Self","409","0.409","1"
"5","42","self-matching","Matching","Ich","Self","Self","430","0.43","1"
"5","43","self-matching","Matching","Fremder","Stranger","Stranger","457","0.457","1"
"5","44","self-matching","Nonmatching","Fremder","Stranger","Stranger","743","0.743","1"
"5","45","self-matching","Matching","Ich","Self","Self","611","0.611","1"
"5","46","self-matching","Nonmatching","Ich","Self","Self","522","0.522","1"
"5","47","self-matching","Matching","Fremder","Stranger","Stranger","841","0.841","0"
"5","48","self-matching","Nonmatching","Fremder","Stranger","Stranger","612","0.612","1"
"5","49","self-matching","Matching","Fremder","Stranger","Stranger","418","0.418","1"
"5","50","self-matching","Nonmatching","Fremder","Stranger","Stranger","478","0.478","1"
"5","51","self-matching","Nonmatching","Ich","Self","Self","622","0.622","1"
"5","52","self-matching","Matching","Ich","Self","Self","762","0.762","1"
"5","53","self-matching","Nonmatching","Fremder","Stranger","Stranger","756","0.756","1"
"5","54","self-matching","Matching","Fremder","Stranger","Stranger","929","0.929","1"
"5","55","self-matching","Nonmatching","Ich","Self","Self","471","0.471","1"
"5","56","self-matching","Matching","Ich","Self","Self","425","0.425","1"
"5","57","self-matching","Nonmatching","Fremder","Stranger","Stranger","600","0.6","1"
"5","58","self-matching","Matching","Ich","Self","Self","503","0.503","1"
"5","59","self-matching","Nonmatching","Ich","Self","Self","366","0.366","1"
"5","60","self-matching","Matching","Fremder","Stranger","Stranger","726","0.726","1"
"5","61","self-matching","Nonmatching","Ich","Self","Self","413","0.413","1"
"5","62","self-matching","Matching","Fremder","Stranger","Stranger","787","0.787","1"
"5","63","self-matching","Matching","Ich","Self","Self","602","0.602","1"
"5","64","self-matching","Nonmatching","Fremder","Stranger","Stranger","581","0.581","1"
"5","65","self-matching","Nonmatching","Ich","Self","Self","506","0.506","1"
"5","66","self-matching","Matching","Ich","Self","Self","658","0.658","1"
"5","67","self-matching","Matching","Fremder","Stranger","Stranger","635","0.635","1"
"5","68","self-matching","Nonmatching","Fremder","Stranger","Stranger","454","0.454","1"
"5","69","self-matching","Nonmatching","Ich","Self","Self","693","0.693","1"
"5","70","self-matching","Matching","Ich","Self","Self","615","0.615","1"
"5","71","self-matching","Nonmatching","Fremder","Stranger","Stranger","778","0.778","1"
"5","72","self-matching","Matching","Fremder","Stranger","Stranger","613","0.613","1"
"5","73","self-matching","Matching","Ich","Self","Self","637","0.637","0"
"5","74","self-matching","Matching","Fremder","Stranger","Stranger","608","0.608","1"
"5","75","self-matching","Nonmatching","Ich","Self","Self","518","0.518","1"
"5","76","self-matching","Nonmatching","Fremder","Stranger","Stranger","813","0.813","1"
"5","77","self-matching","Nonmatching","Ich","Self","Self","466","0.466","1"
"5","78","self-matching","Matching","Fremder","Stranger","Stranger","442","0.442","1"
"5","79","self-matching","Nonmatching","Fremder","Stranger","Stranger","527","0.527","1"
"5","80","self-matching","Matching","Ich","Self","Self","515","0.515","1"
"5","81","self-matching","Matching","Fremder","Stranger","Stranger","383","0.383","0"
"5","82","self-matching","Nonmatching","Fremder","Stranger","Stranger","1609","1.609","0"
"5","83","self-matching","Matching","Ich","Self","Self","724","0.724","1"
"5","84","self-matching","Nonmatching","Ich","Self","Self","494","0.494","1"
"5","85","self-matching","Matching","Fremder","Stranger","Stranger","501","0.501","1"
"5","86","self-matching","Nonmatching","Fremder","Stranger","Stranger","365","0.365","1"
"5","87","self-matching","Matching","Ich","Self","Self","510","0.51","1"
"5","88","self-matching","Nonmatching","Ich","Self","Self","424","0.424","1"
"5","89","self-matching","Nonmatching","Fremder","Stranger","Stranger","502","0.502","1"
"5","90","self-matching","Matching","Ich","Self","Self","766","0.766","1"
"5","91","self-matching","Matching","Fremder","Stranger","Stranger","593","0.593","1"
"5","92","self-matching","Nonmatching","Ich","Self","Self","410","0.41","1"
"5","93","self-matching","Nonmatching","Ich","Self","Self","566","0.566","1"
"5","94","self-matching","Matching","Ich","Self","Self","490","0.49","1"
"5","95","self-matching","Matching","Fremder","Stranger","Stranger","575","0.575","1"
"5","96","self-matching","Nonmatching","Fremder","Stranger","Stranger","608","0.608","1"
"5","97","self-matching","Nonmatching","Fremder","Stranger","Stranger","673","0.673","1"
"5","98","self-matching","Nonmatching","Ich","Self","Self","677","0.677","0"
"5","99","self-matching","Matching","Fremder","Stranger","Stranger","851","0.851","0"
"5","100","self-matching","Matching","Ich","Self","Self","728","0.728","1"
"5","101","self-matching","Matching","Fremder","Stranger","Stranger","677","0.677","1"
"5","102","self-matching","Matching","Ich","Self","Self","693","0.693","1"
"5","103","self-matching","Nonmatching","Ich","Self","Self","449","0.449","1"
"5","104","self-matching","Nonmatching","Fremder","Stranger","Stranger","490","0.49","0"
"5","105","self-matching","Matching","Fremder","Stranger","Stranger","908","0.908","1"
"5","106","self-matching","Nonmatching","Fremder","Stranger","Stranger","1277","1.277","1"
"5","107","self-matching","Nonmatching","Ich","Self","Self","676","0.676","1"
"5","108","self-matching","Matching","Ich","Self","Self","538","0.538","1"
"5","109","self-matching","Matching","Fremder","Stranger","Stranger","1010","1.01","1"
"5","110","self-matching","Nonmatching","Fremder","Stranger","Stranger","554","0.554","1"
"5","111","self-matching","Matching","Ich","Self","Self","1415","1.415","1"
"5","112","self-matching","Nonmatching","Ich","Self","Self","454","0.454","1"
"5","113","self-matching","Nonmatching","Fremder","Stranger","Stranger","677","0.677","1"
"5","114","self-matching","Matching","Ich","Self","Self","861","0.861","1"
"5","115","self-matching","Matching","Fremder","Stranger","Stranger","798","0.798","1"
"5","116","self-matching","Nonmatching","Ich","Self","Self","581","0.581","1"
"5","117","self-matching","Nonmatching","Ich","Self","Self","401","0.401","1"
"5","118","self-matching","Nonmatching","Fremder","Stranger","Stranger","847","0.847","0"
"5","119","self-matching","Matching","Fremder","Stranger","Stranger","512","0.512","1"
"5","120","self-matching","Matching","Ich","Self","Self","473","0.473","1"
"5","121","self-matching","Matching","Fremder","Stranger","Stranger","721","0.721","1"
"5","122","self-matching","Matching","Ich","Self","Self","1255","1.255","1"
"5","123","self-matching","Nonmatching","Fremder","Stranger","Stranger","439","0.439","1"
"5","124","self-matching","Nonmatching","Ich","Self","Self","374","0.374","1"
"5","125","self-matching","Nonmatching","Ich","Self","Self","453","0.453","1"
"5","126","self-matching","Nonmatching","Fremder","Stranger","Stranger","484","0.484","1"
"5","127","self-matching","Matching","Ich","Self","Self","1034","1.034","1"
"5","128","self-matching","Matching","Fremder","Stranger","Stranger","468","0.468","1"
"6","1","self-matching","Matching","Ich","Self","Self","1592","1.592","1"
"6","2","self-matching","Matching","Fremder","Stranger","Stranger","848","0.848","1"
"6","3","self-matching","Nonmatching","Ich","Self","Self","610","0.61","1"
"6","4","self-matching","Nonmatching","Fremder","Stranger","Stranger","1521","1.521","1"
"6","5","self-matching","Nonmatching","Fremder","Stranger","Stranger","1400","1.4","1"
"6","6","self-matching","Nonmatching","Ich","Self","Self","682","0.682","1"
"6","7","self-matching","Matching","Ich","Self","Self","587","0.587","1"
"6","8","self-matching","Matching","Fremder","Stranger","Stranger","725","0.725","1"
"6","9","self-matching","Matching","Ich","Self","Self","1157","1.157","1"
"6","10","self-matching","Nonmatching","Ich","Self","Self","826","0.826","1"
"6","11","self-matching","Nonmatching","Fremder","Stranger","Stranger","843","0.843","1"
"6","12","self-matching","Matching","Fremder","Stranger","Stranger","1134","1.134","1"
"6","13","self-matching","Nonmatching","Ich","Self","Self","605","0.605","1"
"6","14","self-matching","Matching","Fremder","Stranger","Stranger","990","0.99","1"
"6","15","self-matching","Nonmatching","Fremder","Stranger","Stranger","741","0.741","1"
"6","16","self-matching","Matching","Ich","Self","Self","549","0.549","1"
"6","17","self-matching","Nonmatching","Fremder","Stranger","Stranger","1394","1.394","1"
"6","18","self-matching","Matching","Ich","Self","Self","1041","1.041","1"
"6","19","self-matching","Nonmatching","Ich","Self","Self","723","0.723","1"
"6","20","self-matching","Matching","Fremder","Stranger","Stranger","1400","1.4","1"
"6","21","self-matching","Nonmatching","Ich","Self","Self","626","0.626","1"
"6","22","self-matching","Matching","Fremder","Stranger","Stranger","1261","1.261","1"
"6","23","self-matching","Matching","Ich","Self","Self","962","0.962","1"
"6","24","self-matching","Nonmatching","Fremder","Stranger","Stranger","1001","1.001","1"
"6","25","self-matching","Nonmatching","Fremder","Stranger","Stranger","1426","1.426","1"
"6","26","self-matching","Nonmatching","Ich","Self","Self","686","0.686","1"
"6","27","self-matching","Matching","Fremder","Stranger","Stranger","1084","1.084","1"
"6","28","self-matching","Matching","Ich","Self","Self","562","0.562","1"
"6","29","self-matching","Nonmatching","Ich","Self","Self","622","0.622","1"
"6","30","self-matching","Nonmatching","Fremder","Stranger","Stranger","683","0.683","1"
"6","31","self-matching","Matching","Ich","Self","Self","1044","1.044","1"
"6","32","self-matching","Matching","Fremder","Stranger","Stranger","736","0.736","1"
"6","33","self-matching","Matching","Fremder","Stranger","Stranger","636","0.636","1"
"6","34","self-matching","Matching","Ich","Self","Self","715","0.715","1"
"6","35","self-matching","Nonmatching","Ich","Self","Self","739","0.739","1"
"6","36","self-matching","Nonmatching","Fremder","Stranger","Stranger","858","0.858","1"
"6","37","self-matching","Nonmatching","Fremder","Stranger","Stranger","829","0.829","1"
