"Subject","Trial","Label","Nonword","Matching","ACC","RT_ms","bed","manipCheck","Resp","Cresp","Condition"
8,113,"Fremder","teirnen","Nonmatching",1,1200,"L2n",3,"k","k","long7"
8,114,"Ich","teirnen","Matching",1,581,"L1m",1,"d","d","long7"
8,115,"Ich","kes","Nonmatching",1,578,"L1n",2,"k","k","long7"
8,116,"Fremder","kes","Matching",1,617,"L2m",4,"d","d","long7"
8,117,"Ich","teirnen","Matching",1,655,"L1m",1,"d","d","long7"
8,118,"Fremder","kes","Matching",1,709,"L2m",4,"d","d","long7"
8,119,"Fremder","teirnen","Nonmatching",1,542,"L2n",3,"k","k","long7"
8,120,"Ich","kes","Nonmatching",1,673,"L1n",2,"k","k","long7"
8,121,"Ich","kes","Nonmatching",1,624,"L1n",2,"k","k","long7"
8,122,"Fremder","teirnen","Nonmatching",1,670,"L2n",3,"k","k","long7"
8,123,"Ich","teirnen","Matching",1,681,"L1m",1,"d","d","long7"
8,124,"Fremder","kes","Matching",1,639,"L2m",4,"d","d","long7"
8,125,"Fremder","kes","Matching",1,874,"L2m",4,"d","d","long7"
8,126,"Ich","kes","Nonmatching",1,855,"L1n",2,"k","k","long7"
8,127,"Fremder","teirnen","Nonmatching",1,548,"L2n",3,"k","k","long7"
8,128,"Ich","teirnen","Matching",1,795,"L1m",1,"d","d","long7"
9,1,"Ich","kes","Matching",1,510,"L1m",1,"d","d","short7"
9,2,"Fremder","teirnen","Matching",1,653,"L2m",4,"d","d","short7"
9,3,"Ich","teirnen","Nonmatching",1,669,"L1n",2,"k","k","short7"
9,4,"Fremder","kes","Nonmatching",1,1126,"L2n",3,"k","k","short7"
9,5,"Fremder","kes","Nonmatching",1,644,"L2n",3,"k","k","short7"
9,6,"Fremder","teirnen","Matching",1,683,"L2m",4,"d","d","short7"
9,7,"Ich","kes","Matching",1,610,"L1m",1,"d","d","short7"
9,8,"Ich","teirnen","Nonmatching",1,789,"L1n",2,"k","k","short7"
9,9,"Fremder","teirnen","Matching",1,683,"L2m",4,"d","d","short7"
9,10,"Ich","teirnen","Nonmatching",1,697,"L1n",2,"k","k","short7"
9,11,"Fremder","kes","Nonmatching",1,589,"L2n",3,"k","k","short7"
9,12,"Ich","kes","Matching",1,569,"L1m",1,"d","d","short7"
9,13,"Ich","teirnen","Nonmatching",1,576,"L1n",2,"k","k","short7"
9,14,"Fremder","kes","Nonmatching",1,730,"L2n",3,"k","k","short7"
9,15,"Ich","kes","Matching",1,613,"L1m",1,"d","d","short7"
9,16,"Fremder","teirnen","Matching",1,754,"L2m",4,"d","d","short7"
9,17,"Fremder","teirnen","Matching",0,554,"L2m",4,"k","d","short7"
9,18,"Fremder","kes","Nonmatching",1,794,"L2n",3,"k","k","short7"
9,19,"Ich","kes","Matching",1,621,"L1m",1,"d","d","short7"
9,20,"Ich","teirnen","Nonmatching",1,559,"L1n",2,"k","k","short7"
9,21,"Fremder","teirnen","Matching",0,608,"L2m",4,"k","d","short7"
9,22,"Fremder","kes","Nonmatching",1,685,"L2n",3,"k","k","short7"
9,23,"Ich","teirnen","Nonmatching",1,663,"L1n",2,"k","k","short7"
9,24,"Ich","kes","Matching",1,501,"L1m",1,"d","d","short7"
9,25,"Fremder","kes","Nonmatching",1,674,"L2n",3,"k","k","short7"
9,26,"Ich","teirnen","Nonmatching",1,635,"L1n",2,"k","k","short7"
9,27,"Ich","kes","Matching",1,660,"L1m",1,"d","d","short7"
9,28,"Fremder","teirnen","Matching",1,778,"L2m",4,"d","d","short7"
9,29,"Fremder","kes","Nonmatching",1,704,"L2n",3,"k","k","short7"
9,30,"Ich","kes","Matching",1,565,"L1m",1,"d","d","short7"
9,31,"Ich","teirnen","Nonmatching",1,589,"L1n",2,"k","k","short7"
9,32,"Fremder","teirnen","Matching",1,683,"L2m",4,"d","d","short7"
9,33,"Ich","kes","Matching",1,649,"L1m",1,"d","d","short7"
9,34,"Fremder","kes","Nonmatching",1,612,"L2n",3,"k","k","short7"
9,35,"Ich","teirnen","Nonmatching",1,668,"L1n",2,"k","k","short7"
9,36,"Fremder","teirnen","Matching",1,559,"L2m",4,"d","d","short7"
9,37,"Ich","teirnen","Nonmatching",1,667,"L1n",2,"k","k","short7"
9,38,"Fremder","kes","Nonmatching",1,824,"L2n",3,"k","k","short7"
9,39,"Fremder","teirnen","Matching",1,850,"L2m",4,"d","d","short7"
9,40,"Ich","kes","Matching",1,679,"L1m",1,"d","d","short7"
9,41,"Ich","kes","Matching",1,538,"L1m",1,"d","d","short7"
9,42,"Fremder","kes","Nonmatching",1,633,"L2n",3,"k","k","short7"
9,43,"Fremder","teirnen","Matching",1,564,"L2m",4,"d","d","short7"
9,44,"Ich","teirnen","Nonmatching",1,563,"L1n",2,"k","k","short7"
9,45,"Ich","kes","Matching",1,628,"L1m",1,"d","d","short7"
9,46,"Ich","teirnen","Nonmatching",1,503,"L1n",2,"k","k","short7"
9,47,"Fremder","kes","Nonmatching",1,743,"L2n",3,"k","k","short7"
9,48,"Fremder","teirnen","Matching",1,833,"L2m",4,"d","d","short7"
9,49,"Ich","kes","Matching",1,585,"L1m",1,"d","d","short7"
9,50,"Fremder","teirnen","Matching",1,510,"L2m",4,"d","d","short7"
9,51,"Fremder","kes","Nonmatching",1,501,"L2n",3,"k","k","short7"
9,52,"Ich","teirnen","Nonmatching",1,694,"L1n",2,"k","k","short7"
9,53,"Ich","teirnen","Nonmatching",1,617,"L1n",2,"k","k","short7"
9,54,"Fremder","kes","Nonmatching",1,732,"L2n",3,"k","k","short7"
9,55,"Fremder","teirnen","Matching",1,575,"L2m",4,"d","d","short7"
9,56,"Ich","kes","Matching",1,698,"L1m",1,"d","d","short7"
9,57,"Fremder","kes","Nonmatching",1,447,"L2n",3,"k","k","short7"
9,58,"Ich","kes","Matching",1,502,"L1m",1,"d","d","short7"
9,59,"Ich","teirnen","Nonmatching",1,630,"L1n",2,"k","k","short7"
9,60,"Fremder","teirnen","Matching",1,555,"L2m",4,"d","d","short7"
9,61,"Fremder","teirnen","Matching",1,637,"L2m",4,"d","d","short7"
9,62,"Ich","teirnen","Nonmatching",1,693,"L1n",2,"k","k","short7"
9,63,"Fremder","kes","Nonmatching",1,544,"L2n",3,"k","k","short7"
9,64,"Ich","kes","Matching",1,696,"L1m",1,"d","d","short7"
9,65,"Fremder","teirnen","Matching",1,794,"L2m",4,"d","d","short7"
9,66,"Ich","teirnen","Nonmatching",1,606,"L1n",2,"k","k","short7"
9,67,"Fremder","kes","Nonmatching",1,705,"L2n",3,"k","k","short7"
9,68,"Ich","kes","Matching",1,521,"L1m",1,"d","d","short7"
9,69,"Ich","teirnen","Nonmatching",1,599,"L1n",2,"k","k","short7"
9,70,"Fremder","teirnen","Matching",1,530,"L2m",4,"d","d","short7"
9,71,"Ich","kes","Matching",0,542,"L1m",1,"k","d","short7"
9,72,"Fremder","kes","Nonmatching",1,570,"L2n",3,"k","k","short7"
9,73,"Fremder","kes","Nonmatching",1,611,"L2n",3,"k","k","short7"
9,74,"Ich","kes","Matching",1,531,"L1m",1,"d","d","short7"
9,75,"Fremder","teirnen","Matching",1,591,"L2m",4,"d","d","short7"
9,76,"Ich","teirnen","Nonmatching",1,671,"L1n",2,"k","k","short7"
9,77,"Fremder","teirnen","Matching",1,766,"L2m",4,"d","d","short7"
9,78,"Fremder","kes","Nonmatching",1,606,"L2n",3,"k","k","short7"
9,79,"Ich","teirnen","Nonmatching",1,610,"L1n",2,"k","k","short7"
9,80,"Ich","kes","Matching",0,551,"L1m",1,"k","d","short7"
9,81,"Ich","teirnen","Nonmatching",0,543,"L1n",2,"d","k","short7"
9,82,"Ich","kes","Matching",1,720,"L1m",1,"d","d","short7"
9,83,"Fremder","kes","Nonmatching",1,650,"L2n",3,"k","k","short7"
9,84,"Fremder","teirnen","Matching",1,538,"L2m",4,"d","d","short7"
9,85,"Fremder","kes","Nonmatching",1,491,"L2n",3,"k","k","short7"
9,86,"Fremder","teirnen","Matching",1,537,"L2m",4,"d","d","short7"
9,87,"Ich","kes","Matching",0,516,"L1m",1,"k","d","short7"
9,88,"Ich","teirnen","Nonmatching",1,697,"L1n",2,"k","k","short7"
9,89,"Ich","teirnen","Nonmatching",1,524,"L1n",2,"k","k","short7"
9,90,"Fremder","kes","Nonmatching",1,497,"L2n",3,"k","k","short7"
9,91,"Ich","kes","Matching",1,528,"L1m",1,"d","d","short7"
9,92,"Fremder","teirnen","Matching",1,577,"L2m",4,"d","d","short7"
9,93,"Fremder","teirnen","Matching",1,614,"L2m",4,"d","d","short7"
9,94,"Fremder","kes","Nonmatching",1,557,"L2n",3,"k","k","short7"
9,95,"Ich","teirnen","Nonmatching",1,489,"L1n",2,"k","k","short7"
9,96,"Ich","kes","Matching",1,558,"L1m",1,"d","d","short7"
9,97,"Ich","teirnen","Nonmatching",1,660,"L1n",2,"k","k","short7"
9,98,"Fremder","teirnen","Matching",1,694,"L2m",4,"d","d","short7"
9,99,"Ich","kes","Matching",1,671,"L1m",1,"d","d","short7"
9,100,"Fremder","kes","Nonmatching",0,732,"L2n",3,"d","k","short7"
9,101,"Ich","teirnen","Nonmatching",1,747,"L1n",2,"k","k","short7"
9,102,"Ich","kes","Matching",1,753,"L1m",1,"d","d","short7"
9,103,"Fremder","kes","Nonmatching",1,607,"L2n",3,"k","k","short7"
9,104,"Fremder","teirnen","Matching",1,509,"L2m",4,"d","d","short7"
9,105,"Ich","teirnen","Nonmatching",1,576,"L1n",2,"k","k","short7"
9,106,"Fremder","kes","Nonmatching",1,724,"L2n",3,"k","k","short7"
9,107,"Fremder","teirnen","Matching",1,512,"L2m",4,"d","d","short7"
9,108,"Ich","kes","Matching",1,561,"L1m",1,"d","d","short7"
9,109,"Fremder","teirnen","Matching",1,447,"L2m",4,"d","d","short7"
9,110,"Ich","kes","Matching",1,520,"L1m",1,"d","d","short7"
9,111,"Ich","teirnen","Nonmatching",1,649,"L1n",2,"k","k","short7"
9,112,"Fremder","kes","Nonmatching",1,743,"L2n",3,"k","k","short7"
9,113,"Fremder","teirnen","Matching",1,499,"L2m",4,"d","d","short7"
9,114,"Ich","teirnen","Nonmatching",1,661,"L1n",2,"k","k","short7"
9,115,"Fremder","kes","Nonmatching",1,579,"L2n",3,"k","k","short7"
9,116,"Ich","kes","Matching",1,557,"L1m",1,"d","d","short7"
9,117,"Fremder","teirnen","Matching",1,633,"L2m",4,"d","d","short7"
9,118,"Ich","kes","Matching",1,586,"L1m",1,"d","d","short7"
9,119,"Ich","teirnen","Nonmatching",1,673,"L1n",2,"k","k","short7"
9,120,"Fremder","kes","Nonmatching",1,607,"L2n",3,"k","k","short7"
9,121,"Ich","kes","Matching",1,531,"L1m",1,"d","d","short7"
9,122,"Fremder","teirnen","Matching",1,597,"L2m",4,"d","d","short7"
9,123,"Ich","teirnen","Nonmatching",1,621,"L1n",2,"k","k","short7"
9,124,"Fremder","kes","Nonmatching",1,625,"L2n",3,"k","k","short7"
9,125,"Fremder","kes","Nonmatching",1,653,"L2n",3,"k","k","short7"
9,126,"Ich","teirnen","Nonmatching",1,659,"L1n",2,"k","k","short7"
9,127,"Ich","kes","Matching",0,560,"L1m",1,"k","d","short7"
9,128,"Fremder","teirnen","Matching",1,570,"L2m",4,"d","d","short7"
10,1,"Ich","ambelde","Matching",1,1307,"L1m",1,"d","d","long4"
10,2,"Fremder","ambelde","Nonmatching",1,1261,"L2n",3,"k","k","long4"
10,3,"Fremder","kes","Matching",1,863,"L2m",4,"d","d","long4"
10,4,"Ich","kes","Nonmatching",1,1723,"L1n",2,"k","k","long4"
10,5,"Ich","ambelde","Matching",1,660,"L1m",1,"d","d","long4"
10,6,"Ich","kes","Nonmatching",1,616,"L1n",2,"k","k","long4"
10,7,"Fremder","kes","Matching",1,518,"L2m",4,"d","d","long4"
10,8,"Fremder","ambelde","Nonmatching",1,835,"L2n",3,"k","k","long4"
10,9,"Ich","ambelde","Matching",1,730,"L1m",1,"d","d","long4"
10,10,"Fremder","ambelde","Nonmatching",1,810,"L2n",3,"k","k","long4"
10,11,"Fremder","kes","Matching",1,529,"L2m",4,"d","d","long4"
10,12,"Ich","kes","Nonmatching",1,755,"L1n",2,"k","k","long4"
10,13,"Fremder","ambelde","Nonmatching",1,696,"L2n",3,"k","k","long4"
10,14,"Ich","ambelde","Matching",1,834,"L1m",1,"d","d","long4"
10,15,"Fremder","kes","Matching",0,758,"L2m",4,"k","d","long4"
10,16,"Ich","kes","Nonmatching",1,929,"L1n",2,"k","k","long4"
10,17,"Fremder","ambelde","Nonmatching",1,749,"L2n",3,"k","k","long4"
10,18,"Ich","ambelde","Matching",1,937,"L1m",1,"d","d","long4"
10,19,"Ich","kes","Nonmatching",1,672,"L1n",2,"k","k","long4"
10,20,"Fremder","kes","Matching",1,1055,"L2m",4,"d","d","long4"
10,21,"Fremder","kes","Matching",1,817,"L2m",4,"d","d","long4"
10,22,"Ich","kes","Nonmatching",1,673,"L1n",2,"k","k","long4"
10,23,"Ich","ambelde","Matching",1,749,"L1m",1,"d","d","long4"
10,24,"Fremder","ambelde","Nonmatching",1,769,"L2n",3,"k","k","long4"
10,25,"Ich","ambelde","Matching",1,853,"L1m",1,"d","d","long4"
10,26,"Fremder","kes","Matching",1,879,"L2m",4,"d","d","long4"
10,27,"Fremder","ambelde","Nonmatching",1,927,"L2n",3,"k","k","long4"
10,28,"Ich","kes","Nonmatching",1,710,"L1n",2,"k","k","long4"
10,29,"Fremder","ambelde","Nonmatching",1,693,"L2n",3,"k","k","long4"
10,30,"Ich","kes","Nonmatching",1,821,"L1n",2,"k","k","long4"
10,31,"Ich","ambelde","Matching",1,637,"L1m",1,"d","d","long4"
10,32,"Fremder","kes","Matching",1,566,"L2m",4,"d","d","long4"
10,33,"Fremder","kes","Matching",1,810,"L2m",4,"d","d","long4"
10,34,"Ich","ambelde","Matching",0,511,"L1m",1,"k","d","long4"
10,35,"Fremder","ambelde","Nonmatching",1,712,"L2n",3,"k","k","long4"
10,36,"Ich","kes","Nonmatching",1,727,"L1n",2,"k","k","long4"
10,37,"Ich","kes","Nonmatching",1,796,"L1n",2,"k","k","long4"
10,38,"Ich","ambelde","Matching",1,678,"L1m",1,"d","d","long4"
10,39,"Fremder","kes","Matching",1,517,"L2m",4,"d","d","long4"
10,40,"Fremder","ambelde","Nonmatching",1,741,"L2n",3,"k","k","long4"
10,41,"Fremder","kes","Matching",1,828,"L2m",4,"d","d","long4"
10,42,"Ich","ambelde","Matching",1,778,"L1m",1,"d","d","long4"
10,43,"Ich","kes","Nonmatching",1,774,"L1n",2,"k","k","long4"
10,44,"Fremder","ambelde","Nonmatching",1,792,"L2n",3,"k","k","long4"
10,45,"Fremder","ambelde","Nonmatching",1,798,"L2n",3,"k","k","long4"
10,46,"Fremder","kes","Matching",1,730,"L2m",4,"d","d","long4"
10,47,"Ich","ambelde","Matching",1,497,"L1m",1,"d","d","long4"
10,48,"Ich","kes","Nonmatching",1,587,"L1n",2,"k","k","long4"
10,49,"Ich","ambelde","Matching",1,864,"L1m",1,"d","d","long4"
10,50,"Fremder","kes","Matching",1,540,"L2m",4,"d","d","long4"
10,51,"Fremder","ambelde","Nonmatching",1,638,"L2n",3,"k","k","long4"
10,52,"Ich","kes","Nonmatching",1,914,"L1n",2,"k","k","long4"
10,53,"Fremder","kes","Matching",1,705,"L2m",4,"d","d","long4"
10,54,"Ich","ambelde","Matching",1,744,"L1m",1,"d","d","long4"
10,55,"Ich","kes","Nonmatching",1,661,"L1n",2,"k","k","long4"
10,56,"Fremder","ambelde","Nonmatching",1,560,"L2n",3,"k","k","long4"
10,57,"Fremder","ambelde","Nonmatching",1,530,"L2n",3,"k","k","long4"
10,58,"Fremder","kes","Matching",1,545,"L2m",4,"d","d","long4"
10,59,"Ich","ambelde","Matching",1,672,"L1m",1,"d","d","long4"
10,60,"Ich","kes","Nonmatching",1,378,"L1n",2,"k","k","long4"
10,61,"Fremder","ambelde","Nonmatching",1,399,"L2n",3,"k","k","long4"
10,62,"Ich","kes","Nonmatching",1,667,"L1n",2,"k","k","long4"
10,63,"Fremder","kes","Matching",1,435,"L2m",4,"d","d","long4"
10,64,"Ich","ambelde","Matching",1,392,"L1m",1,"d","d","long4"
10,65,"Fremder","ambelde","Nonmatching",1,2181,"L2n",3,"k","k","long4"
10,66,"Ich","ambelde","Matching",1,682,"L1m",1,"d","d","long4"
10,67,"Fremder","kes","Matching",1,573,"L2m",4,"d","d","long4"
10,68,"Ich","kes","Nonmatching",1,834,"L1n",2,"k","k","long4"
10,69,"Ich","kes","Nonmatching",1,645,"L1n",2,"k","k","long4"
10,70,"Fremder","ambelde","Nonmatching",1,399,"L2n",3,"k","k","long4"
10,71,"Ich","ambelde","Matching",1,732,"L1m",1,"d","d","long4"
10,72,"Fremder","kes","Matching",1,672,"L2m",4,"d","d","long4"
10,73,"Fremder","kes","Matching",1,479,"L2m",4,"d","d","long4"
10,74,"Fremder","ambelde","Nonmatching",1,664,"L2n",3,"k","k","long4"
10,75,"Ich","ambelde","Matching",1,576,"L1m",1,"d","d","long4"
10,76,"Ich","kes","Nonmatching",1,428,"L1n",2,"k","k","long4"
10,77,"Ich","kes","Nonmatching",1,1331,"L1n",2,"k","k","long4"
10,78,"Fremder","kes","Matching",1,549,"L2m",4,"d","d","long4"
10,79,"Ich","ambelde","Matching",1,552,"L1m",1,"d","d","long4"
10,80,"Fremder","ambelde","Nonmatching",1,522,"L2n",3,"k","k","long4"
10,81,"Fremder","kes","Matching",1,624,"L2m",4,"d","d","long4"
10,82,"Ich","kes","Nonmatching",1,548,"L1n",2,"k","k","long4"
10,83,"Ich","ambelde","Matching",1,504,"L1m",1,"d","d","long4"
10,84,"Fremder","ambelde","Nonmatching",1,558,"L2n",3,"k","k","long4"
10,85,"Fremder","ambelde","Nonmatching",1,779,"L2n",3,"k","k","long4"
10,86,"Ich","ambelde","Matching",1,677,"L1m",1,"d","d","long4"
10,87,"Fremder","kes","Matching",1,857,"L2m",4,"d","d","long4"
10,88,"Ich","kes","Nonmatching",1,741,"L1n",2,"k","k","long4"
10,89,"Ich","ambelde","Matching",1,633,"L1m",1,"d","d","long4"
10,90,"Ich","kes","Nonmatching",1,576,"L1n",2,"k","k","long4"
10,91,"Fremder","kes","Matching",1,575,"L2m",4,"d","d","long4"
10,92,"Fremder","ambelde","Nonmatching",1,609,"L2n",3,"k","k","long4"
10,93,"Ich","ambelde","Matching",1,1023,"L1m",1,"d","d","long4"
10,94,"Fremder","ambelde","Nonmatching",1,693,"L2n",3,"k","k","long4"
10,95,"Ich","kes","Nonmatching",1,426,"L1n",2,"k","k","long4"
10,96,"Fremder","kes","Matching",1,627,"L2m",4,"d","d","long4"
10,97,"Ich","ambelde","Matching",1,540,"L1m",1,"d","d","long4"
10,98,"Fremder","ambelde","Nonmatching",1,542,"L2n",3,"k","k","long4"
10,99,"Fremder","kes","Matching",1,875,"L2m",4,"d","d","long4"
10,100,"Ich","kes","Nonmatching",1,392,"L1n",2,"k","k","long4"
10,101,"Fremder","ambelde","Nonmatching",1,358,"L2n",3,"k","k","long4"
10,102,"Ich","ambelde","Matching",1,399,"L1m",1,"d","d","long4"
10,103,"Fremder","kes","Matching",1,462,"L2m",4,"d","d","long4"
10,104,"Ich","kes","Nonmatching",1,716,"L1n",2,"k","k","long4"
10,105,"Fremder","ambelde","Nonmatching",1,651,"L2n",3,"k","k","long4"
10,106,"Ich","kes","Nonmatching",1,726,"L1n",2,"k","k","long4"
10,107,"Fremder","kes","Matching",1,823,"L2m",4,"d","d","long4"
10,108,"Ich","ambelde","Matching",1,490,"L1m",1,"d","d","long4"
10,109,"Ich","ambelde","Matching",1,479,"L1m",1,"d","d","long4"
10,110,"Ich","kes","Nonmatching",1,729,"L1n",2,"k","k","long4"
10,111,"Fremder","ambelde","Nonmatching",1,692,"L2n",3,"k","k","long4"
10,112,"Fremder","kes","Matching",1,708,"L2m",4,"d","d","long4"
10,113,"Fremder","kes","Matching",1,724,"L2m",4,"d","d","long4"
10,114,"Fremder","ambelde","Nonmatching",1,644,"L2n",3,"k","k","long4"
10,115,"Ich","ambelde","Matching",1,518,"L1m",1,"d","d","long4"
10,116,"Ich","kes","Nonmatching",1,508,"L1n",2,"k","k","long4"
10,117,"Fremder","ambelde","Nonmatching",1,535,"L2n",3,"k","k","long4"
10,118,"Fremder","kes","Matching",1,543,"L2m",4,"d","d","long4"
10,119,"Ich","ambelde","Matching",1,495,"L1m",1,"d","d","long4"
10,120,"Ich","kes","Nonmatching",1,400,"L1n",2,"k","k","long4"
10,121,"Ich","kes","Nonmatching",1,478,"L1n",2,"k","k","long4"
10,122,"Fremder","kes","Matching",1,517,"L2m",4,"d","d","long4"
10,123,"Ich","ambelde","Matching",1,444,"L1m",1,"d","d","long4"
10,124,"Fremder","ambelde","Nonmatching",1,794,"L2n",3,"k","k","long4"
10,125,"Fremder","ambelde","Nonmatching",1,740,"L2n",3,"k","k","long4"
10,126,"Ich","kes","Nonmatching",1,670,"L1n",2,"k","k","long4"
10,127,"Fremder","kes","Matching",1,427,"L2m",4,"d","d","long4"
10,128,"Ich","ambelde","Matching",1,613,"L1m",1,"d","d","long4"
11,1,"Ich","teirnen","Nonmatching",1,843,"L1n",2,"k","k","short7"
11,2,"Fremder","kes","Nonmatching",1,851,"L2n",3,"k","k","short7"
11,3,"Fremder","teirnen","Matching",1,798,"L2m",4,"d","d","short7"
11,4,"Ich","kes","Matching",1,865,"L1m",1,"d","d","short7"
11,5,"Fremder","kes","Nonmatching",1,1601,"L2n",3,"k","k","short7"
11,6,"Ich","teirnen","Nonmatching",1,756,"L1n",2,"k","k","short7"
11,7,"Ich","kes","Matching",1,625,"L1m",1,"d","d","short7"
11,8,"Fremder","teirnen","Matching",0,543,"L2m",4,"k","d","short7"
11,9,"Ich","teirnen","Nonmatching",1,633,"L1n",2,"k","k","short7"
11,10,"Fremder","kes","Nonmatching",1,1264,"L2n",3,"k","k","short7"
11,11,"Ich","kes","Matching",1,642,"L1m",1,"d","d","short7"
11,12,"Fremder","teirnen","Matching",1,730,"L2m",4,"d","d","short7"
11,13,"Fremder","kes","Nonmatching",1,642,"L2n",3,"k","k","short7"
11,14,"Ich","kes","Matching",1,623,"L1m",1,"d","d","short7"
11,15,"Fremder","teirnen","Matching",1,701,"L2m",4,"d","d","short7"
11,16,"Ich","teirnen","Nonmatching",1,848,"L1n",2,"k","k","short7"
11,17,"Ich","teirnen","Nonmatching",1,1393,"L1n",2,"k","k","short7"
11,18,"Fremder","kes","Nonmatching",1,651,"L2n",3,"k","k","short7"
11,19,"Fremder","teirnen","Matching",0,1014,"L2m",4,"k","d","short7"
11,20,"Ich","kes","Matching",1,570,"L1m",1,"d","d","short7"
11,21,"Fremder","teirnen","Matching",0,818,"L2m",4,"k","d","short7"
11,22,"Ich","teirnen","Nonmatching",1,839,"L1n",2,"k","k","short7"
11,23,"Fremder","kes","Nonmatching",1,816,"L2n",3,"k","k","short7"
11,24,"Ich","kes","Matching",1,658,"L1m",1,"d","d","short7"
11,25,"Fremder","kes","Nonmatching",1,868,"L2n",3,"k","k","short7"
11,26,"Ich","teirnen","Nonmatching",1,745,"L1n",2,"k","k","short7"
11,27,"Ich","kes","Matching",1,727,"L1m",1,"d","d","short7"
11,28,"Fremder","teirnen","Matching",1,741,"L2m",4,"d","d","short7"
11,29,"Fremder","kes","Nonmatching",1,840,"L2n",3,"k","k","short7"
11,30,"Fremder","teirnen","Matching",1,960,"L2m",4,"d","d","short7"
11,31,"Ich","teirnen","Nonmatching",1,837,"L1n",2,"k","k","short7"
11,32,"Ich","kes","Matching",1,708,"L1m",1,"d","d","short7"
11,33,"Ich","teirnen","Nonmatching",1,727,"L1n",2,"k","k","short7"
11,34,"Fremder","teirnen","Matching",1,740,"L2m",4,"d","d","short7"
11,35,"Fremder","kes","Nonmatching",1,561,"L2n",3,"k","k","short7"
11,36,"Ich","kes","Matching",1,667,"L1m",1,"d","d","short7"
11,37,"Fremder","teirnen","Matching",1,816,"L2m",4,"d","d","short7"
11,38,"Fremder","kes","Nonmatching",1,607,"L2n",3,"k","k","short7"
11,39,"Ich","teirnen","Nonmatching",1,793,"L1n",2,"k","k","short7"
11,40,"Ich","kes","Matching",1,624,"L1m",1,"d","d","short7"
11,41,"Ich","kes","Matching",1,599,"L1m",1,"d","d","short7"
11,42,"Ich","teirnen","Nonmatching",1,611,"L1n",2,"k","k","short7"
11,43,"Fremder","teirnen","Matching",1,1089,"L2m",4,"d","d","short7"
11,44,"Fremder","kes","Nonmatching",1,804,"L2n",3,"k","k","short7"
11,45,"Ich","teirnen","Nonmatching",1,716,"L1n",2,"k","k","short7"
11,46,"Ich","kes","Matching",1,654,"L1m",1,"d","d","short7"
11,47,"Fremder","teirnen","Matching",0,675,"L2m",4,"k","d","short7"
11,48,"Fremder","kes","Nonmatching",1,765,"L2n",3,"k","k","short7"
11,49,"Ich","kes","Matching",1,916,"L1m",1,"d","d","short7"
11,50,"Ich","teirnen","Nonmatching",1,705,"L1n",2,"k","k","short7"
11,51,"Fremder","kes","Nonmatching",1,764,"L2n",3,"k","k","short7"
11,52,"Fremder","teirnen","Matching",0,509,"L2m",4,"k","d","short7"
11,53,"Ich","kes","Matching",1,634,"L1m",1,"d","d","short7"
11,54,"Ich","teirnen","Nonmatching",1,677,"L1n",2,"k","k","short7"
11,55,"Fremder","kes","Nonmatching",1,501,"L2n",3,"k","k","short7"
11,56,"Fremder","teirnen","Matching",1,1063,"L2m",4,"d","d","short7"
11,57,"Ich","kes","Matching",1,721,"L1m",1,"d","d","short7"
11,58,"Fremder","kes","Nonmatching",1,819,"L2n",3,"k","k","short7"
11,59,"Ich","teirnen","Nonmatching",1,737,"L1n",2,"k","k","short7"
11,60,"Fremder","teirnen","Matching",1,811,"L2m",4,"d","d","short7"
11,61,"Ich","teirnen","Nonmatching",1,812,"L1n",2,"k","k","short7"
11,62,"Ich","kes","Matching",1,945,"L1m",1,"d","d","short7"
11,63,"Fremder","teirnen","Matching",1,771,"L2m",4,"d","d","short7"
11,64,"Fremder","kes","Nonmatching",1,591,"L2n",3,"k","k","short7"
11,65,"Fremder","kes","Nonmatching",1,669,"L2n",3,"k","k","short7"
11,66,"Ich","teirnen","Nonmatching",1,577,"L1n",2,"k","k","short7"
11,67,"Ich","kes","Matching",1,590,"L1m",1,"d","d","short7"
11,68,"Fremder","teirnen","Matching",1,967,"L2m",4,"d","d","short7"
11,69,"Ich","kes","Matching",1,581,"L1m",1,"d","d","short7"
11,70,"Fremder","kes","Nonmatching",1,777,"L2n",3,"k","k","short7"
11,71,"Ich","teirnen","Nonmatching",1,656,"L1n",2,"k","k","short7"
11,72,"Fremder","teirnen","Matching",1,635,"L2m",4,"d","d","short7"
11,73,"Fremder","kes","Nonmatching",1,619,"L2n",3,"k","k","short7"
11,74,"Fremder","teirnen","Matching",1,636,"L2m",4,"d","d","short7"
11,75,"Ich","kes","Matching",1,522,"L1m",1,"d","d","short7"
11,76,"Ich","teirnen","Nonmatching",1,764,"L1n",2,"k","k","short7"
11,77,"Ich","teirnen","Nonmatching",1,1928,"L1n",2,"k","k","short7"
11,78,"Fremder","kes","Nonmatching",0,547,"L2n",3,"d","k","short7"
11,79,"Fremder","teirnen","Matching",1,860,"L2m",4,"d","d","short7"
11,80,"Ich","kes","Matching",1,741,"L1m",1,"d","d","short7"
11,81,"Fremder","teirnen","Matching",1,630,"L2m",4,"d","d","short7"
11,82,"Fremder","kes","Nonmatching",1,696,"L2n",3,"k","k","short7"
11,83,"Ich","teirnen","Nonmatching",1,1308,"L1n",2,"k","k","short7"
11,84,"Ich","kes","Matching",1,911,"L1m",1,"d","d","short7"
11,85,"Fremder","kes","Nonmatching",1,662,"L2n",3,"k","k","short7"
