"Subject","Block","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"19","2","rhomboid","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1045","1.045","1"
"19","2","triangle","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","895","0.895","1"
"19","2","rhomboid","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1072","1.072","1"
"19","2","triangle","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","860","0.86","1"
"19","3","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","972","0.972","1"
"19","3","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","809","0.809","1"
"19","3","triangle","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","1050","1.05","1"
"19","3","octagon","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","757","0.757","1"
"19","3","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","903","0.903","1"
"19","3","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","795","0.795","0"
"19","3","triangle","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","886","0.886","0"
"19","3","triangle","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","828","0.828","1"
"19","3","diamond","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","1099","1.099","1"
"19","3","rhomboid","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1084","1.084","1"
"19","3","diamond","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","940","0.94","1"
"19","3","octagon","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","855","0.855","1"
"19","3","rhomboid","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1257","1.257","1"
"19","3","triangle","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","1210","1.21","1"
"19","3","rhomboid","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","1186","1.186","1"
"19","3","rhomboid","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","981","0.981","1"
"20","1","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","844","0.844","1"
"20","1","square","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","674","0.674","0"
"20","1","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","757","0.757","1"
"20","1","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","770","0.77","1"
"20","1","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","656","0.656","0"
"20","1","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","790","0.79","1"
"20","1","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","800","0.8","1"
"20","1","square","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1188","1.188","1"
"20","1","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","832","0.832","1"
"20","1","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","967","0.967","1"
"20","1","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","m","894","0.894","1"
"20","1","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","929","0.929","1"
"20","1","square","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","820","0.82","1"
"20","1","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","831","0.831","1"
"20","1","square","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","796","0.796","0"
"20","1","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","840","0.84","1"
"20","2","square","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","805","0.805","1"
"20","2","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","963","0.963","1"
"20","2","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","899","0.899","1"
"20","2","square","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","813","0.813","0"
"20","2","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","801","0.801","1"
"20","2","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","754","0.754","0"
"20","2","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","732","0.732","1"
"20","2","square","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1108","1.108","1"
"20","2","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","696","0.696","0"
"20","2","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","950","0.95","0"
"20","2","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","1217","1.217","1"
"20","2","square","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","759","0.759","1"
"20","2","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","707","0.707","0"
"20","2","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","930","0.93","1"
"20","2","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","995","0.995","1"
"20","2","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","760","0.76","1"
"20","3","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","timeout","1652","1.652","0"
"20","3","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","815","0.815","1"
"20","3","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","982","0.982","1"
"20","3","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","722","0.722","1"
"20","3","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","628","0.628","1"
"20","3","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","660","0.66","0"
"20","3","square","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","754","0.754","1"
"20","3","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","747","0.747","1"
"20","3","kite","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","690","0.69","0"
"20","3","trapeze","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","1620","1.62","1"
"20","3","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","1066","1.066","0"
"20","3","square","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","1037","1.037","1"
"20","3","square","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","646","0.646","1"
"20","3","square","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","856","0.856","1"
"20","3","kite","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","684","0.684","1"
"20","3","trapeze","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","714","0.714","1"
"20","1","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","995","0.995","0"
"20","1","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","683","0.683","1"
"20","1","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","698","0.698","1"
"20","1","triangle","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","952","0.952","1"
"20","1","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","745","0.745","0"
"20","1","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","768","0.768","1"
"20","1","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","820","0.82","0"
"20","1","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","672","0.672","1"
"20","1","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1408","1.408","1"
"20","1","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","641","0.641","1"
"20","1","triangle","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","681","0.681","0"
"20","1","triangle","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","566","0.566","1"
"20","1","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","667","0.667","0"
"20","1","triangle","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","780","0.78","0"
"20","1","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","904","0.904","1"
"20","1","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","1183","1.183","0"
"20","2","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","788","0.788","1"
"20","2","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","873","0.873","1"
"20","2","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","769","0.769","0"
"20","2","diamond","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","756","0.756","1"
"20","2","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","1014","1.014","1"
"20","2","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","c","661","0.661","1"
"20","2","triangle","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","1439","1.439","1"
"20","2","triangle","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","c","833","0.833","1"
"20","2","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","678","0.678","1"
"20","2","diamond","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","656","0.656","0"
"20","2","triangle","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","799","0.799","0"
"20","2","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","927","0.927","0"
"20","2","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","729","0.729","1"
"20","2","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","849","0.849","0"
