"Subject","Subject_EPrime","Session","Group","SessionDate","Phase","Block","TrialList.Sample","Target","Shape","Label","YesNoResp","CorrectAnswer","Target.ACC","Target.RT","Target.RESP","Target.CRESP","Priming"
"3","103","2","1","11-01-2017","formal",4,37,"T.bmp","Self","Fremder","No","m","1","418","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,38,"T.bmp","Self","Freund","No","m","0","581","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,39,"S.bmp","Stranger","Freund","No","m","1","369","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,40,"T.bmp","Self","Sie","Yes","n","0","453","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,41,"C.bmp","Friend","Freund","Yes","n","1","410","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,42,"T.bmp","Self","Sie","Yes","n","1","494","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,43,"S.bmp","Stranger","Fremder","Yes","n","0","474","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,44,"S.bmp","Stranger","Sie","No","m","0","280","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,45,"C.bmp","Friend","Sie","No","m","1","531","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,46,"S.bmp","Stranger","Fremder","Yes","n","0","223","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,47,"C.bmp","Friend","Freund","Yes","n","0","508","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,48,"C.bmp","Friend","Fremder","No","m","1","1081","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,49,"C.bmp","Friend","Freund","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,50,"T.bmp","Self","Sie","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,51,"S.bmp","Stranger","Sie","No","m","0","481","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,52,"C.bmp","Friend","Freund","Yes","n","0","341","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,53,"T.bmp","Self","Sie","Yes","n","1","215","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,54,"S.bmp","Stranger","Fremder","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,55,"T.bmp","Self","Fremder","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,56,"S.bmp","Stranger","Freund","No","m","0","619","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,57,"C.bmp","Friend","Sie","No","m","1","364","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,58,"T.bmp","Self","Freund","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,59,"S.bmp","Stranger","Fremder","Yes","n","0","67","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,60,"C.bmp","Friend","Fremder","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,1,"T.bmp","Self","Sie","Yes","n","1","426","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,2,"T.bmp","Self","Fremder","No","m","1","446","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,3,"S.bmp","Stranger","Freund","No","m","1","723","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,4,"C.bmp","Friend","Freund","Yes","n","1","415","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,5,"S.bmp","Stranger","Sie","No","m","1","499","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,6,"C.bmp","Friend","Fremder","No","m","0","631","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,7,"T.bmp","Self","Freund","No","m","1","732","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,8,"S.bmp","Stranger","Fremder","Yes","n","0","552","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,9,"T.bmp","Self","Sie","Yes","n","1","598","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,10,"C.bmp","Friend","Sie","No","m","1","585","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,11,"S.bmp","Stranger","Fremder","Yes","n","0","573","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,12,"C.bmp","Friend","Freund","Yes","n","1","585","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,13,"S.bmp","Stranger","Fremder","Yes","n","0","566","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,14,"S.bmp","Stranger","Fremder","Yes","n","1","642","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,15,"C.bmp","Friend","Fremder","No","m","1","551","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,16,"T.bmp","Self","Sie","Yes","n","1","402","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,17,"T.bmp","Self","Freund","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,18,"C.bmp","Friend","Freund","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,19,"T.bmp","Self","Sie","Yes","n","1","409","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,20,"S.bmp","Stranger","Freund","No","m","1","520","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,21,"S.bmp","Stranger","Sie","No","m","0","434","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,22,"T.bmp","Self","Fremder","No","m","0","655","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,23,"C.bmp","Friend","Sie","No","m","1","693","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,24,"C.bmp","Friend","Freund","Yes","n","0","623","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,25,"C.bmp","Friend","Freund","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,26,"T.bmp","Self","Sie","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,27,"T.bmp","Self","Sie","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,28,"S.bmp","Stranger","Freund","No","m","1","560","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,29,"T.bmp","Self","Freund","No","m","0","620","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,30,"C.bmp","Friend","Fremder","No","m","1","529","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,31,"T.bmp","Self","Fremder","No","m","0","205","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,32,"S.bmp","Stranger","Fremder","Yes","n","0","305","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,33,"S.bmp","Stranger","Sie","No","m","1","461","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,34,"C.bmp","Friend","Freund","Yes","n","1","801","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,35,"S.bmp","Stranger","Fremder","Yes","n","0","556","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,36,"C.bmp","Friend","Sie","No","m","0","626","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,37,"S.bmp","Stranger","Fremder","Yes","n","0","413","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,38,"C.bmp","Friend","Freund","Yes","n","1","322","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,39,"C.bmp","Friend","Freund","Yes","n","0","205","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,40,"T.bmp","Self","Freund","No","m","1","240","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,41,"S.bmp","Stranger","Sie","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,42,"C.bmp","Friend","Fremder","No","m","1","219","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,43,"S.bmp","Stranger","Fremder","Yes","n","0","44","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,44,"T.bmp","Self","Fremder","No","m","0","289","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,45,"T.bmp","Self","Sie","Yes","n","0","278","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,46,"C.bmp","Friend","Sie","No","m","1","538","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,47,"S.bmp","Stranger","Freund","No","m","1","646","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,48,"T.bmp","Self","Sie","Yes","n","1","565","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,49,"S.bmp","Stranger","Fremder","Yes","n","0","414","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,50,"C.bmp","Friend","Sie","No","m","0","507","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,51,"C.bmp","Friend","Freund","Yes","n","0","415","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,52,"T.bmp","Self","Sie","Yes","n","1","493","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,53,"T.bmp","Self","Fremder","No","m","1","545","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,54,"T.bmp","Self","Sie","Yes","n","1","567","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,55,"C.bmp","Friend","Fremder","No","m","1","488","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,56,"S.bmp","Stranger","Fremder","Yes","n","0","612","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,57,"S.bmp","Stranger","Sie","No","m","0","529","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,58,"S.bmp","Stranger","Freund","No","m","1","574","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,59,"T.bmp","Self","Freund","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",5,60,"C.bmp","Friend","Freund","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,1,"S.bmp","Stranger","Fremder","Yes","n","0","581","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,2,"T.bmp","Self","Fremder","No","m","0","409","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,3,"T.bmp","Self","Freund","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,4,"S.bmp","Stranger","Fremder","Yes","n","0","706","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,5,"S.bmp","Stranger","Sie","No","m","0","582","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,6,"T.bmp","Self","Sie","Yes","n","1","458","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,7,"T.bmp","Self","Sie","Yes","n","1","470","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,8,"C.bmp","Friend","Freund","Yes","n","0","531","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,9,"C.bmp","Friend","Fremder","No","m","0","671","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,10,"C.bmp","Friend","Freund","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,11,"C.bmp","Friend","Sie","No","m","1","890","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,12,"S.bmp","Stranger","Freund","No","m","0","670","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,13,"C.bmp","Friend","Freund","Yes","n","0","523","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,14,"S.bmp","Stranger","Sie","No","m","0","671","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,15,"T.bmp","Self","Sie","Yes","n","0","427","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,16,"C.bmp","Friend","Freund","Yes","n","0","456","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,17,"S.bmp","Stranger","Fremder","Yes","n","1","347","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,18,"C.bmp","Friend","Sie","No","m","0","464","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,19,"C.bmp","Friend","Fremder","No","m","0","964","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,20,"T.bmp","Self","Fremder","No","m","0","511","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,21,"T.bmp","Self","Freund","No","m","1","179","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,22,"T.bmp","Self","Sie","Yes","n","0","367","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,23,"S.bmp","Stranger","Freund","No","m","1","522","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,24,"S.bmp","Stranger","Fremder","Yes","n","1","294","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,25,"S.bmp","Stranger","Freund","No","m","1","538","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,26,"C.bmp","Friend","Freund","Yes","n","1","406","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,27,"S.bmp","Stranger","Sie","No","m","1","723","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,28,"C.bmp","Friend","Freund","Yes","n","1","431","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,29,"S.bmp","Stranger","Fremder","Yes","n","0","595","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,30,"C.bmp","Friend","Fremder","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,31,"S.bmp","Stranger","Fremder","Yes","n","1","676","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,32,"T.bmp","Self","Freund","No","m","1","512","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,33,"T.bmp","Self","Sie","Yes","n","1","460","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,34,"T.bmp","Self","Fremder","No","m","1","497","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,35,"T.bmp","Self","Sie","Yes","n","1","782","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,36,"C.bmp","Friend","Sie","No","m","1","769","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,37,"S.bmp","Stranger","Sie","No","m","0","446","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,38,"T.bmp","Self","Fremder","No","m","1","594","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,39,"C.bmp","Friend","Fremder","No","m","1","550","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,40,"S.bmp","Stranger","Freund","No","m","0","443","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,41,"C.bmp","Friend","Sie","No","m","1","360","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,42,"C.bmp","Friend","Freund","Yes","n","0","515","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,43,"T.bmp","Self","Sie","Yes","n","0","255","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,44,"S.bmp","Stranger","Fremder","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,45,"T.bmp","Self","Sie","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,46,"C.bmp","Friend","Freund","Yes","n","1","332","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,47,"S.bmp","Stranger","Fremder","Yes","n","0","426","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,48,"T.bmp","Self","Freund","No","m","1","934","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,49,"S.bmp","Stranger","Freund","No","m","1","617","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,50,"T.bmp","Self","Sie","Yes","n","1","407","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,51,"C.bmp","Friend","Freund","Yes","n","0","427","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,52,"C.bmp","Friend","Fremder","No","m","1","686","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,53,"S.bmp","Stranger","Sie","No","m","0","594","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,54,"S.bmp","Stranger","Fremder","Yes","n","1","424","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,55,"C.bmp","Friend","Sie","No","m","1","220","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,56,"T.bmp","Self","Freund","No","m","1","648","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,57,"T.bmp","Self","Fremder","No","m","1","1029","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,58,"C.bmp","Friend","Freund","Yes","n","0","769","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,59,"S.bmp","Stranger","Fremder","Yes","n","0","557","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",6,60,"T.bmp","Self","Sie","Yes","n","1","329","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","practice",NA,1,"C.bmp","Friend","Fremder","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","practice",NA,2,"T.bmp","Self","Fremder","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","practice",NA,3,"C.bmp","Friend","Sie","No","m","0","300","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","practice",NA,4,"T.bmp","Self","Sie","Yes","n","0","241","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","practice",NA,5,"S.bmp","Stranger","Sie","No","m","0","405","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","practice",NA,6,"T.bmp","Self","Freund","No","m","0","329","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","practice",NA,7,"C.bmp","Friend","Freund","Yes","n","0","294","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","practice",NA,8,"S.bmp","Stranger","Freund","No","m","1","466","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","practice",NA,9,"S.bmp","Stranger","Fremder","Yes","n","0","438","m","n","Counter-Imitation (2)"
