"Subject","Session","SessionDate","Phase","Block","TrialList.Sample","Target","Shape","Label","YesNoResp","CorrectAnswer","Target.ACC","Target.RT","Target.RESP","Target.CRESP","Priming"
"112","1","04-24-2017","formal",5,47,"S.bmp","Stranger","Sie","No","n","0","715","m","n","imitation"
"112","1","04-24-2017","formal",5,48,"C.bmp","Friend","Fremder","No","n","1","838","n","n","imitation"
"112","1","04-24-2017","formal",5,49,"C.bmp","Friend","Fremder","No","n","0","0","","n","imitation"
"112","1","04-24-2017","formal",5,50,"C.bmp","Friend","Sie","No","n","1","748","n","n","imitation"
"112","1","04-24-2017","formal",5,51,"T.bmp","Self","Sie","Yes","m","0","487","n","m","imitation"
"112","1","04-24-2017","formal",5,52,"T.bmp","Self","Fremder","No","n","1","779","n","n","imitation"
"112","1","04-24-2017","formal",5,53,"T.bmp","Self","Sie","Yes","m","1","517","m","m","imitation"
"112","1","04-24-2017","formal",5,54,"T.bmp","Self","Freund","No","n","0","680","m","n","imitation"
"112","1","04-24-2017","formal",5,55,"C.bmp","Friend","Freund","Yes","m","1","611","m","m","imitation"
"112","1","04-24-2017","formal",5,56,"S.bmp","Stranger","Fremder","Yes","m","1","542","m","m","imitation"
"112","1","04-24-2017","formal",5,57,"S.bmp","Stranger","Fremder","Yes","m","0","473","n","m","imitation"
"112","1","04-24-2017","formal",5,58,"S.bmp","Stranger","Freund","No","n","0","572","m","n","imitation"
"112","1","04-24-2017","formal",5,59,"S.bmp","Stranger","Sie","No","n","0","0","","n","imitation"
"112","1","04-24-2017","formal",5,60,"C.bmp","Friend","Freund","Yes","m","1","322","m","m","imitation"
"112","1","04-24-2017","formal",6,1,"T.bmp","Self","Fremder","No","n","1","768","n","n","imitation"
"112","1","04-24-2017","formal",6,2,"T.bmp","Self","Sie","Yes","m","1","579","m","m","imitation"
"112","1","04-24-2017","formal",6,3,"C.bmp","Friend","Freund","Yes","m","1","622","m","m","imitation"
"112","1","04-24-2017","formal",6,4,"S.bmp","Stranger","Freund","No","n","0","481","m","n","imitation"
"112","1","04-24-2017","formal",6,5,"S.bmp","Stranger","Sie","No","n","1","668","n","n","imitation"
"112","1","04-24-2017","formal",6,6,"T.bmp","Self","Sie","Yes","m","1","543","m","m","imitation"
"112","1","04-24-2017","formal",6,7,"S.bmp","Stranger","Fremder","Yes","m","1","698","m","m","imitation"
"112","1","04-24-2017","formal",6,8,"T.bmp","Self","Freund","No","n","1","821","n","n","imitation"
"112","1","04-24-2017","formal",6,9,"S.bmp","Stranger","Fremder","Yes","m","1","808","m","m","imitation"
"112","1","04-24-2017","formal",6,10,"C.bmp","Friend","Sie","No","n","1","699","n","n","imitation"
"112","1","04-24-2017","formal",6,11,"C.bmp","Friend","Freund","Yes","m","1","502","m","m","imitation"
"112","1","04-24-2017","formal",6,12,"C.bmp","Friend","Fremder","No","n","1","617","n","n","imitation"
"112","1","04-24-2017","formal",6,13,"C.bmp","Friend","Sie","No","n","1","620","n","n","imitation"
"112","1","04-24-2017","formal",6,14,"S.bmp","Stranger","Sie","No","n","0","519","m","n","imitation"
"112","1","04-24-2017","formal",6,15,"S.bmp","Stranger","Fremder","Yes","m","1","650","m","m","imitation"
"112","1","04-24-2017","formal",6,16,"S.bmp","Stranger","Freund","No","n","1","693","n","n","imitation"
"112","1","04-24-2017","formal",6,17,"C.bmp","Friend","Fremder","No","n","0","599","m","n","imitation"
"112","1","04-24-2017","formal",6,18,"T.bmp","Self","Freund","No","n","1","763","n","n","imitation"
"112","1","04-24-2017","formal",6,19,"C.bmp","Friend","Freund","Yes","m","1","725","m","m","imitation"
"112","1","04-24-2017","formal",6,20,"S.bmp","Stranger","Fremder","Yes","m","0","577","n","m","imitation"
"112","1","04-24-2017","formal",6,21,"C.bmp","Friend","Freund","Yes","m","0","0","","m","imitation"
"112","1","04-24-2017","formal",6,22,"T.bmp","Self","Sie","Yes","m","1","687","m","m","imitation"
"112","1","04-24-2017","formal",6,23,"T.bmp","Self","Fremder","No","n","1","482","n","n","imitation"
"112","1","04-24-2017","formal",6,24,"T.bmp","Self","Sie","Yes","m","1","669","m","m","imitation"
"112","1","04-24-2017","formal",6,25,"S.bmp","Stranger","Fremder","Yes","m","0","520","n","m","imitation"
"112","1","04-24-2017","formal",6,26,"C.bmp","Friend","Fremder","No","n","0","0","","n","imitation"
"112","1","04-24-2017","formal",6,27,"S.bmp","Stranger","Freund","No","n","0","613","m","n","imitation"
"112","1","04-24-2017","formal",6,28,"T.bmp","Self","Fremder","No","n","1","808","n","n","imitation"
"112","1","04-24-2017","formal",6,29,"T.bmp","Self","Sie","Yes","m","0","516","n","m","imitation"
"112","1","04-24-2017","formal",6,30,"C.bmp","Friend","Freund","Yes","m","1","567","m","m","imitation"
"112","1","04-24-2017","formal",6,31,"T.bmp","Self","Sie","Yes","m","0","538","n","m","imitation"
"112","1","04-24-2017","formal",6,32,"T.bmp","Self","Freund","No","n","1","813","n","n","imitation"
"112","1","04-24-2017","formal",6,33,"S.bmp","Stranger","Sie","No","n","0","456","m","n","imitation"
"112","1","04-24-2017","formal",6,34,"C.bmp","Friend","Freund","Yes","m","0","346","n","m","imitation"
"112","1","04-24-2017","formal",6,35,"S.bmp","Stranger","Fremder","Yes","m","1","590","m","m","imitation"
"112","1","04-24-2017","formal",6,36,"C.bmp","Friend","Sie","No","n","1","649","n","n","imitation"
"112","1","04-24-2017","formal",6,37,"T.bmp","Self","Sie","Yes","m","1","443","m","m","imitation"
"112","1","04-24-2017","formal",6,38,"S.bmp","Stranger","Fremder","Yes","m","0","519","n","m","imitation"
"112","1","04-24-2017","formal",6,39,"T.bmp","Self","Sie","Yes","m","1","658","m","m","imitation"
"112","1","04-24-2017","formal",6,40,"C.bmp","Friend","Fremder","No","n","0","565","m","n","imitation"
"112","1","04-24-2017","formal",6,41,"S.bmp","Stranger","Freund","No","n","1","696","n","n","imitation"
"112","1","04-24-2017","formal",6,42,"S.bmp","Stranger","Fremder","Yes","m","1","746","m","m","imitation"
"112","1","04-24-2017","formal",6,43,"C.bmp","Friend","Sie","No","n","0","517","m","n","imitation"
"112","1","04-24-2017","formal",6,44,"T.bmp","Self","Fremder","No","n","1","440","n","n","imitation"
"112","1","04-24-2017","formal",6,45,"C.bmp","Friend","Freund","Yes","m","1","564","m","m","imitation"
"112","1","04-24-2017","formal",6,46,"S.bmp","Stranger","Sie","No","n","1","591","n","n","imitation"
"112","1","04-24-2017","formal",6,47,"T.bmp","Self","Freund","No","n","0","641","m","n","imitation"
"112","1","04-24-2017","formal",6,48,"C.bmp","Friend","Freund","Yes","m","1","677","m","m","imitation"
"112","1","04-24-2017","formal",6,49,"C.bmp","Friend","Freund","Yes","m","1","463","m","m","imitation"
"112","1","04-24-2017","formal",6,50,"S.bmp","Stranger","Freund","No","n","1","619","n","n","imitation"
"112","1","04-24-2017","formal",6,51,"T.bmp","Self","Sie","Yes","m","1","581","m","m","imitation"
"112","1","04-24-2017","formal",6,52,"S.bmp","Stranger","Fremder","Yes","m","1","720","m","m","imitation"
"112","1","04-24-2017","formal",6,53,"T.bmp","Self","Sie","Yes","m","1","443","m","m","imitation"
"112","1","04-24-2017","formal",6,54,"C.bmp","Friend","Freund","Yes","m","0","623","n","m","imitation"
"112","1","04-24-2017","formal",6,55,"T.bmp","Self","Fremder","No","n","0","0","","n","imitation"
"112","1","04-24-2017","formal",6,56,"S.bmp","Stranger","Fremder","Yes","m","1","653","m","m","imitation"
"112","1","04-24-2017","formal",6,57,"S.bmp","Stranger","Sie","No","n","1","535","n","n","imitation"
"112","1","04-24-2017","formal",6,58,"C.bmp","Friend","Fremder","No","n","0","546","m","n","imitation"
"112","1","04-24-2017","formal",6,59,"C.bmp","Friend","Sie","No","n","0","470","m","n","imitation"
"112","1","04-24-2017","formal",6,60,"T.bmp","Self","Freund","No","n","1","712","n","n","imitation"
"114","4","05-16-2017","practice",NA,1,"C.bmp","Stranger","Sie","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","practice",NA,2,"S.bmp","Self","Sie","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","practice",NA,3,"T.bmp","Friend","Freund","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","practice",NA,4,"C.bmp","Stranger","Freund","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","practice",NA,5,"S.bmp","Self","Freund","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","practice",NA,6,"S.bmp","Self","Fremder","No","n","0","347","m","n","be-imitated"
"114","4","05-16-2017","practice",NA,7,"T.bmp","Friend","Sie","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","practice",NA,8,"C.bmp","Stranger","Fremder","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","practice",NA,9,"T.bmp","Friend","Fremder","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",1,1,"S.bmp","Self","Freund","No","n","0","541","m","n","be-imitated"
"114","4","05-16-2017","formal",1,2,"T.bmp","Friend","Fremder","No","n","1","504","n","n","be-imitated"
"114","4","05-16-2017","formal",1,3,"C.bmp","Stranger","Sie","No","n","1","459","n","n","be-imitated"
"114","4","05-16-2017","formal",1,4,"T.bmp","Friend","Freund","Yes","m","1","694","m","m","be-imitated"
"114","4","05-16-2017","formal",1,5,"T.bmp","Friend","Freund","Yes","m","0","418","n","m","be-imitated"
"114","4","05-16-2017","formal",1,6,"C.bmp","Stranger","Fremder","Yes","m","1","621","m","m","be-imitated"
"114","4","05-16-2017","formal",1,7,"S.bmp","Self","Fremder","No","n","1","648","n","n","be-imitated"
"114","4","05-16-2017","formal",1,8,"C.bmp","Stranger","Fremder","Yes","m","1","595","m","m","be-imitated"
"114","4","05-16-2017","formal",1,9,"S.bmp","Self","Sie","Yes","m","0","589","n","m","be-imitated"
"114","4","05-16-2017","formal",1,10,"C.bmp","Stranger","Freund","No","n","0","769","m","n","be-imitated"
"114","4","05-16-2017","formal",1,11,"T.bmp","Friend","Sie","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",1,12,"S.bmp","Self","Sie","Yes","m","1","935","m","m","be-imitated"
"114","4","05-16-2017","formal",1,13,"S.bmp","Self","Sie","Yes","m","0","786","n","m","be-imitated"
"114","4","05-16-2017","formal",1,14,"S.bmp","Self","Sie","Yes","m","1","653","m","m","be-imitated"
"114","4","05-16-2017","formal",1,15,"C.bmp","Stranger","Sie","No","n","0","641","m","n","be-imitated"
"114","4","05-16-2017","formal",1,16,"C.bmp","Stranger","Fremder","Yes","m","0","610","n","m","be-imitated"
"114","4","05-16-2017","formal",1,17,"C.bmp","Stranger","Freund","No","n","0","831","m","n","be-imitated"
"114","4","05-16-2017","formal",1,18,"T.bmp","Friend","Sie","No","n","0","529","m","n","be-imitated"
"114","4","05-16-2017","formal",1,19,"S.bmp","Self","Fremder","No","n","0","869","m","n","be-imitated"
"114","4","05-16-2017","formal",1,20,"T.bmp","Friend","Freund","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",1,21,"T.bmp","Friend","Fremder","No","n","1","819","n","n","be-imitated"
"114","4","05-16-2017","formal",1,22,"T.bmp","Friend","Freund","Yes","m","0","701","n","m","be-imitated"
"114","4","05-16-2017","formal",1,23,"C.bmp","Stranger","Fremder","Yes","m","0","849","n","m","be-imitated"
"114","4","05-16-2017","formal",1,24,"S.bmp","Self","Freund","No","n","1","588","n","n","be-imitated"
"114","4","05-16-2017","formal",1,25,"S.bmp","Self","Sie","Yes","m","1","576","m","m","be-imitated"
"114","4","05-16-2017","formal",1,26,"S.bmp","Self","Fremder","No","n","0","474","m","n","be-imitated"
"114","4","05-16-2017","formal",1,27,"T.bmp","Friend","Freund","Yes","m","0","973","n","m","be-imitated"
"114","4","05-16-2017","formal",1,28,"S.bmp","Self","Freund","No","n","1","607","n","n","be-imitated"
"114","4","05-16-2017","formal",1,29,"T.bmp","Friend","Fremder","No","n","0","683","m","n","be-imitated"
"114","4","05-16-2017","formal",1,30,"T.bmp","Friend","Freund","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",1,31,"C.bmp","Stranger","Fremder","Yes","m","1","625","m","m","be-imitated"
"114","4","05-16-2017","formal",1,32,"S.bmp","Self","Sie","Yes","m","0","435","n","m","be-imitated"
"114","4","05-16-2017","formal",1,33,"C.bmp","Stranger","Fremder","Yes","m","1","774","m","m","be-imitated"
"114","4","05-16-2017","formal",1,34,"C.bmp","Stranger","Sie","No","n","1","1043","n","n","be-imitated"
"114","4","05-16-2017","formal",1,35,"T.bmp","Friend","Sie","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",1,36,"C.bmp","Stranger","Freund","No","n","0","688","m","n","be-imitated"
"114","4","05-16-2017","formal",1,37,"C.bmp","Stranger","Sie","No","n","1","412","n","n","be-imitated"
"114","4","05-16-2017","formal",1,38,"C.bmp","Stranger","Freund","No","n","0","350","m","n","be-imitated"
"114","4","05-16-2017","formal",1,39,"C.bmp","Stranger","Fremder","Yes","m","0","370","n","m","be-imitated"
"114","4","05-16-2017","formal",1,40,"T.bmp","Friend","Fremder","No","n","0","484","m","n","be-imitated"
"114","4","05-16-2017","formal",1,41,"S.bmp","Self","Fremder","No","n","0","799","m","n","be-imitated"
"114","4","05-16-2017","formal",1,42,"S.bmp","Self","Sie","Yes","m","1","835","m","m","be-imitated"
"114","4","05-16-2017","formal",1,43,"S.bmp","Self","Sie","Yes","m","1","781","m","m","be-imitated"
"114","4","05-16-2017","formal",1,44,"T.bmp","Friend","Sie","No","n","1","784","n","n","be-imitated"
"114","4","05-16-2017","formal",1,45,"S.bmp","Self","Freund","No","n","0","619","m","n","be-imitated"
"114","4","05-16-2017","formal",1,46,"C.bmp","Stranger","Fremder","Yes","m","1","831","m","m","be-imitated"
"114","4","05-16-2017","formal",1,47,"T.bmp","Friend","Freund","Yes","m","0","713","n","m","be-imitated"
"114","4","05-16-2017","formal",1,48,"T.bmp","Friend","Freund","Yes","m","1","1004","m","m","be-imitated"
"114","4","05-16-2017","formal",1,49,"C.bmp","Stranger","Fremder","Yes","m","0","920","n","m","be-imitated"
"114","4","05-16-2017","formal",1,50,"C.bmp","Stranger","Sie","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",1,51,"S.bmp","Self","Sie","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",1,52,"S.bmp","Self","Sie","Yes","m","0","657","n","m","be-imitated"
"114","4","05-16-2017","formal",1,53,"C.bmp","Stranger","Fremder","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",1,54,"T.bmp","Friend","Freund","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",1,55,"T.bmp","Friend","Fremder","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",1,56,"T.bmp","Friend","Sie","No","n","0","1004","m","n","be-imitated"
"114","4","05-16-2017","formal",1,57,"C.bmp","Stranger","Freund","No","n","0","687","m","n","be-imitated"
"114","4","05-16-2017","formal",1,58,"S.bmp","Self","Freund","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",1,59,"S.bmp","Self","Fremder","No","n","0","788","m","n","be-imitated"
"114","4","05-16-2017","formal",1,60,"T.bmp","Friend","Freund","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",2,1,"C.bmp","Stranger","Freund","No","n","0","766","m","n","be-imitated"
"114","4","05-16-2017","formal",2,2,"S.bmp","Self","Sie","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",2,3,"C.bmp","Stranger","Fremder","Yes","m","0","771","n","m","be-imitated"
"114","4","05-16-2017","formal",2,4,"S.bmp","Self","Sie","Yes","m","1","750","m","m","be-imitated"
"114","4","05-16-2017","formal",2,5,"T.bmp","Friend","Freund","Yes","m","0","793","n","m","be-imitated"
"114","4","05-16-2017","formal",2,6,"C.bmp","Stranger","Fremder","Yes","m","1","924","m","m","be-imitated"
"114","4","05-16-2017","formal",2,7,"T.bmp","Friend","Sie","No","n","0","1047","m","n","be-imitated"
"114","4","05-16-2017","formal",2,8,"T.bmp","Friend","Freund","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",2,9,"T.bmp","Friend","Fremder","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",2,10,"S.bmp","Self","Fremder","No","n","0","736","m","n","be-imitated"
"114","4","05-16-2017","formal",2,11,"C.bmp","Stranger","Sie","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",2,12,"S.bmp","Self","Freund","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",2,13,"S.bmp","Self","Sie","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",2,14,"C.bmp","Stranger","Freund","No","n","1","652","n","n","be-imitated"
"114","4","05-16-2017","formal",2,15,"S.bmp","Self","Sie","Yes","m","1","759","m","m","be-imitated"
"114","4","05-16-2017","formal",2,16,"T.bmp","Friend","Freund","Yes","m","0","554","n","m","be-imitated"
"114","4","05-16-2017","formal",2,17,"S.bmp","Self","Fremder","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",2,18,"T.bmp","Friend","Fremder","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",2,19,"C.bmp","Stranger","Fremder","Yes","m","0","459","n","m","be-imitated"
"114","4","05-16-2017","formal",2,20,"S.bmp","Self","Freund","No","n","0","422","m","n","be-imitated"
"114","4","05-16-2017","formal",2,21,"C.bmp","Stranger","Sie","No","n","0","1001","m","n","be-imitated"
"114","4","05-16-2017","formal",2,22,"T.bmp","Friend","Freund","Yes","m","1","1076","m","m","be-imitated"
"114","4","05-16-2017","formal",2,23,"C.bmp","Stranger","Fremder","Yes","m","0","919","n","m","be-imitated"
"114","4","05-16-2017","formal",2,24,"T.bmp","Friend","Sie","No","n","0","625","m","n","be-imitated"
"114","4","05-16-2017","formal",2,25,"C.bmp","Stranger","Fremder","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",2,26,"C.bmp","Stranger","Freund","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",2,27,"T.bmp","Friend","Sie","No","n","0","283","m","n","be-imitated"
"114","4","05-16-2017","formal",2,28,"S.bmp","Self","Sie","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",2,29,"C.bmp","Stranger","Fremder","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",2,30,"T.bmp","Friend","Freund","Yes","m","0","324","n","m","be-imitated"
"114","4","05-16-2017","formal",2,31,"T.bmp","Friend","Fremder","No","n","0","455","m","n","be-imitated"
"114","4","05-16-2017","formal",2,32,"C.bmp","Stranger","Sie","No","n","0","1090","m","n","be-imitated"
"114","4","05-16-2017","formal",2,33,"S.bmp","Self","Sie","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",2,34,"T.bmp","Friend","Freund","Yes","m","0","336","n","m","be-imitated"
"114","4","05-16-2017","formal",2,35,"S.bmp","Self","Freund","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",2,36,"S.bmp","Self","Fremder","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",2,37,"C.bmp","Stranger","Fremder","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",2,38,"C.bmp","Stranger","Fremder","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",2,39,"T.bmp","Friend","Freund","Yes","m","0","335","n","m","be-imitated"
"114","4","05-16-2017","formal",2,40,"C.bmp","Stranger","Freund","No","n","0","353","m","n","be-imitated"
"114","4","05-16-2017","formal",2,41,"S.bmp","Self","Sie","Yes","m","0","61","n","m","be-imitated"
"114","4","05-16-2017","formal",2,42,"T.bmp","Friend","Freund","Yes","m","0","391","n","m","be-imitated"
"114","4","05-16-2017","formal",2,43,"S.bmp","Self","Freund","No","n","0","898","m","n","be-imitated"
"114","4","05-16-2017","formal",2,44,"S.bmp","Self","Fremder","No","n","0","1078","m","n","be-imitated"
"114","4","05-16-2017","formal",2,45,"C.bmp","Stranger","Sie","No","n","1","1049","n","n","be-imitated"
"114","4","05-16-2017","formal",2,46,"T.bmp","Friend","Fremder","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",2,47,"S.bmp","Self","Sie","Yes","m","1","967","m","m","be-imitated"
"114","4","05-16-2017","formal",2,48,"T.bmp","Friend","Sie","No","n","1","618","n","n","be-imitated"
"114","4","05-16-2017","formal",2,49,"T.bmp","Friend","Fremder","No","n","0","781","m","n","be-imitated"
"114","4","05-16-2017","formal",2,50,"S.bmp","Self","Fremder","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",2,51,"T.bmp","Friend","Freund","Yes","m","1","1010","m","m","be-imitated"
"114","4","05-16-2017","formal",2,52,"C.bmp","Stranger","Freund","No","n","1","646","n","n","be-imitated"
"114","4","05-16-2017","formal",2,53,"S.bmp","Self","Sie","Yes","m","1","753","m","m","be-imitated"
"114","4","05-16-2017","formal",2,54,"C.bmp","Stranger","Fremder","Yes","m","0","900","n","m","be-imitated"
"114","4","05-16-2017","formal",2,55,"C.bmp","Stranger","Fremder","Yes","m","1","943","m","m","be-imitated"
"114","4","05-16-2017","formal",2,56,"C.bmp","Stranger","Sie","No","n","1","1018","n","n","be-imitated"
"114","4","05-16-2017","formal",2,57,"S.bmp","Self","Freund","No","n","0","829","m","n","be-imitated"
"114","4","05-16-2017","formal",2,58,"T.bmp","Friend","Freund","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",2,59,"T.bmp","Friend","Sie","No","n","1","779","n","n","be-imitated"
"114","4","05-16-2017","formal",2,60,"S.bmp","Self","Sie","Yes","m","1","918","m","m","be-imitated"
"114","4","05-16-2017","formal",3,1,"C.bmp","Stranger","Sie","No","n","0","931","m","n","be-imitated"
"114","4","05-16-2017","formal",3,2,"C.bmp","Stranger","Fremder","Yes","m","1","927","m","m","be-imitated"
"114","4","05-16-2017","formal",3,3,"S.bmp","Self","Freund","No","n","1","593","n","n","be-imitated"
"114","4","05-16-2017","formal",3,4,"S.bmp","Self","Fremder","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",3,5,"T.bmp","Friend","Sie","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",3,6,"T.bmp","Friend","Freund","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",3,7,"T.bmp","Friend","Fremder","No","n","1","413","n","n","be-imitated"
"114","4","05-16-2017","formal",3,8,"S.bmp","Self","Sie","Yes","m","1","728","m","m","be-imitated"
"114","4","05-16-2017","formal",3,9,"C.bmp","Stranger","Freund","No","n","1","660","n","n","be-imitated"
"114","4","05-16-2017","formal",3,10,"T.bmp","Friend","Freund","Yes","m","0","974","n","m","be-imitated"
"114","4","05-16-2017","formal",3,11,"S.bmp","Self","Sie","Yes","m","1","913","m","m","be-imitated"
"114","4","05-16-2017","formal",3,12,"C.bmp","Stranger","Fremder","Yes","m","1","1085","m","m","be-imitated"
"114","4","05-16-2017","formal",3,13,"C.bmp","Stranger","Fremder","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",3,14,"T.bmp","Friend","Sie","No","n","0","0","","n","be-imitated"
"114","4","05-16-2017","formal",3,15,"C.bmp","Stranger","Fremder","Yes","m","1","357","m","m","be-imitated"
"114","4","05-16-2017","formal",3,16,"T.bmp","Friend","Fremder","No","n","1","424","n","n","be-imitated"
"114","4","05-16-2017","formal",3,17,"C.bmp","Stranger","Freund","No","n","0","691","m","n","be-imitated"
"114","4","05-16-2017","formal",3,18,"S.bmp","Self","Fremder","No","n","0","1046","m","n","be-imitated"
"114","4","05-16-2017","formal",3,19,"T.bmp","Friend","Freund","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",3,20,"T.bmp","Friend","Freund","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",3,21,"C.bmp","Stranger","Sie","No","n","1","688","n","n","be-imitated"
"114","4","05-16-2017","formal",3,22,"S.bmp","Self","Freund","No","n","0","922","m","n","be-imitated"
"114","4","05-16-2017","formal",3,23,"S.bmp","Self","Sie","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",3,24,"S.bmp","Self","Sie","Yes","m","1","761","m","m","be-imitated"
"114","4","05-16-2017","formal",3,25,"C.bmp","Stranger","Freund","No","n","1","523","n","n","be-imitated"
"114","4","05-16-2017","formal",3,26,"S.bmp","Self","Sie","Yes","m","1","415","m","m","be-imitated"
"114","4","05-16-2017","formal",3,27,"T.bmp","Friend","Fremder","No","n","0","650","m","n","be-imitated"
"114","4","05-16-2017","formal",3,28,"S.bmp","Self","Freund","No","n","1","477","n","n","be-imitated"
"114","4","05-16-2017","formal",3,29,"C.bmp","Stranger","Sie","No","n","0","624","m","n","be-imitated"
"114","4","05-16-2017","formal",3,30,"C.bmp","Stranger","Fremder","Yes","m","0","0","","m","be-imitated"
"114","4","05-16-2017","formal",3,31,"S.bmp","Self","Fremder","No","n","0","470","m","n","be-imitated"
"114","4","05-16-2017","formal",3,32,"T.bmp","Friend","Sie","No","n","1","513","n","n","be-imitated"
"114","4","05-16-2017","formal",3,33,"T.bmp","Friend","Freund","Yes","m","0","612","n","m","be-imitated"
"114","4","05-16-2017","formal",3,34,"S.bmp","Self","Sie","Yes","m","1","528","m","m","be-imitated"
"114","4","05-16-2017","formal",3,35,"T.bmp","Friend","Freund","Yes","m","0","722","n","m","be-imitated"
"114","4","05-16-2017","formal",3,36,"C.bmp","Stranger","Fremder","Yes","m","1","557","m","m","be-imitated"
"114","4","05-16-2017","formal",3,37,"S.bmp","Self","Sie","Yes","m","1","648","m","m","be-imitated"
"114","4","05-16-2017","formal",3,38,"T.bmp","Friend","Sie","No","n","1","667","n","n","be-imitated"
"114","4","05-16-2017","formal",3,39,"S.bmp","Self","Sie","Yes","m","0","599","n","m","be-imitated"
"114","4","05-16-2017","formal",3,40,"S.bmp","Self","Fremder","No","n","0","625","m","n","be-imitated"
"114","4","05-16-2017","formal",3,41,"C.bmp","Stranger","Sie","No","n","0","676","m","n","be-imitated"
"114","4","05-16-2017","formal",3,42,"T.bmp","Friend","Fremder","No","n","1","567","n","n","be-imitated"
"114","4","05-16-2017","formal",3,43,"C.bmp","Stranger","Fremder","Yes","m","1","410","m","m","be-imitated"
"114","4","05-16-2017","formal",3,44,"S.bmp","Self","Freund","No","n","1","357","n","n","be-imitated"
"114","4","05-16-2017","formal",3,45,"T.bmp","Friend","Freund","Yes","m","0","408","n","m","be-imitated"
"114","4","05-16-2017","formal",3,46,"C.bmp","Stranger","Fremder","Yes","m","1","364","m","m","be-imitated"
"114","4","05-16-2017","formal",3,47,"C.bmp","Stranger","Freund","No","n","0","350","m","n","be-imitated"
"114","4","05-16-2017","formal",3,48,"T.bmp","Friend","Freund","Yes","m","1","433","m","m","be-imitated"
"114","4","05-16-2017","formal",3,49,"C.bmp","Stranger","Fremder","Yes","m","1","652","m","m","be-imitated"
"114","4","05-16-2017","formal",3,50,"T.bmp","Friend","Freund","Yes","m","1","895","m","m","be-imitated"
"114","4","05-16-2017","formal",3,51,"C.bmp","Stranger","Freund","No","n","0","811","m","n","be-imitated"
"114","4","05-16-2017","formal",3,52,"T.bmp","Friend","Fremder","No","n","0","829","m","n","be-imitated"
"114","4","05-16-2017","formal",3,53,"S.bmp","Self","Freund","No","n","1","1064","n","n","be-imitated"
"114","4","05-16-2017","formal",3,54,"T.bmp","Friend","Freund","Yes","m","1","1003","m","m","be-imitated"
"114","4","05-16-2017","formal",3,55,"S.bmp","Self","Sie","Yes","m","1","950","m","m","be-imitated"
"114","4","05-16-2017","formal",3,56,"C.bmp","Stranger","Fremder","Yes","m","0","873","n","m","be-imitated"
