"Subject","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC","Face"
"4","46","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","552","0.552","1","f15"
"4","47","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1153","1.153","1","f15"
"4","48","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","456","0.456","1","m35"
"4","49","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","396","0.396","1","f18"
"4","50","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","329","0.329","1","m35"
"4","51","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","474","0.474","1","f27"
"4","52","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","291","0.291","1","m35"
"4","53","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","370","0.37","1","f18"
"4","54","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","454","0.454","1","f15"
"4","55","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","496","0.496","0","f4"
"4","56","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","382","0.382","1","m38"
"4","57","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","426","0.426","1","m33"
"4","58","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1008","1.008","1","f18"
"4","59","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","347","0.347","1","m38"
"4","60","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1189","1.189","1","m33"
"4","61","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","666","0.666","1","m33"
"4","62","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","400","0.4","0","f4"
"4","63","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","898","0.898","1","f27"
"4","64","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","435","0.435","1","f18"
"5","1","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","2148.8","2.1488","0","m33"
"5","2","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","2531.6","2.5316","1","m35"
"5","3","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1795.3","1.7953","0","m38"
"5","4","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","447.6","0.4476","0","m34"
"5","5","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","2803.6","2.8036","0","f18"
"5","6","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","773","0.773","1","f15"
"5","7","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","910.1","0.9101","1","f27"
"5","8","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1130.8","1.1308","1","f18"
"5","9","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1016.4","1.0164","1","m34"
"5","10","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","863.7","0.8637","1","f27"
"5","11","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","616.6","0.6166","1","f15"
"5","12","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1288.6","1.2886","1","f4"
"5","13","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","973.5","0.9735","0","f4"
"5","14","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1494.3","1.4943","1","m33"
"5","15","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1794.7","1.7947","0","m35"
"5","16","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","3864.5","3.8645","0","m34"
"5","17","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","3485.2","3.4852","0","f18"
"5","18","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","602.6","0.6026","1","m35"
"5","19","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","572.1","0.5721","1","f4"
"5","20","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","736.4","0.7364","1","m35"
"5","21","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1918.3","1.9183","1","f27"
"5","22","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1258.3","1.2583","0","m38"
"5","23","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1016.7","1.0167","0","m33"
"5","24","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","904.8","0.9048","1","f15"
"5","25","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","2046.4","2.0464","1","m38"
"5","26","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","396","0.396","1","f27"
"5","27","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","647.7","0.6477","1","m35"
"5","28","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","953.6","0.9536","1","m33"
"5","29","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1216.8","1.2168","0","f4"
"5","30","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","627.5","0.6275","1","m33"
"5","31","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","693.6","0.6936","1","f18"
"5","32","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","789","0.789","1","f15"
"5","33","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1331.7","1.3317","1","m38"
"5","34","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","624.9","0.6249","1","m35"
"5","35","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","619.9","0.6199","0","m38"
"5","36","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1073.3","1.0733","1","m33"
"5","37","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","896.4","0.8964","0","f27"
"5","38","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","961.9","0.9619","1","m34"
"5","39","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2160.1","2.1601","1","f4"
"5","40","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","749.6","0.7496","0","f27"
"5","41","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","583.6","0.5836","1","f18"
"5","42","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","539.7","0.5397","1","m34"
"5","43","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","692","0.692","1","f18"
"5","44","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","544.4","0.5444","1","f4"
"5","45","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1085.5","1.0855","1","f18"
"5","46","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","780.5","0.7805","1","m33"
"5","47","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1494.3","1.4943","1","m38"
"5","48","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1417.1","1.4171","0","m34"
"5","49","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","886.3","0.8863","0","m35"
"5","50","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","2873.1","2.8731","0","f4"
"5","51","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1201.9","1.2019","1","f4"
"5","52","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","967.8","0.9678","1","m35"
"5","53","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1052.9","1.0529","1","f15"
"5","54","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1204.3","1.2043","1","m34"
"5","55","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","698.2","0.6982","1","m34"
"5","56","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","998.4","0.9984","1","m33"
"5","57","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1203.3","1.2033","1","m38"
"5","58","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1307.2","1.3072","1","f27"
"5","59","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1322.3","1.3223","0","f18"
"5","60","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","548.3","0.5483","1","f15"
"5","61","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","767.2","0.7672","1","f15"
"5","62","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","897.1","0.8971","1","f15"
"5","63","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","715","0.715","0","f27"
"5","64","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","786.6","0.7866","0","m38"
"6","1","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1838","1.838","1","f15"
"6","2","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","992","0.992","1","f18"
"6","3","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","732","0.732","0","m38"
"6","4","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1011","1.011","1","m34"
"6","5","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","979","0.979","1","f4"
"6","6","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","783","0.783","0","f27"
"6","7","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","989","0.989","1","f27"
"6","8","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","711","0.711","1","m34"
"6","9","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","672","0.672","0","m38"
"6","10","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","961","0.961","1","m33"
"6","11","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","696","0.696","0","m35"
"6","12","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1349","1.349","0","m35"
"6","13","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","743","0.743","1","m34"
"6","14","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","922","0.922","1","f15"
"6","15","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","786","0.786","1","m38"
"6","16","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","635","0.635","1","m34"
"6","17","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","771","0.771","0","m35"
"6","18","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","669","0.669","1","f18"
"6","19","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","843","0.843","1","m33"
"6","20","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","718","0.718","1","m38"
"6","21","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1172","1.172","0","f27"
