"Subject","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC","Face"
"94","59","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","529.6","0.5296","1","f4"
"94","60","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","692.7","0.6927","1","f18"
"94","61","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1152","1.152","1","f18"
"94","62","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1020.8","1.0208","1","f18"
"94","63","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","550.9","0.5509","1","m34"
"94","64","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","969.5","0.9695","1","f18"
"95","1","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1650.5","1.6505","0","m38"
"95","2","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1073.4","1.0734","0","f4"
"95","3","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","637.4","0.6374","1","f27"
"95","4","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1405.7","1.4057","0","m38"
"95","5","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","810.3","0.8103","1","m35"
"95","6","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","3334.2","3.3342","1","m35"
"95","7","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1368.2","1.3682","1","f4"
"95","8","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","2047.6","2.0476","0","f18"
"95","9","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1176","1.176","1","m33"
"95","10","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","770.9","0.7709","0","f4"
"95","11","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","651.7","0.6517","1","m35"
"95","12","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1087.7","1.0877","0","m34"
"95","13","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","841.7","0.8417","1","f27"
"95","14","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","608.3","0.6083","1","f27"
"95","15","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","563.2","0.5632","1","f27"
"95","16","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1992","1.992","1","f4"
"95","17","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","841.6","0.8416","0","m38"
"95","18","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1038.8","1.0388","1","m35"
"95","19","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","923.7","0.9237","1","m33"
"95","20","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","703","0.703","1","f18"
"95","21","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","827.6","0.8276","1","f4"
"95","22","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","708.4","0.7084","0","m34"
"95","23","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","862.1","0.8621","1","m33"
"95","24","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","886.2","0.8862","1","f4"
"95","25","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","608.4","0.6084","0","m38"
"95","26","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1248.8","1.2488","1","m38"
"95","27","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1462.2","1.4622","1","m34"
"95","28","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1119.7","1.1197","1","f15"
"95","29","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","677.3","0.6773","1","f15"
"95","30","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","701.8","0.7018","1","m34"
"95","31","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","795.8","0.7958","1","m34"
"95","32","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","888","0.888","1","f18"
"95","33","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","511.7","0.5117","1","f15"
"95","34","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","725.6","0.7256","1","f18"
"95","35","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","951.2","0.9512","1","f15"
"95","36","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","772","0.772","1","m35"
"95","37","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","571.9","0.5719","1","m34"
"95","38","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","397","0.397","1","f18"
"95","39","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","571","0.571","1","f18"
"95","40","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1009","1.009","1","f27"
"95","41","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","580.2","0.5802","1","m34"
"95","42","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","739.3","0.7393","0","m33"
"95","43","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","735.4","0.7354","1","f4"
"95","44","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","890.1","0.8901","1","f27"
"95","45","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1107.7","1.1077","1","f27"
"95","46","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1069.1","1.0691","0","m33"
"95","47","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1180.8","1.1808","1","m33"
"95","48","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","806.8","0.8068","1","m38"
"95","49","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","575.3","0.5753","1","m34"
"95","50","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","756.4","0.7564","1","f15"
"95","51","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1742.9","1.7429","0","m38"
"95","52","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","996.4","0.9964","1","m33"
"95","53","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","627.3","0.6273","1","f27"
"95","54","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","662.3","0.6623","1","m35"
"95","55","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1510.2","1.5102","0","m33"
"95","56","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","420","0.42","1","f18"
"95","57","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","322","0.322","1","f15"
"95","58","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","680.7","0.6807","1","f4"
"95","59","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","724.9","0.7249","1","m38"
"95","60","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1208.2","1.2082","1","f15"
"95","61","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","607.1","0.6071","1","f18"
"95","62","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","607.8","0.6078","1","m35"
"95","63","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","766.3","0.7663","1","m35"
"95","64","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","664.4","0.6644","1","f15"
"96","1","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","6874.1","6.8741","1","m38"
"96","2","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","465.3000002","0.4653000002","1","f4"
"96","3","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","609.9000001","0.6099000001","1","f15"
"96","4","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","1599.5","1.5995","0","f27"
"96","5","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1102.7","1.1027","1","m35"
"96","6","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","969.8","0.9698","1","m34"
"96","7","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","911.5","0.9115","0","m33"
"96","8","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","713.5","0.7135","1","m35"
"96","9","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","806.8999999","0.8068999999","1","f4"
"96","10","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","940.8","0.9408","1","m34"
"96","11","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1127.6","1.1276","1","m35"
"96","12","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1646.8","1.6468","1","m35"
"96","13","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1883.8","1.8838","0","m38"
"96","14","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","2099.3","2.0993","0","m35"
"96","15","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","765.8","0.7658","0","f15"
"96","16","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","920.4000001","0.9204000001","0","f27"
"96","17","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","823.9000001","0.8239000001","0","m33"
"96","18","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","762.8999999","0.7628999999","1","m34"
"96","19","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","839.8999999","0.8398999999","1","f18"
"96","20","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1066","1.066","0","m34"
"96","21","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","922.7","0.9227","1","f4"
"96","22","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","659.0999999","0.6590999999","1","f18"
"96","23","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","778.6000001","0.7786000001","1","f4"
"96","24","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","867.3999999","0.8673999999","0","m35"
"96","25","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","1144.5","1.1445","0","f27"
"96","26","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","548.3000002","0.5483000002","1","f4"
"96","27","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","568.5","0.5685","0","m38"
"96","28","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","512.5","0.5125","1","m38"
"96","29","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","575.3999999","0.5753999999","1","f18"
"96","30","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","885.0999999","0.8850999999","1","m34"
"96","31","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","591.8000002","0.5918000002","1","f4"
"96","32","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1445.3","1.4453","1","m34"
"96","33","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","616.1000001","0.6161000001","1","f27"
"96","34","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","788.7","0.7887","0","m33"
"96","35","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1675.2","1.6752","1","m34"
"96","36","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1487.4","1.4874","0","m33"
"96","37","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1340.3","1.3403","1","f27"
"96","38","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","2291","2.291","1","f27"
"96","39","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1594.3","1.5943","1","m33"
"96","40","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","1195.3","1.1953","0","m38"
"96","41","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1218.7","1.2187","1","m38"
"96","42","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1255.7","1.2557","0","f18"
"96","43","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1218.9","1.2189","1","f4"
"96","44","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1394.4","1.3944","1","f18"
"96","45","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1077.6","1.0776","1","f4"
"96","46","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1139.2","1.1392","0","m35"
"96","47","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1447.8","1.4478","1","f15"
"96","48","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","1763.4","1.7634","0","f27"
"96","49","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","1466.2","1.4662","0","m38"
"96","50","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1617.8","1.6178","0","f18"
"96","51","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1213.7","1.2137","0","m35"
"96","52","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1142.9","1.1429","0","m34"
"96","53","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1434.2","1.4342","0","f15"
"96","54","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1759.3","1.7593","1","f15"
"96","55","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1176.2","1.1762","1","f18"
"96","56","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1103.8","1.1038","1","m33"
"96","57","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","2300.1","2.3001","1","f15"
"96","58","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1342.4","1.3424","1","f18"
"96","59","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1300.5","1.3005","1","f27"
"96","60","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1137.1","1.1371","1","f15"
"96","61","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1487.9","1.4879","1","m33"
"96","62","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1250.8","1.2508","1","m33"
"96","63","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1425.6","1.4256","1","m38"
"96","64","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1094.9","1.0949","1","f15"
"97","1","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","6040.3","6.0403","0","f18"
"97","2","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1857.3","1.8573","0","f27"
"97","3","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2838.6","2.8386","1","m33"
"97","4","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","3374.7","3.3747","1","f18"
"97","5","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1116.2","1.1162","0","f27"
"97","6","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","2264.1","2.2641","0","f4"
"97","7","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1807.5","1.8075","1","m33"
"97","8","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","3038.2","3.0382","0","f4"
"97","9","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","2606.7","2.6067","1","f15"
"97","10","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1429.2","1.4292","1","f15"
"97","11","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1739.7","1.7397","0","f18"
"97","12","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1387.9","1.3879","1","m34"
"97","13","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1382.2","1.3822","0","m38"
"97","14","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1074.6","1.0746","1","f18"
"97","15","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1037.9","1.0379","1","m34"
"97","16","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","2075.4","2.0754","1","m35"
"97","17","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1424.6","1.4246","1","f15"
"97","18","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","932.4","0.9324","0","m38"
"97","19","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","1098.4","1.0984","0","m35"
"97","20","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1693.2","1.6932","1","f27"
"97","21","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","2378.3","2.3783","0","f15"
"97","22","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1155.7","1.1557","1","f18"
"97","23","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1670","1.67","1","f15"
"97","24","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","2231.2","2.2312","0","f27"
"97","25","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","744.2","0.7442","1","f15"
"97","26","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","922.9","0.9229","0","m38"
"97","27","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1814","1.814","1","m35"
"97","28","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","707.7","0.7077","0","m38"
"97","29","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1616.5","1.6165","1","m34"
"97","30","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1152.6","1.1526","1","m35"
"97","31","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","745.1","0.7451","1","f18"
"97","32","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1212.4","1.2124","1","f4"
"97","33","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1179","1.179","0","m33"
"97","34","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1305.7","1.3057","0","f4"
"97","35","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","479.1","0.4791","0","f4"
"97","36","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1853.6","1.8536","1","m33"
"97","37","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1498.7","1.4987","1","m35"
"97","38","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","685.9","0.6859","1","m34"
"97","39","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","811","0.811","1","m34"
"97","40","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","487.1","0.4871","1","m35"
"97","41","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","780.9","0.7809","1","f15"
"97","42","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1072.5","1.0725","1","m38"
"97","43","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1335.3","1.3353","1","f4"
"97","44","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1135.8","1.1358","0","f27"
"97","45","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1218.9","1.2189","1","m38"
"97","46","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1003.5","1.0035","1","m34"
"97","47","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1506.6","1.5066","1","f27"
"97","48","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","1924.7","1.9247","0","m34"
"97","49","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","616.2","0.6162","1","f18"
"97","50","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1392.8","1.3928","1","f4"
"97","51","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","559.1","0.5591","1","m34"
"97","52","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1600.7","1.6007","1","f27"
"97","53","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1896.7","1.8967","1","m33"
"97","54","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1395.8","1.3958","0","m35"
"97","55","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1041.2","1.0412","1","m33"
"97","56","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","676.4","0.6764","1","f15"
"97","57","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1356.7","1.3567","1","m38"
"97","58","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1001.1","1.0011","1","m33"
"97","59","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","721.1","0.7211","1","f18"
"97","60","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1357.1","1.3571","1","m38"
"97","61","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1718","1.718","1","f4"
"97","62","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","1327.5","1.3275","0","m35"
"97","63","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","922.6","0.9226","1","m33"
"97","64","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","864.4","0.8644","1","f27"
"98","1","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","216.3","0.2163","0","f4"
"98","2","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","676.7","0.6767","1","f4"
"98","3","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","719.1000001","0.7191000001","1","f27"
"98","4","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","681.7","0.6817","1","f18"
"98","5","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1444.5","1.4445","1","m35"
"98","6","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1472.2","1.4722","1","f4"
"98","7","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1327.5","1.3275","1","m35"
"98","8","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1363.9","1.3639","1","f18"
"98","9","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1212.1","1.2121","0","m38"
"98","10","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1656.1","1.6561","1","f4"
"98","11","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1483.1","1.4831","1","m33"
"98","12","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1583.1","1.5831","1","m38"
"98","13","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","1461.6","1.4616","0","f15"
"98","14","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1067.8","1.0678","1","m34"
"98","15","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1323.9","1.3239","1","f18"
"98","16","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1695.8","1.6958","0","f15"
"98","17","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1170.5","1.1705","1","m38"
"98","18","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2091.4","2.0914","1","f4"
"98","19","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1020.3","1.0203","1","m35"
"98","20","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1331.7","1.3317","1","f15"
"98","21","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1271.9","1.2719","1","m35"
"98","22","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","2464.2","2.4642","1","m35"
"98","23","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1268.7","1.2687","0","f27"
"98","24","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1045.4","1.0454","1","m38"
"98","25","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","947.1999998","0.9471999998","1","f15"
"98","26","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1222.8","1.2228","1","m33"
"98","27","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1536.1","1.5361","1","m33"
"98","28","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1450.7","1.4507","1","m33"
"98","29","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1447.7","1.4477","1","m33"
"98","30","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1176.5","1.1765","1","f4"
"98","31","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1180.2","1.1802","1","f27"
"98","32","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1104.3","1.1043","1","f18"
"98","33","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1253.3","1.2533","1","m38"
"98","34","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1367.3","1.3673","1","m38"
