"Subject","Block","Trial","Matching","Shape","Shape_Subtype","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","RT_sec","ACC"
2004,1,23,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",374,0.374,1
2004,1,24,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",532,0.532,1
2004,1,25,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",726,0.726,1
2004,1,26,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",518,0.518,1
2004,1,27,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",794,0.794,1
2004,1,28,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",762,0.762,1
2004,1,29,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",575,0.575,1
2004,1,30,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",405,0.405,1
2004,1,31,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",432,0.432,1
2004,1,32,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",645,0.645,1
2004,1,33,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",459,0.459,1
2004,1,34,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",410,0.41,1
2004,1,35,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",540,0.54,1
2004,1,36,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",403,0.403,1
2004,1,37,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",570,0.57,1
2004,1,38,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",449,0.449,1
2004,1,39,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",525,0.525,1
2004,1,40,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",456,0.456,1
2004,1,41,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",342,0.342,1
2004,1,42,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",574,0.574,1
2004,1,43,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",481,0.481,1
2004,1,44,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",616,0.616,1
2004,1,45,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",539,0.539,1
2004,1,46,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",621,0.621,1
2004,1,47,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1185,1.185,1
2004,1,48,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",488,0.488,1
2004,1,49,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",380,0.38,1
2004,1,50,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",399,0.399,1
2004,1,51,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",777,0.777,1
2004,1,52,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",379,0.379,1
2004,1,53,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",517,0.517,1
2004,1,54,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",679,0.679,1
2004,1,55,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",415,0.415,1
2004,1,56,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",583,0.583,1
2004,1,57,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",437,0.437,1
2004,1,58,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",557,0.557,1
2004,1,59,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",605,0.605,1
2004,1,60,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",432,0.432,1
2004,1,61,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",573,0.573,1
2004,1,62,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",363,0.363,1
2004,1,63,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",367,0.367,1
2004,1,64,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",427,0.427,0
2004,1,65,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",735,0.735,1
2004,1,66,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",601,0.601,1
2004,1,67,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",358,0.358,1
2004,1,68,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",449,0.449,1
2004,1,69,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",390,0.39,1
2004,1,70,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",545,0.545,1
2004,1,71,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",782,0.782,1
2004,1,72,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",695,0.695,1
2004,1,73,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",542,0.542,1
2004,1,74,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",528,0.528,1
2004,1,75,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",384,0.384,1
2004,1,76,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",830,0.83,1
2004,1,77,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",416,0.416,1
2004,1,78,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",654,0.654,1
2004,1,79,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",459,0.459,1
2004,1,80,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",428,0.428,1
2004,1,81,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",471,0.471,1
2004,1,82,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",540,0.54,1
2004,1,83,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",381,0.381,1
2004,1,84,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",582,0.582,1
2004,2,1,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",655,0.655,1
2004,2,2,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",453,0.453,1
2004,2,3,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",577,0.577,1
2004,2,4,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",405,0.405,1
2004,2,5,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",442,0.442,1
2004,2,6,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",368,0.368,1
2004,2,7,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",373,0.373,1
2004,2,8,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",674,0.674,1
2004,2,9,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",426,0.426,1
2004,2,10,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",473,0.473,1
2004,2,11,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",679,0.679,1
2004,2,12,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",464,0.464,1
2004,2,13,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",934,0.934,1
2004,2,14,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",599,0.599,1
2004,2,15,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",568,0.568,0
2004,2,16,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",498,0.498,1
2004,2,17,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",594,0.594,1
2004,2,18,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",306,0.306,1
2004,2,19,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",354,0.354,1
2004,2,20,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",540,0.54,1
2004,2,21,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",762,0.762,1
2004,2,22,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",545,0.545,1
2004,2,23,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",413,0.413,1
2004,2,24,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",622,0.622,1
2004,2,25,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",780,0.78,1
2004,2,26,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",412,0.412,1
2004,2,27,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",606,0.606,0
2004,2,28,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",636,0.636,1
2004,2,29,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",554,0.554,1
2004,2,30,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",546,0.546,1
2004,2,31,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",445,0.445,1
2004,2,32,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",468,0.468,1
2004,2,33,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",492,0.492,0
2004,2,34,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",523,0.523,1
2004,2,35,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",646,0.646,1
2004,2,36,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",524,0.524,1
2004,2,37,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",1053,1.053,1
2004,2,38,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",897,0.897,1
2004,2,39,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",377,0.377,1
2004,2,40,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",439,0.439,1
2004,2,41,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",553,0.553,1
2004,2,42,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",740,0.74,1
2004,2,43,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",550,0.55,1
2004,2,44,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",749,0.749,1
2004,2,45,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",518,0.518,1
2004,2,46,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",1097,1.097,1
2004,2,47,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",670,0.67,1
2004,2,48,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",365,0.365,1
2004,2,49,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",439,0.439,1
2004,2,50,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",549,0.549,1
2004,2,51,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",439,0.439,1
2004,2,52,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",689,0.689,1
2004,2,53,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",443,0.443,1
2004,2,54,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",478,0.478,1
2004,2,55,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",0,0,0
2004,2,56,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",749,0.749,1
2004,2,57,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",413,0.413,1
2004,2,58,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",739,0.739,1
2004,2,59,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",608,0.608,0
2004,2,60,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",680,0.68,1
2004,2,61,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",576,0.576,1
2004,2,62,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",496,0.496,0
2004,2,63,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",541,0.541,1
2004,2,64,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",478,0.478,1
2004,2,65,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",459,0.459,1
2004,2,66,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",1077,1.077,1
2004,2,67,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",713,0.713,1
2004,2,68,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",425,0.425,1
2004,2,69,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",499,0.499,1
2004,2,70,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",637,0.637,1
2004,2,71,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",594,0.594,1
2004,2,72,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",712,0.712,1
2004,2,73,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",920,0.92,0
2004,2,74,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",597,0.597,1
2004,2,75,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",503,0.503,1
2004,2,76,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",476,0.476,1
2004,2,77,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",769,0.769,1
2004,2,78,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",1641,1.641,1
2004,2,79,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",453,0.453,1
2004,2,80,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",469,0.469,1
2004,2,81,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",434,0.434,1
2004,2,82,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",679,0.679,1
2004,2,83,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",1630,1.63,0
2004,2,84,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",540,0.54,1
2004,3,1,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",499,0.499,1
2004,3,2,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",420,0.42,1
2004,3,3,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",529,0.529,1
2004,3,4,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",471,0.471,1
2004,3,5,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",410,0.41,1
2004,3,6,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",414,0.414,1
2004,3,7,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",415,0.415,1
2004,3,8,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",618,0.618,1
2004,3,9,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",777,0.777,1
2004,3,10,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",527,0.527,1
2004,3,11,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",429,0.429,1
2004,3,12,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",880,0.88,1
2004,3,13,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",951,0.951,1
2004,3,14,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",897,0.897,1
2004,3,15,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",505,0.505,1
2004,3,16,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",711,0.711,1
2004,3,17,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",665,0.665,1
2004,3,18,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",973,0.973,1
2004,3,19,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",699,0.699,1
2004,3,20,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",2453,2.453,1
2004,3,21,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",603,0.603,1
2004,3,22,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",746,0.746,1
2004,3,23,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",523,0.523,1
2004,3,24,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",638,0.638,1
2004,3,25,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",618,0.618,1
2004,3,26,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",1083,1.083,1
2004,3,27,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",470,0.47,1
2004,3,28,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",342,0.342,1
2004,3,29,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",568,0.568,1
2004,3,30,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",986,0.986,1
2004,3,31,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",389,0.389,1
2004,3,32,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",477,0.477,1
2004,3,33,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",387,0.387,1
2004,3,34,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",399,0.399,1
2004,3,35,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",410,0.41,1
2004,3,36,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",440,0.44,1
2004,3,37,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",1506,1.506,1
2004,3,38,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",1573,1.573,1
2004,3,39,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",443,0.443,1
2004,3,40,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",1083,1.083,1
2004,3,41,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",628,0.628,1
2004,3,42,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",365,0.365,1
2004,3,43,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",662,0.662,1
2004,3,44,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",1011,1.011,1
2004,3,45,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",663,0.663,1
2004,3,46,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",399,0.399,1
2004,3,47,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",750,0.75,1
2004,3,48,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",547,0.547,0
2004,3,49,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",573,0.573,1
2004,3,50,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",678,0.678,1
2004,3,51,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",803,0.803,1
2004,3,52,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",783,0.783,1
2004,3,53,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",1547,1.547,1
2004,3,54,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",924,0.924,1
2004,3,55,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",1168,1.168,1
2004,3,56,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1488,1.488,1
2004,3,57,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",420,0.42,1
2004,3,58,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",384,0.384,1
2004,3,59,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",415,0.415,1
2004,3,60,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",585,0.585,1
2004,3,61,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",426,0.426,1
2004,3,62,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",858,0.858,1
2004,3,63,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",525,0.525,1
2004,3,64,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",623,0.623,1
2004,3,65,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",676,0.676,1
2004,3,66,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",608,0.608,1
2004,3,67,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",1065,1.065,1
2004,3,68,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",726,0.726,1
2004,3,69,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",1402,1.402,1
2004,3,70,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",795,0.795,1
2004,3,71,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",1236,1.236,0
2004,3,72,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",1086,1.086,1
2004,3,73,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",636,0.636,1
2004,3,74,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",488,0.488,1
2004,3,75,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",837,0.837,1
2004,3,76,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",398,0.398,1
2004,3,77,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",803,0.803,0
2004,3,78,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",553,0.553,1
2004,3,79,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",936,0.936,1
2004,3,80,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",535,0.535,1
2004,3,81,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",501,0.501,1
2004,3,82,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",1161,1.161,0
2004,3,83,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",0,0,0
2004,3,84,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",599,0.599,1
2004,4,1,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",751,0.751,1
2004,4,2,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",478,0.478,1
2004,4,3,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",410,0.41,1
2004,4,4,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",417,0.417,1
2004,4,5,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",471,0.471,1
2004,4,6,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",438,0.438,1
