"Subject","Block","Trial","Matching","Shape","Shape_Subtype","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
1003,8,56,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close","z",527,0.527,1
1003,8,57,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self","m",635,0.635,1
1003,8,58,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m",619,0.619,1
1003,8,59,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m",626,0.626,1
1003,8,60,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self","m",630,0.63,1
1003,8,61,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m",585,0.585,1
1003,8,62,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m",652,0.652,1
1003,8,63,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self","m",1074,1.074,1
1003,8,64,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self","z",867,0.867,1
1003,8,65,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m",418,0.418,1
1003,8,66,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m",719,0.719,1
1003,8,67,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close","m",669,0.669,1
1003,8,68,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m",691,0.691,1
1003,8,69,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m",678,0.678,1
1003,8,70,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close","z",525,0.525,1
1003,8,71,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close","m",532,0.532,1
1003,8,72,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self","m",751,0.751,1
1003,8,73,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m",584,0.584,1
1003,8,74,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","z",553,0.553,1
1003,8,75,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self","m",723,0.723,1
1003,8,76,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self","m",608,0.608,1
1003,8,77,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self","m",583,0.583,1
1003,8,78,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self","m",571,0.571,1
1003,8,79,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close","z",499,0.499,1
1003,8,80,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self","z",900,0.9,1
1003,8,81,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close","z",538,0.538,1
1003,8,82,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","z",575,0.575,1
1003,8,83,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self","m",613,0.613,1
1003,8,84,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self","z",547,0.547,1
1004,1,1,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",2576,2.576,1
1004,1,2,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",808,0.808,1
1004,1,3,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",524,0.524,1
1004,1,4,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",652,0.652,1
1004,1,5,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",829,0.829,1
1004,1,6,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",595,0.595,1
1004,1,7,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",862,0.862,1
1004,1,8,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",1108,1.108,1
1004,1,9,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",1207,1.207,1
1004,1,10,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",1206,1.206,1
1004,1,11,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",1061,1.061,1
1004,1,12,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",721,0.721,1
1004,1,13,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",868,0.868,1
1004,1,14,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",704,0.704,1
1004,1,15,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",1330,1.33,1
1004,1,16,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",489,0.489,1
1004,1,17,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",1144,1.144,1
1004,1,18,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",705,0.705,1
1004,1,19,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",1212,1.212,1
1004,1,20,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",371,0.371,1
1004,1,21,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",442,0.442,1
1004,1,22,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","z",1740,1.74,0
1004,1,23,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",790,0.79,1
1004,1,24,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",552,0.552,1
1004,1,25,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",655,0.655,1
1004,1,26,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",432,0.432,1
1004,1,27,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",506,0.506,1
1004,1,28,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",422,0.422,1
1004,1,29,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",1105,1.105,1
1004,1,30,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",438,0.438,1
1004,1,31,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",575,0.575,1
1004,1,32,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",801,0.801,1
1004,1,33,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",605,0.605,1
1004,1,34,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",448,0.448,1
1004,1,35,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",487,0.487,1
1004,1,36,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",410,0.41,1
1004,1,37,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",990,0.99,1
1004,1,38,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",1148,1.148,1
1004,1,39,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",1187,1.187,1
1004,1,40,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",797,0.797,1
1004,1,41,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",760,0.76,1
1004,1,42,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m",599,0.599,0
1004,1,43,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",734,0.734,1
1004,1,44,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",438,0.438,1
1004,1,45,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",1105,1.105,1
1004,1,46,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",1009,1.009,1
1004,1,47,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",791,0.791,1
1004,1,48,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",1057,1.057,1
1004,1,49,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",549,0.549,1
1004,1,50,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",362,0.362,1
1004,1,51,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",592,0.592,1
1004,1,52,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",770,0.77,1
1004,1,53,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",1051,1.051,1
1004,1,54,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",523,0.523,1
1004,1,55,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",532,0.532,1
1004,1,56,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",867,0.867,1
1004,1,57,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",673,0.673,1
1004,1,58,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",931,0.931,1
1004,1,59,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",559,0.559,1
1004,1,60,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",436,0.436,1
1004,1,61,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",648,0.648,1
1004,1,62,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",386,0.386,1
1004,1,63,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",581,0.581,1
1004,1,64,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",727,0.727,1
1004,1,65,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",1003,1.003,1
1004,1,66,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",1067,1.067,1
1004,1,67,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",699,0.699,1
1004,1,68,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",1003,1.003,1
1004,1,69,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",1058,1.058,1
1004,1,70,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",888,0.888,1
1004,1,71,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",392,0.392,1
1004,1,72,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",755,0.755,1
1004,1,73,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",1198,1.198,1
1004,1,74,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",356,0.356,1
1004,1,75,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",477,0.477,1
1004,1,76,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",502,0.502,1
1004,1,77,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",549,0.549,1
1004,1,78,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",1141,1.141,1
1004,1,79,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",1786,1.786,1
1004,1,80,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",604,0.604,1
1004,1,81,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",637,0.637,1
1004,1,82,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",1230,1.23,1
1004,1,83,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",697,0.697,1
1004,1,84,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",709,0.709,1
1004,2,1,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","z",1660,1.66,0
1004,2,2,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",1015,1.015,1
1004,2,3,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",624,0.624,1
1004,2,4,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","m",587,0.587,0
1004,2,5,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",1026,1.026,1
1004,2,6,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",1212,1.212,1
1004,2,7,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",1139,1.139,1
1004,2,8,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","m",810,0.81,0
1004,2,9,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",472,0.472,1
1004,2,10,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",767,0.767,1
1004,2,11,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",920,0.92,1
1004,2,12,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",771,0.771,1
1004,2,13,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",699,0.699,1
1004,2,14,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",440,0.44,1
1004,2,15,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",1016,1.016,1
1004,2,16,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",681,0.681,1
1004,2,17,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",883,0.883,1
1004,2,18,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",444,0.444,1
1004,2,19,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",906,0.906,1
1004,2,20,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",972,0.972,1
1004,2,21,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",751,0.751,1
1004,2,22,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",705,0.705,1
1004,2,23,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",622,0.622,1
1004,2,24,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",1177,1.177,1
1004,2,25,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",563,0.563,1
1004,2,26,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",481,0.481,1
1004,2,27,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",1164,1.164,1
1004,2,28,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",531,0.531,1
1004,2,29,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",565,0.565,1
1004,2,30,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",1095,1.095,1
1004,2,31,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",645,0.645,1
1004,2,32,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",893,0.893,1
1004,2,33,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",706,0.706,1
1004,2,34,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",406,0.406,1
1004,2,35,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",801,0.801,1
1004,2,36,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",670,0.67,1
1004,2,37,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",564,0.564,1
1004,2,38,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",497,0.497,1
1004,2,39,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",659,0.659,1
1004,2,40,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",576,0.576,1
1004,2,41,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",648,0.648,1
1004,2,42,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",795,0.795,1
1004,2,43,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",475,0.475,1
1004,2,44,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",780,0.78,1
1004,2,45,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",618,0.618,1
1004,2,46,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",1137,1.137,1
1004,2,47,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",987,0.987,1
1004,2,48,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",947,0.947,1
1004,2,49,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",925,0.925,1
1004,2,50,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",733,0.733,1
1004,2,51,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",797,0.797,1
1004,2,52,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",761,0.761,1
1004,2,53,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",797,0.797,1
1004,2,54,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",697,0.697,1
1004,2,55,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",681,0.681,1
1004,2,56,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",540,0.54,1
1004,2,57,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",494,0.494,1
1004,2,58,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",1307,1.307,1
1004,2,59,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",540,0.54,1
1004,2,60,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",769,0.769,1
1004,2,61,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",1229,1.229,1
1004,2,62,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",909,0.909,1
1004,2,63,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",903,0.903,1
1004,2,64,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",865,0.865,1
1004,2,65,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",777,0.777,1
1004,2,66,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",451,0.451,1
1004,2,67,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",463,0.463,1
1004,2,68,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",576,0.576,1
1004,2,69,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",612,0.612,1
1004,2,70,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",524,0.524,1
1004,2,71,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",642,0.642,1
1004,2,72,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",619,0.619,1
1004,2,73,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","m",444,0.444,0
1004,2,74,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",443,0.443,1
1004,2,75,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",525,0.525,1
1004,2,76,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",608,0.608,1
1004,2,77,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",431,0.431,1
1004,2,78,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",562,0.562,1
1004,2,79,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",462,0.462,1
1004,2,80,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",512,0.512,1
1004,2,81,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",850,0.85,1
1004,2,82,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",535,0.535,1
1004,2,83,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",518,0.518,1
1004,2,84,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",501,0.501,1
1004,3,1,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",742,0.742,1
1004,3,2,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",504,0.504,1
1004,3,3,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",623,0.623,1
1004,3,4,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",564,0.564,1
1004,3,5,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",526,0.526,1
1004,3,6,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",440,0.44,1
1004,3,7,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",1162,1.162,1
1004,3,8,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",1170,1.17,1
1004,3,9,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",999,0.999,1
1004,3,10,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",740,0.74,1
1004,3,11,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",334,0.334,1
1004,3,12,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",674,0.674,1
1004,3,13,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",506,0.506,1
1004,3,14,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",362,0.362,1
1004,3,15,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",1063,1.063,1
1004,3,16,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",1036,1.036,1
1004,3,17,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",476,0.476,1
1004,3,18,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",636,0.636,1
1004,3,19,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",547,0.547,1
1004,3,20,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",538,0.538,1
1004,3,21,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",506,0.506,1
1004,3,22,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",568,0.568,1
1004,3,23,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","m",717,0.717,0
1004,3,24,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",890,0.89,1
1004,3,25,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",438,0.438,1
1004,3,26,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",440,0.44,1
1004,3,27,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",536,0.536,1
1004,3,28,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",1128,1.128,1
1004,3,29,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",991,0.991,1
1004,3,30,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",834,0.834,1
