"Subject","Block","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"P24","2","86","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","470.904000103474","0.470904000103474","1"
"P24","2","87","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","672.403099946678","0.672403099946678","1"
"P24","2","88","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","897.751499898732","0.897751499898732","1"
"P24","2","89","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","777.933499775827","0.777933499775827","1"
"P24","2","90","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","903.098800219595","0.903098800219595","1"
"P24","2","91","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","798.963500186801","0.798963500186801","1"
"P24","2","92","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","731.426399666816","0.731426399666816","1"
"P24","2","93","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","874.059500172734","0.874059500172734","1"
"P24","2","94","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","547.100499738008","0.547100499738008","1"
"P24","2","95","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","761.905999854207","0.761905999854207","1"
"P24","2","96","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","983.258400112391","0.983258400112391","1"
"P24","2","97","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","668.805200140923","0.668805200140923","1"
"P24","2","98","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","798.674600198865","0.798674600198865","1"
"P24","2","99","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","635.292999912053","0.635292999912053","1"
"P24","2","100","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","781.844399869442","0.781844399869442","1"
"P24","2","101","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","714.937299955636","0.714937299955636","1"
"P24","2","102","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","906.210700049996","0.906210700049996","1"
"P24","2","103","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","626.060800161213","0.626060800161213","1"
"P24","2","104","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","581.225600093603","0.581225600093603","1"
"P24","2","105","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","713.379200082272","0.713379200082272","1"
"P24","2","106","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","663.889700081199","0.663889700081199","1"
"P24","2","107","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","697.527899872512","0.697527899872512","1"
"P24","2","108","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","714.254700113088","0.714254700113088","1"
"P24","2","109","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","778.236799873412","0.778236799873412","1"
"P24","2","110","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","583.456200081855","0.583456200081855","1"
"P24","2","111","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","796.828099992126","0.796828099992126","1"
"P24","2","112","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","808.563800062984","0.808563800062984","1"
"P24","2","113","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","596.58299991861","0.59658299991861","1"
"P24","2","114","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","873.003200162202","0.873003200162202","1"
"P24","2","115","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","610.10430008173","0.61010430008173","1"
"P24","2","116","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","710.23239986971","0.71023239986971","1"
"P24","2","117","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","598.055199719965","0.598055199719965","1"
"P24","2","118","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","858.872700016946","0.858872700016946","1"
"P24","2","119","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","580.632000230253","0.580632000230253","1"
"P24","2","120","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","825.9221999906","0.8259221999906","1"
"P24","3","1","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","793.833800125867","0.793833800125867","1"
"P24","3","2","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","726.388900075108","0.726388900075108","1"
"P24","3","3","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","565.473900176585","0.565473900176585","1"
"P24","3","4","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","555.888299830258","0.555888299830258","1"
"P24","3","5","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","753.7198998034","0.7537198998034","0"
"P24","3","6","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","863.582800142467","0.863582800142467","1"
"P24","3","7","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","825.386700220406","0.825386700220406","1"
"P24","3","8","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","724.564800038934","0.724564800038934","1"
"P24","3","9","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","722.917799837887","0.722917799837887","1"
"P24","3","10","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","754.29780036211","0.75429780036211","1"
"P24","3","11","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","640.257699880749","0.640257699880749","1"
"P24","3","12","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","626.782100182027","0.626782100182027","1"
"P24","3","13","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","597.992099821568","0.597992099821568","1"
"P24","3","14","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","890.830399934202","0.890830399934202","1"
"P24","3","15","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","674.491799902171","0.674491799902171","1"
"P24","3","16","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","675.741200335324","0.675741200335324","1"
"P24","3","17","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","725.104799959809","0.725104799959809","1"
"P24","3","18","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","564.155699685216","0.564155699685216","1"
"P24","3","19","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","762.320599984378","0.762320599984378","1"
"P24","3","20","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","648.058999795467","0.648058999795467","1"
"P24","3","21","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","810.816899873316","0.810816899873316","1"
"P24","3","22","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","550.553299952298","0.550553299952298","1"
"P24","3","23","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","733.271299861372","0.733271299861372","1"
"P24","3","24","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","636.527399998158","0.636527399998158","1"
"P24","3","25","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","702.969999983907","0.702969999983907","1"
"P24","3","26","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","927.126800175756","0.927126800175756","1"
"P24","3","27","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","550.04070000723","0.55004070000723","1"
"P24","3","28","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","732.844700105488","0.732844700105488","1"
"P24","3","29","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","923.340199980885","0.923340199980885","1"
"P24","3","30","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","738.75330016017","0.73875330016017","1"
"P24","3","31","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","687.766099814326","0.687766099814326","1"
"P24","3","32","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","624.956400133669","0.624956400133669","1"
"P24","3","33","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","772.197300102562","0.772197300102562","1"
"P24","3","34","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","768.815600313246","0.768815600313246","1"
"P24","3","35","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","654.57439981401","0.65457439981401","1"
"P24","3","36","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","768.42310000211","0.76842310000211","1"
"P24","3","37","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","477.59519983083","0.47759519983083","1"
"P24","3","38","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","999.126099981368","0.999126099981368","1"
"P24","3","39","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","827.602500095963","0.827602500095963","1"
"P24","3","40","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","678.541900124401","0.678541900124401","1"
"P24","3","41","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","695.167100057006","0.695167100057006","1"
"P24","3","42","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","503.647999837995","0.503647999837995","1"
"P24","3","43","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","639.831099659204","0.639831099659204","1"
"P24","3","44","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","594.44920020178","0.59444920020178","1"
"P24","3","45","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","999.129100237042","0.999129100237042","1"
"P24","3","46","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","555.326399859041","0.555326399859041","1"
"P24","3","47","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","769.036400131881","0.769036400131881","1"
"P24","3","48","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","686.69080035761","0.68669080035761","1"
"P24","3","49","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","703.134799841791","0.703134799841791","1"
"P24","3","50","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","703.098600264639","0.703098600264639","1"
"P24","3","51","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","622.944899834692","0.622944899834692","1"
"P24","3","52","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","722.415499854833","0.722415499854833","1"
"P24","3","53","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","800.13980017975","0.80013980017975","1"
"P24","3","54","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","556.77150003612","0.55677150003612","1"
"P24","3","55","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","643.679200205952","0.643679200205952","1"
"P24","3","56","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1476.72730032355","1.47672730032355","1"
"P24","3","57","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","564.835700206459","0.564835700206459","1"
"P24","3","58","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","618.766299914569","0.618766299914569","1"
"P24","3","59","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","846.106099896133","0.846106099896133","1"
"P24","3","60","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","616.652499884367","0.616652499884367","1"
