"Subject","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"898800673","60","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","349","0.349","1"
"898800673","1","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","598","0.598","1"
"898800673","2","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","393","0.393","1"
"898800673","3","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","377","0.377","1"
"898800673","4","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","353","0.353","1"
"898800673","5","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","461","0.461","1"
"898800673","6","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","413","0.413","0"
"898800673","7","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","639","0.639","1"
"898800673","8","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","367","0.367","1"
"898800673","9","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","362","0.362","1"
"898800673","10","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","373","0.373","1"
"898800673","11","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","417","0.417","1"
"898800673","12","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","452","0.452","1"
"898800673","13","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","359","0.359","1"
"898800673","14","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","399","0.399","1"
"898800673","15","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","396","0.396","1"
"898800673","16","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","450","0.45","1"
"898800673","17","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","370","0.37","1"
"898800673","18","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","317","0.317","1"
"898800673","19","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","413","0.413","1"
"898800673","20","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","431","0.431","1"
"898800673","21","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","440","0.44","1"
"898800673","22","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","470","0.47","1"
"898800673","23","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","438","0.438","1"
"898800673","24","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","928","0.928","1"
"898800673","25","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","404","0.404","1"
"898800673","26","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","356","0.356","1"
"898800673","27","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","359","0.359","1"
"898800673","28","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","330","0.33","1"
"898800673","29","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","405","0.405","1"
"898800673","30","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","329","0.329","1"
"898800673","31","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","348","0.348","1"
"898800673","32","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","311","0.311","1"
"898800673","33","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","434","0.434","1"
"898800673","34","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","382","0.382","1"
"898800673","35","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","394","0.394","1"
"898800673","36","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","493","0.493","1"
"898800673","37","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","304","0.304","1"
"898800673","38","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","532","0.532","1"
"898800673","39","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","592","0.592","1"
"898800673","40","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","450","0.45","1"
"898800673","41","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","389","0.389","1"
"898800673","42","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","429","0.429","1"
"898800673","43","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","348","0.348","1"
"898800673","44","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","391","0.391","1"
"898800673","45","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","371","0.371","1"
"898800673","46","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","542","0.542","1"
"898800673","47","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","594","0.594","1"
"898800673","48","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","375","0.375","1"
"898800673","49","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","566","0.566","1"
"898800673","50","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","529","0.529","1"
"898800673","51","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","495","0.495","1"
"898800673","52","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","638","0.638","0"
"898800673","53","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","750","0.75","1"
"898800673","54","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","465","0.465","1"
"898800673","55","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","308","0.308","1"
"898800673","56","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","599","0.599","1"
"898800673","57","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","446","0.446","1"
"898800673","58","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","362","0.362","1"
"898800673","59","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","366","0.366","1"
"898800673","60","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","404","0.404","1"
"898800673","1","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","424","0.424","1"
"898800673","2","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","540","0.54","1"
"898800673","3","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","351","0.351","1"
"898800673","4","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","398","0.398","1"
"898800673","5","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","353","0.353","1"
