"Subject","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"143288504","60","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","430","0.43","1"
"143288504","1","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","667","0.667","1"
"143288504","2","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","416","0.416","0"
"143288504","3","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","406","0.406","0"
"143288504","4","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","243","0.243","1"
"143288504","5","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","420","0.42","1"
"143288504","6","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","554","0.554","1"
"143288504","7","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","425","0.425","0"
"143288504","8","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","671","0.671","1"
"143288504","9","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","600","0.6","1"
"143288504","10","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","1270","1.27","1"
"143288504","11","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","789","0.789","1"
"143288504","12","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","439","0.439","1"
"143288504","13","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","1165","1.165","1"
"143288504","14","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","533","0.533","1"
"143288504","15","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","544","0.544","1"
"143288504","16","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","869","0.869","1"
"143288504","17","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","800","0.8","1"
"143288504","18","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","710","0.71","1"
"143288504","19","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","414","0.414","1"
"143288504","20","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","406","0.406","1"
"143288504","21","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","395","0.395","1"
"143288504","22","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","444","0.444","1"
"143288504","23","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","400","0.4","0"
"143288504","24","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","479","0.479","1"
"143288504","25","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","408","0.408","1"
"143288504","26","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","616","0.616","0"
"143288504","27","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","469","0.469","1"
"143288504","28","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","333","0.333","1"
"143288504","29","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","442","0.442","1"
"143288504","30","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","379","0.379","0"
"143288504","31","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","762","0.762","1"
"143288504","32","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","499","0.499","1"
"143288504","33","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","555","0.555","1"
"143288504","34","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","674","0.674","1"
"143288504","35","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","455","0.455","1"
"143288504","36","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","596","0.596","1"
"143288504","37","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","539","0.539","1"
"143288504","38","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","477","0.477","0"
"143288504","39","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","459","0.459","1"
"143288504","40","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","361","0.361","1"
"143288504","41","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","425","0.425","1"
"143288504","42","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","486","0.486","1"
"143288504","43","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","433","0.433","1"
"143288504","44","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","520","0.52","1"
"143288504","45","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","471","0.471","1"
"143288504","46","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","543","0.543","1"
"143288504","47","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","450","0.45","1"
"143288504","48","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","413","0.413","1"
"143288504","49","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","526","0.526","1"
"143288504","50","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","314","0.314","1"
"143288504","51","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","366","0.366","1"
"143288504","52","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","324","0.324","1"
"143288504","53","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","338","0.338","1"
"143288504","54","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","585","0.585","1"
"143288504","55","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","627","0.627","1"
"143288504","56","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","319","0.319","1"
"143288504","57","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","346","0.346","1"
"143288504","58","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","321","0.321","1"
"143288504","59","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","350","0.35","1"
"143288504","60","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","522","0.522","0"
"158480856","2","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","875","0.875","1"
"158480856","3","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","687","0.687","1"
"158480856","4","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","402","0.402","1"
"158480856","5","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","730","0.73","1"
"158480856","6","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","722","0.722","1"
"158480856","7","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","628","0.628","1"
"158480856","8","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","561","0.561","1"
"158480856","9","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","488","0.488","1"
"158480856","10","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","598","0.598","1"
"158480856","11","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","627","0.627","1"
"158480856","12","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","525","0.525","1"
"158480856","13","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","566","0.566","1"
"158480856","14","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","457","0.457","1"
"158480856","15","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","574","0.574","1"
"158480856","16","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","402","0.402","1"
"158480856","17","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","532","0.532","0"
"158480856","18","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","614","0.614","1"
"158480856","19","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","571","0.571","1"
"158480856","20","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","460","0.46","1"
"158480856","21","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","758","0.758","1"
"158480856","22","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","619","0.619","1"
"158480856","23","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","653","0.653","1"
"158480856","24","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","567","0.567","1"
"158480856","26","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","485","0.485","1"
"158480856","27","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","417","0.417","1"
"158480856","28","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","405","0.405","1"
"158480856","29","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","510","0.51","1"
"158480856","30","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","498","0.498","1"
"158480856","31","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","400","0.4","1"
"158480856","32","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","413","0.413","1"
"158480856","33","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","460","0.46","1"
"158480856","34","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","473","0.473","1"
"158480856","35","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","648","0.648","1"
"158480856","36","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","320","0.32","1"
"158480856","37","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","525","0.525","1"
"158480856","38","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","591","0.591","1"
"158480856","39","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","440","0.44","1"
"158480856","40","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","500","0.5","0"
"158480856","41","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","349","0.349","1"
"158480856","42","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","413","0.413","1"
"158480856","43","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","350","0.35","1"
"158480856","44","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","347","0.347","1"
"158480856","45","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","462","0.462","1"
"158480856","46","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","699","0.699","1"
"158480856","47","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","387","0.387","1"
"158480856","48","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","439","0.439","1"
"158480856","49","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","473","0.473","1"
"158480856","50","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","503","0.503","1"
"158480856","51","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","463","0.463","1"
"158480856","52","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","538","0.538","1"
"158480856","53","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","586","0.586","1"
"158480856","54","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","572","0.572","1"
"158480856","55","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","251","0.251","1"
"158480856","56","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","353","0.353","1"
"158480856","57","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","497","0.497","1"
"158480856","58","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","394","0.394","1"
"158480856","59","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","333","0.333","1"
"158480856","60","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","346","0.346","1"
"158480856","1","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","504","0.504","1"
"158480856","2","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","371","0.371","1"
"158480856","3","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","300","0.3","0"
"158480856","4","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","384","0.384","1"
"158480856","5","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","504","0.504","1"
"158480856","6","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","416","0.416","1"
"158480856","7","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","764","0.764","1"
"158480856","8","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","515","0.515","1"
"158480856","9","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","379","0.379","1"
"158480856","10","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","479","0.479","1"
"158480856","11","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","351","0.351","1"
"158480856","12","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","386","0.386","1"
"158480856","13","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","419","0.419","1"
"158480856","14","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","389","0.389","1"
"158480856","15","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","418","0.418","1"
"158480856","16","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","446","0.446","1"
"158480856","17","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","321","0.321","1"
"158480856","18","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","520","0.52","1"
"158480856","19","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","350","0.35","1"
"158480856","20","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","359","0.359","1"
"158480856","21","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","306","0.306","1"
"158480856","22","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","282","0.282","1"
"158480856","23","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","491","0.491","1"
"158480856","24","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","425","0.425","1"
"158480856","25","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","378","0.378","1"
"158480856","26","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","461","0.461","1"
"158480856","27","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","459","0.459","0"
"158480856","28","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","343","0.343","1"
"158480856","29","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","537","0.537","1"
"158480856","30","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","578","0.578","1"
"158480856","31","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","355","0.355","1"
"158480856","32","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","318","0.318","1"
"158480856","33","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","377","0.377","1"
"158480856","34","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","564","0.564","1"
"158480856","35","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","484","0.484","1"
"158480856","36","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","298","0.298","1"
"158480856","37","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","432","0.432","1"
"158480856","38","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","433","0.433","1"
"158480856","39","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","318","0.318","1"
"158480856","40","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","483","0.483","1"
"158480856","41","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","555","0.555","1"
"158480856","42","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","402","0.402","1"
"158480856","43","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","462","0.462","0"
"158480856","44","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","465","0.465","1"
"158480856","45","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","384","0.384","1"
"158480856","46","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","530","0.53","1"
"158480856","47","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","439","0.439","1"
"158480856","48","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","382","0.382","1"
"158480856","49","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","421","0.421","0"
"158480856","50","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","349","0.349","1"
"158480856","51","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","440","0.44","1"
"158480856","52","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","321","0.321","1"
"158480856","53","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","381","0.381","1"
"158480856","54","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","422","0.422","1"
"158480856","55","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","314","0.314","1"
"158480856","56","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","334","0.334","1"
"158480856","57","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","436","0.436","1"
"158480856","58","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","435","0.435","1"
"158480856","59","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","517","0.517","1"
"158480856","60","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","360","0.36","1"
"158480856","1","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","438","0.438","1"
"158480856","2","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","353","0.353","1"
"158480856","3","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","321","0.321","1"
"158480856","4","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","350","0.35","1"
"158480856","5","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","461","0.461","1"
"158480856","6","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","316","0.316","1"
"158480856","7","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","350","0.35","1"
"158480856","8","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","355","0.355","1"
"158480856","9","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","396","0.396","1"
"158480856","10","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","451","0.451","1"
"158480856","11","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","337","0.337","1"
"158480856","12","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","315","0.315","1"
"158480856","13","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","481","0.481","1"
"158480856","14","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","353","0.353","1"
"158480856","15","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","307","0.307","1"
"158480856","16","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","316","0.316","0"
"158480856","17","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","351","0.351","1"
"158480856","18","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","406","0.406","1"
"158480856","19","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","411","0.411","1"
"158480856","20","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","522","0.522","1"
"158480856","21","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","459","0.459","1"
"158480856","22","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","490","0.49","1"
"158480856","23","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","346","0.346","1"
"158480856","24","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","470","0.47","1"
"158480856","25","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","479","0.479","0"
"158480856","26","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","294","0.294","1"
"158480856","27","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","395","0.395","1"
"158480856","28","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","353","0.353","1"
"158480856","29","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","431","0.431","1"
"158480856","30","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","332","0.332","1"
"158480856","31","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","311","0.311","1"
"158480856","32","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","431","0.431","1"
"158480856","33","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","495","0.495","1"
"158480856","34","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","313","0.313","1"
"158480856","35","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","441","0.441","1"
"158480856","36","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","360","0.36","1"
"158480856","37","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","362","0.362","1"
"158480856","38","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","356","0.356","1"
"158480856","39","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","288","0.288","1"
"158480856","40","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","349","0.349","1"
"158480856","41","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","474","0.474","1"
"158480856","42","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","312","0.312","1"
"158480856","43","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","362","0.362","1"
"158480856","44","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","360","0.36","1"
"158480856","45","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","364","0.364","1"
"158480856","46","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","324","0.324","1"
"158480856","47","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","439","0.439","1"
"158480856","48","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","271","0.271","1"
"158480856","49","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","392","0.392","1"
"158480856","50","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","574","0.574","1"
"158480856","51","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","305","0.305","1"
"158480856","52","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","333","0.333","1"
"158480856","53","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","275","0.275","1"
"158480856","54","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","336","0.336","1"
"158480856","55","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","331","0.331","1"
"158480856","56","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","485","0.485","0"
"158480856","57","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","735","0.735","1"
"158480856","58","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","560","0.56","1"
