"Subject","Block","Trial","Matching","Speaker","Accent","Voice","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
7436462,2,26,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",433.59999999404,0.43359999999404,1
7436462,2,27,"Matching","S3","Scottish","S3_1.wav","self","self","Self","Self","self","Self","Self",1042.79999999702,1.04279999999702,1
7436462,2,28,"Matching","S3","Scottish","S3_2.wav","self","self","Self","Self","self","Self","Self",593.5,0.5935,1
7436462,2,29,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","other","Other","Stranger",409.20000000298,0.40920000000298,1
7436462,2,30,"Matching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","friend","Friend","Close",978.59999999404,0.97859999999404,1
7436462,2,31,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","other","Other","Stranger",495.70000000298,0.49570000000298,1
7436462,2,32,"Matching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","friend","Friend","Close",481.90000000596,0.48190000000596,1
7436462,2,33,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",475,0.475,1
7436462,2,34,"Nonmatching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","self","Self","Self",1038.10000000894,1.03810000000894,1
7436462,2,35,"Matching","S3","Scottish","S3_2.wav","self","self","Self","Self","self","Self","Self",1093.79999999702,1.09379999999702,1
7436462,2,36,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",398.59999999404,0.39859999999404,1
7436462,2,37,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",416.09999999404,0.41609999999404,1
7436462,2,38,"Matching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","friend","Friend","Close",480.5,0.4805,1
7436462,2,39,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","self","Self","Self",668.70000000298,0.66870000000298,1
7436462,2,40,"Nonmatching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",939.59999999404,0.93959999999404,1
7436462,2,41,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",614.79999999702,0.61479999999702,1
7436462,2,42,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","other","Other","Stranger",484.09999999404,0.48409999999404,1
7436462,2,43,"Matching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","friend","Friend","Close",718.300000011921,0.718300000011921,1
7436462,2,44,"Nonmatching","S1","Scottish","S1_1.wav","self","self","Self","Self","friend","Friend","Close",759.800000011921,0.759800000011921,1
7436462,2,45,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","self","Self","Self",1107.20000000298,1.10720000000298,1
7436462,2,46,"Matching","S3","Scottish","S3_1.wav","self","self","Self","Self","self","Self","Self",1014.69999998808,1.01469999998808,1
7436462,2,47,"Nonmatching","S1","Scottish","S1_1.wav","self","self","Self","Self","friend","Friend","Close",1002,1.002,1
7436462,2,48,"Matching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","friend","Friend","Close",530.20000000298,0.53020000000298,1
7436462,2,49,"Matching","S3","Scottish","S3_2.wav","self","self","Self","Self","self","Self","Self",1178,1.178,1
7436462,2,50,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","self","Self","Self",513.899999991059,0.513899999991059,1
7436462,2,51,"Matching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","friend","Friend","Close",959.20000000298,0.95920000000298,1
7436462,2,52,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",372.09999999404,0.37209999999404,1
7436462,2,53,"Matching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","friend","Friend","Close",625.20000000298,0.62520000000298,1
7436462,2,54,"Matching","S3","Scottish","S3_1.wav","self","self","Self","Self","self","Self","Self",449.79999999702,0.44979999999702,0
7436462,2,55,"Nonmatching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",755.5,0.7555,1
7436462,2,56,"Nonmatching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","self","Self","Self",978.09999999404,0.97809999999404,1
7436462,2,57,"Matching","S3","Scottish","S3_2.wav","self","self","Self","Self","self","Self","Self",977.59999999404,0.97759999999404,1
7436462,2,58,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",412.70000000298,0.41270000000298,1
7436462,2,59,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","other","Other","Stranger",500.40000000596,0.50040000000596,1
7436462,2,60,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",442.79999999702,0.44279999999702,1
7436462,2,61,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","friend","Friend","Close",1091.29999999702,1.09129999999702,1
7436462,2,62,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","self","Self","Self",976.20000000298,0.97620000000298,1
7436462,2,63,"Nonmatching","S2","Scottish","S2_2.wav","self","self","Self","Self","other","Other","Stranger",578.59999999404,0.57859999999404,1
7436462,2,64,"Nonmatching","S2","Scottish","S2_2.wav","self","self","Self","Self","other","Other","Stranger",700.29999999702,0.70029999999702,1
7436462,2,65,"Matching","S3","Scottish","S3_2.wav","self","self","Self","Self","self","Self","Self",1274.60000000894,1.27460000000894,1
7436462,2,66,"Nonmatching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","self","Self","Self",1103.20000000298,1.10320000000298,1
7436462,2,67,"Matching","S3","Scottish","S3_1.wav","self","self","Self","Self","self","Self","Self",1412.39999999106,1.41239999999106,1
7436462,2,68,"Matching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","friend","Friend","Close",904.40000000596,0.90440000000596,1
7436462,2,69,"Nonmatching","S2","Scottish","S2_2.wav","self","self","Self","Self","other","Other","Stranger",600,0.6,1
7436462,2,70,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","self","Self","Self",773.20000000298,0.77320000000298,1
7436462,2,71,"Matching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","friend","Friend","Close",718.59999999404,0.71859999999404,1
7436462,2,72,"Matching","S3","Scottish","S3_1.wav","self","self","Self","Self","self","Self","Self",1098,1.098,1
7436462,3,1,"Matching","S3","Scottish","S3_1.wav","self","self","Self","Self","self","Self","Self",492.90000000596,0.49290000000596,1
7436462,3,2,"Nonmatching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","self","Self","Self",1441.20000000298,1.44120000000298,1
7436462,3,3,"Nonmatching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",750.20000000298,0.75020000000298,1
7436462,3,4,"Matching","S3","Scottish","S3_1.wav","self","self","Self","Self","self","Self","Self",484.70000000298,0.48470000000298,1
7436462,3,5,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","self","Self","Self",600.899999991059,0.600899999991059,1
7436462,3,6,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",451.199999988079,0.451199999988079,1
7436462,3,7,"Matching","S3","Scottish","S3_1.wav","self","self","Self","Self","self","Self","Self",683.29999999702,0.68329999999702,1
7436462,3,8,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","self","Self","Self",670.79999999702,0.67079999999702,1
7436462,3,9,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","friend","Friend","Close",988,0.988,1
7436462,3,10,"Nonmatching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",639.40000000596,0.63940000000596,1
7436462,3,11,"Matching","S3","Scottish","S3_1.wav","self","self","Self","Self","self","Self","Self",594.300000011921,0.594300000011921,1
7436462,3,12,"Nonmatching","S1","Scottish","S1_1.wav","self","self","Self","Self","friend","Friend","Close",1293.20000000298,1.29320000000298,1
7436462,3,13,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","self","Self","Self",700.79999999702,0.70079999999702,1
7436462,3,14,"Nonmatching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","self","Self","Self",1231.09999999404,1.23109999999404,1
7436462,3,15,"Nonmatching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","self","Self","Self",1144.60000000894,1.14460000000894,1
7436462,3,16,"Nonmatching","S2","Scottish","S2_2.wav","self","self","Self","Self","other","Other","Stranger",655.899999991059,0.655899999991059,1
7436462,3,17,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",481.5,0.4815,1
7436462,3,18,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","other","Other","Stranger",688.20000000298,0.68820000000298,1
7436462,3,19,"Matching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","friend","Friend","Close",851.59999999404,0.85159999999404,1
7436462,3,20,"Matching","S3","Scottish","S3_2.wav","self","self","Self","Self","self","Self","Self",911.20000000298,0.91120000000298,1
7436462,3,21,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",671.79999999702,0.67179999999702,1
7436462,3,22,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","self","Self","Self",1184.70000000298,1.18470000000298,1
7436462,3,23,"Nonmatching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","self","Self","Self",665.20000000298,0.66520000000298,0
7436462,3,24,"Matching","S3","Scottish","S3_2.wav","self","self","Self","Self","self","Self","Self",565.29999999702,0.56529999999702,1
7436462,3,25,"Matching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","friend","Friend","Close",558.29999999702,0.55829999999702,1
7436462,3,26,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","other","Other","Stranger",467.59999999404,0.46759999999404,1
7436462,3,27,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",506.59999999404,0.50659999999404,1
7436462,3,28,"Matching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","friend","Friend","Close",817.79999999702,0.81779999999702,1
7436462,3,29,"Nonmatching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",705.40000000596,0.70540000000596,1
7436462,3,30,"Nonmatching","S1","Scottish","S1_1.wav","self","self","Self","Self","friend","Friend","Close",1122.29999999702,1.12229999999702,1
7436462,3,31,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",430.79999999702,0.43079999999702,1
7436462,3,32,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",766.09999999404,0.76609999999404,1
7436462,3,33,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",404.79999999702,0.40479999999702,1
7436462,3,34,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",399,0.399,1
7436462,3,35,"Matching","S3","Scottish","S3_2.wav","self","self","Self","Self","self","Self","Self",449.29999999702,0.44929999999702,1
7436462,3,36,"Matching","S3","Scottish","S3_2.wav","self","self","Self","Self","self","Self","Self",384.29999999702,0.38429999999702,1
7436462,3,37,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","friend","Friend","Close",1183.90000000596,1.18390000000596,1
7436462,3,38,"Nonmatching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",958.09999999404,0.95809999999404,1
7436462,3,39,"Nonmatching","S2","Scottish","S2_2.wav","self","self","Self","Self","other","Other","Stranger",944.5,0.9445,1
7436462,3,40,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",477.40000000596,0.47740000000596,1
7436462,3,41,"Matching","S3","Scottish","S3_2.wav","self","self","Self","Self","self","Self","Self",1078.79999999702,1.07879999999702,1
7436462,3,42,"Matching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","friend","Friend","Close",577.90000000596,0.57790000000596,1
7436462,3,43,"Nonmatching","S2","Scottish","S2_1.wav","self","self","Self","Self","other","Other","Stranger",661.40000000596,0.66140000000596,1
7436462,3,44,"Matching","S3","Scottish","S3_2.wav","self","self","Self","Self","self","Self","Self",964.5,0.9645,1
7436462,3,45,"Nonmatching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",643.600000008941,0.643600000008941,1
7436462,3,46,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","self","Self","Self",811.5,0.8115,1
7436462,3,47,"Matching","S3","Scottish","S3_1.wav","self","self","Self","Self","self","Self","Self",787,0.787,1
7436462,3,48,"Matching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","friend","Friend","Close",807.29999999702,0.80729999999702,1
7436462,3,49,"Matching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","friend","Friend","Close",532.70000000298,0.53270000000298,1
7436462,3,50,"Nonmatching","S2","Scottish","S2_2.wav","self","self","Self","Self","other","Other","Stranger",725.699999988079,0.725699999988079,1
7436462,3,51,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","friend","Friend","Close",963.20000000298,0.96320000000298,1
7436462,3,52,"Matching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","friend","Friend","Close",1115.60000000894,1.11560000000894,1
7436462,3,53,"Nonmatching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",506.90000000596,0.50690000000596,1
7436462,3,54,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","other","Other","Stranger",824.899999991059,0.824899999991059,1
7436462,3,55,"Nonmatching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","self","Self","Self",1082.19999998808,1.08219999998808,1
7436462,3,56,"Matching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","friend","Friend","Close",1075.70000000298,1.07570000000298,1
7436462,3,57,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","other","Other","Stranger",544.59999999404,0.54459999999404,1
7436462,3,58,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",652.199999988079,0.652199999988079,1
7436462,3,59,"Matching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","friend","Friend","Close",1428.40000000596,1.42840000000596,1
7436462,3,60,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","self","Self","Self",795.59999999404,0.79559999999404,1
7436462,3,61,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","other","Other","Stranger",765.899999991059,0.765899999991059,1
7436462,3,62,"Matching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","friend","Friend","Close",821.79999999702,0.82179999999702,1
7436462,3,63,"Matching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","friend","Friend","Close",1081.09999999404,1.08109999999404,1
7436462,3,64,"Nonmatching","S2","Scottish","S2_1.wav","self","self","Self","Self","other","Other","Stranger",612.399999991059,0.612399999991059,1
7436462,3,65,"Nonmatching","S1","Scottish","S1_1.wav","self","self","Self","Self","friend","Friend","Close",1016.89999999106,1.01689999999106,1
7436462,3,66,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",402.199999988079,0.402199999988079,1
7436462,3,67,"Nonmatching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","self","Self","Self",608.09999999404,0.60809999999404,1
7436462,3,68,"Nonmatching","S2","Scottish","S2_1.wav","self","self","Self","Self","other","Other","Stranger",950.20000000298,0.95020000000298,1
7436462,3,69,"Matching","S3","Scottish","S3_1.wav","self","self","Self","Self","self","Self","Self",641.90000000596,0.64190000000596,1
7436462,3,70,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","other","Other","Stranger",1022.5,1.0225,1
7436462,3,71,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",528.399999991059,0.528399999991059,1
7436462,3,72,"Matching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","friend","Friend","Close",944.20000000298,0.94420000000298,1
7436476,1,1,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",1022,1.022,0
7436476,1,2,"Nonmatching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","self","Self","Self",922,0.922,0
7436476,1,3,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",816,0.816,1
7436476,1,4,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",778,0.778,0
7436476,1,5,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",1113,1.113,1
7436476,1,6,"Nonmatching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","self","Self","Self",804,0.804,1
7436476,1,7,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",931,0.931,0
7436476,1,8,"Nonmatching","S2","Scottish","S2_1.wav","self","self","Self","Self","other","Other","Stranger",838,0.838,0
7436476,1,9,"Matching","S1","Scottish","S1_2.wav","self","self","Self","Self","self","Self","Self",1218,1.218,0
7436476,1,10,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",1100,1.1,0
7436476,1,11,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",950,0.95,1
7436476,1,12,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",890,0.89,1
7436476,1,13,"Nonmatching","S2","Scottish","S2_1.wav","self","self","Self","Self","other","Other","Stranger",753,0.753,1
7436476,1,14,"Matching","S1","Scottish","S1_1.wav","self","self","Self","Self","self","Self","Self",374,0.374,1
7436476,1,15,"Nonmatching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","self","Self","Self",697,0.697,1
7436476,1,16,"Matching","S1","Scottish","S1_1.wav","self","self","Self","Self","self","Self","Self",717,0.717,1
7436476,1,17,"Nonmatching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","self","Self","Self",571,0.571,1
7436476,1,18,"Matching","S1","Scottish","S1_2.wav","self","self","Self","Self","self","Self","Self",477,0.477,1
7436476,1,19,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","other","Other","Stranger",675,0.675,0
7436476,1,20,"Nonmatching","S2","Scottish","S2_1.wav","self","self","Self","Self","other","Other","Stranger",726,0.726,1
7436476,1,21,"Nonmatching","S3","Scottish","S3_2.wav","self","self","Self","Self","friend","Friend","Close",694,0.694,1
7436476,1,22,"Matching","S1","Scottish","S1_1.wav","self","self","Self","Self","self","Self","Self",1064,1.064,1
7436476,1,23,"Nonmatching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","self","Self","Self",1106,1.106,1
7436476,1,24,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",1043,1.043,1
7436476,1,25,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",585,0.585,1
7436476,1,26,"Nonmatching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","self","Self","Self",880,0.88,1
7436476,1,27,"Matching","S1","Scottish","S1_2.wav","self","self","Self","Self","self","Self","Self",734,0.734,1
7436476,1,28,"Nonmatching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","self","Self","Self",654,0.654,1
7436476,1,29,"Matching","S1","Scottish","S1_1.wav","self","self","Self","Self","self","Self","Self",774,0.774,1
7436476,1,30,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",1244,1.244,1
7436476,1,31,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",776,0.776,1
7436476,1,32,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",494,0.494,1
7436476,1,33,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",572,0.572,1
7436476,1,34,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",747,0.747,1
7436476,1,35,"Nonmatching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","self","Self","Self",747,0.747,1
7436476,1,36,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",604,0.604,1
7436476,1,37,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",437,0.437,1
7436476,1,38,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",651,0.651,1
7436476,1,39,"Nonmatching","S3","Scottish","S3_1.wav","self","self","Self","Self","friend","Friend","Close",678,0.678,1
7436476,1,40,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","other","Other","Stranger",963,0.963,0
7436476,1,41,"Matching","S1","Scottish","S1_2.wav","self","self","Self","Self","self","Self","Self",815,0.815,1
7436476,1,42,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",1041,1.041,1
7436476,1,43,"Nonmatching","S3","Scottish","S3_2.wav","self","self","Self","Self","friend","Friend","Close",1174,1.174,1
7436476,1,44,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",1201,1.201,1
7436476,1,45,"Nonmatching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","self","Self","Self",778,0.778,1
7436476,1,46,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",652,0.652,1
7436476,1,47,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",617,0.617,1
7436476,1,48,"Nonmatching","S3","Scottish","S3_1.wav","self","self","Self","Self","friend","Friend","Close",1006,1.006,1
7436476,1,49,"Matching","S1","Scottish","S1_1.wav","self","self","Self","Self","self","Self","Self",556,0.556,1
7436476,1,50,"Matching","S1","Scottish","S1_1.wav","self","self","Self","Self","self","Self","Self",426,0.426,1
7436476,1,51,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","other","Other","Stranger",780,0.78,1
7436476,1,52,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","other","Other","Stranger",750,0.75,1
7436476,1,53,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",432,0.432,1
7436476,1,54,"Nonmatching","S3","Scottish","S3_2.wav","self","self","Self","Self","friend","Friend","Close",708,0.708,1
7436476,1,55,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","other","Other","Stranger",789,0.789,1
7436476,1,56,"Nonmatching","S2","Scottish","S2_2.wav","self","self","Self","Self","other","Other","Stranger",537,0.537,1
7436476,1,57,"Nonmatching","S2","Scottish","S2_2.wav","self","self","Self","Self","other","Other","Stranger",491,0.491,1
7436476,1,58,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",804,0.804,1
7436476,1,59,"Nonmatching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","self","Self","Self",1007,1.007,1
7436476,1,60,"Nonmatching","S2","Scottish","S2_2.wav","self","self","Self","Self","other","Other","Stranger",642,0.642,1
7436476,1,61,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",977,0.977,0
7436476,1,62,"Nonmatching","S3","Scottish","S3_1.wav","self","self","Self","Self","friend","Friend","Close",749,0.749,1
7436476,1,63,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","other","Other","Stranger",1041,1.041,1
7436476,1,64,"Nonmatching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","self","Self","Self",967,0.967,1
7436476,1,65,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",637,0.637,1
7436476,1,66,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",769,0.769,1
7436476,1,67,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",630,0.63,1
7436476,1,68,"Nonmatching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","self","Self","Self",828,0.828,0
7436476,1,69,"Matching","S1","Scottish","S1_2.wav","self","self","Self","Self","self","Self","Self",765,0.765,1
7436476,1,70,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",781,0.781,1
7436476,1,71,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",531,0.531,1
7436476,1,72,"Matching","S1","Scottish","S1_2.wav","self","self","Self","Self","self","Self","Self",705,0.705,1
7436476,2,1,"Nonmatching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","self","Self","Self",1020,1.02,1
7436476,2,2,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","other","Other","Stranger",946,0.946,1
7436476,2,3,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",680,0.68,1
7436476,2,4,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","other","Other","Stranger",818,0.818,0
7436476,2,5,"Nonmatching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","self","Self","Self",1068,1.068,1
7436476,2,6,"Matching","S1","Scottish","S1_1.wav","self","self","Self","Self","self","Self","Self",1023,1.023,0
7436476,2,7,"Matching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",968,0.968,0
7436476,2,8,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",743,0.743,1
7436476,2,9,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",585,0.585,1
7436476,2,10,"Matching","S1","Scottish","S1_1.wav","self","self","Self","Self","self","Self","Self",689,0.689,1
7436476,2,11,"Nonmatching","S2","Scottish","S2_1.wav","self","self","Self","Self","other","Other","Stranger",480,0.48,1
7436476,2,12,"Nonmatching","S2","Scottish","S2_2.wav","self","self","Self","Self","other","Other","Stranger",508,0.508,1
7436476,2,13,"Matching","S1","Scottish","S1_2.wav","self","self","Self","Self","self","Self","Self",771,0.771,1
7436476,2,14,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",397,0.397,1
7436476,2,15,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","other","Other","Stranger",642,0.642,1
7436476,2,16,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",692,0.692,1
7436476,2,17,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",590,0.59,1
7436476,2,18,"Matching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",414,0.414,1
7436476,2,19,"Nonmatching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","self","Self","Self",557,0.557,1
7436476,2,20,"Nonmatching","S3","Scottish","S3_1.wav","self","self","Self","Self","friend","Friend","Close",562,0.562,1
7436476,2,21,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",495,0.495,1
7436476,2,22,"Nonmatching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","self","Self","Self",1165,1.165,1
7436476,2,23,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",842,0.842,1
