"Subject","Group","Condition","Block","Trial","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
18351,1,"line",1,21,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",744,0.744,1
18351,1,"neutral",1,22,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",456,0.456,0
18351,1,"sad",1,23,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",1120,1.12,0
18351,1,"neutral",1,24,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",421,0.421,0
18351,1,"neutral",1,25,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",862,0.862,1
18351,1,"neutral",1,26,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",686,0.686,1
18351,1,"neutral",1,27,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",560,0.56,1
18351,1,"neutral",1,28,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",830,0.83,0
18351,1,"sad",1,29,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1255,1.255,1
18351,1,"line",1,30,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",619,0.619,1
18351,1,"line",1,31,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",537,0.537,1
18351,1,"neutral",1,32,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",637,0.637,1
18351,1,"neutral",1,33,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",672,0.672,1
18351,1,"neutral",1,34,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",977,0.977,0
18351,1,"happy",1,35,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",896,0.896,0
18351,1,"happy",1,36,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1231,1.231,1
18351,1,"happy",1,37,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1129,1.129,1
18351,1,"sad",1,38,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1076,1.076,1
18351,1,"neutral",1,39,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",471,0.471,1
18351,1,"happy",1,40,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",878,0.878,1
18351,1,"line",1,41,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",712,0.712,1
18351,1,"sad",1,42,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",363,0.363,0
18351,1,"neutral",1,43,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",628,0.628,1
18351,1,"line",1,44,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",488,0.488,1
18351,1,"happy",1,45,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",627,0.627,1
18351,1,"sad",1,46,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",763,0.763,1
18351,1,"happy",1,47,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",937,0.937,1
18351,1,"happy",1,48,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",591,0.591,0
18351,1,"line",1,49,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",742,0.742,0
18351,1,"happy",1,50,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",838,0.838,0
18351,1,"sad",1,51,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",924,0.924,1
18351,1,"neutral",1,52,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",498,0.498,1
18351,1,"line",1,53,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",542,0.542,1
18351,1,"sad",1,54,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",693,0.693,1
18351,1,"happy",1,55,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1454,1.454,1
18351,1,"happy",1,56,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",730,0.73,1
18351,1,"sad",1,57,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",704,0.704,0
18351,1,"neutral",1,58,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",967,0.967,1
18351,1,"happy",1,59,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",472,0.472,0
18351,1,"sad",1,60,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",1186,1.186,0
18351,1,"sad",1,61,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",843,0.843,1
18351,1,"neutral",1,62,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",672,0.672,1
18351,1,"neutral",1,63,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",630,0.63,1
18351,1,"sad",1,64,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",731,0.731,1
18351,1,"line",1,65,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",795,0.795,0
18351,1,"line",1,66,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","0",1500,1.5,0
18351,1,"happy",1,67,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",726,0.726,0
18351,1,"line",1,68,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",934,0.934,0
18351,1,"line",1,69,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","0",1500,1.5,0
18351,1,"sad",1,70,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",858,0.858,1
18351,1,"neutral",1,71,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",1073,1.073,1
18351,1,"line",1,72,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",1435,1.435,1
18351,1,"happy",1,73,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",767,0.767,1
18351,1,"line",1,74,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1038,1.038,1
18351,1,"line",1,75,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",996,0.996,0
18351,1,"happy",1,76,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",910,0.91,1
18351,1,"neutral",1,77,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",801,0.801,1
18351,1,"happy",1,78,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1107,1.107,1
18351,1,"line",1,79,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1010,1.01,1
18351,1,"line",1,80,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",896,0.896,1
18351,1,"neutral",2,1,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","0",1500,1.5,0
18351,1,"neutral",2,2,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","0",1500,1.5,0
18351,1,"sad",2,3,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",780,0.78,1
18351,1,"happy",2,4,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",684,0.684,1
18351,1,"happy",2,5,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",551,0.551,1
18351,1,"sad",2,6,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",567,0.567,1
18351,1,"happy",2,7,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1029,1.029,1
18351,1,"line",2,8,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",630,0.63,0
18351,1,"line",2,9,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",649,0.649,1
18351,1,"happy",2,10,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",739,0.739,1
18351,1,"happy",2,11,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",799,0.799,0
18351,1,"happy",2,12,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",635,0.635,1
18351,1,"neutral",2,13,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",957,0.957,0
18351,1,"happy",2,14,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",1303,1.303,1
18351,1,"happy",2,15,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",498,0.498,0
18351,1,"sad",2,16,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",778,0.778,1
18351,1,"line",2,17,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",984,0.984,1
18351,1,"line",2,18,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",1019,1.019,1
18351,1,"sad",2,19,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",1499,1.499,1
18351,1,"neutral",2,20,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",543,0.543,1
18351,1,"sad",2,21,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",624,0.624,1
18351,1,"happy",2,22,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",622,0.622,1
18351,1,"neutral",2,23,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",827,0.827,0
18351,1,"line",2,24,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",1066,1.066,1
18351,1,"sad",2,25,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",358,0.358,1
18351,1,"sad",2,26,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",1227,1.227,0
18351,1,"sad",2,27,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",438,0.438,1
18351,1,"happy",2,28,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",400,0.4,1
18351,1,"neutral",2,29,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",347,0.347,0
18351,1,"sad",2,30,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",420,0.42,0
18351,1,"happy",2,31,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",745,0.745,0
18351,1,"sad",2,32,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",577,0.577,0
18351,1,"sad",2,33,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",784,0.784,0
18351,1,"line",2,34,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",1230,1.23,0
18351,1,"happy",2,35,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",680,0.68,0
18351,1,"line",2,36,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",662,0.662,1
18351,1,"happy",2,37,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",880,0.88,1
18351,1,"line",2,38,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1111,1.111,1
18351,1,"line",2,39,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",855,0.855,1
18351,1,"sad",2,40,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",661,0.661,1
18351,1,"neutral",2,41,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",641,0.641,1
18351,1,"line",2,42,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",757,0.757,0
18351,1,"happy",2,43,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",746,0.746,1
18351,1,"sad",2,44,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",1170,1.17,1
18351,1,"neutral",2,45,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",517,0.517,1
18351,1,"happy",2,46,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",665,0.665,0
18351,1,"neutral",2,47,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",978,0.978,0
18351,1,"line",2,48,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",827,0.827,1
18351,1,"happy",2,49,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",665,0.665,0
18351,1,"neutral",2,50,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1331,1.331,1
18351,1,"happy",2,51,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",657,0.657,1
18351,1,"sad",2,52,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",1228,1.228,1
18351,1,"neutral",2,53,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",752,0.752,1
18351,1,"neutral",2,54,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1019,1.019,1
18351,1,"line",2,55,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",1134,1.134,0
18351,1,"happy",2,56,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",667,0.667,0
18351,1,"happy",2,57,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",616,0.616,1
18351,1,"neutral",2,58,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",418,0.418,0
18351,1,"line",2,59,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1062,1.062,1
18351,1,"sad",2,60,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",891,0.891,0
18351,1,"line",2,61,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1410,1.41,1
18351,1,"line",2,62,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",1152,1.152,0
18351,1,"line",2,63,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1238,1.238,1
18351,1,"line",2,64,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",626,0.626,1
18351,1,"line",2,65,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1181,1.181,1
18351,1,"neutral",2,66,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1111,1.111,1
18351,1,"sad",2,67,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1084,1.084,1
18351,1,"happy",2,68,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1254,1.254,1
18351,1,"neutral",2,69,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",847,0.847,1
18351,1,"sad",2,70,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",1140,1.14,1
18351,1,"neutral",2,71,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",804,0.804,1
18351,1,"sad",2,72,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",876,0.876,1
18351,1,"sad",2,73,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",746,0.746,1
18351,1,"sad",2,74,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",1190,1.19,0
18351,1,"neutral",2,75,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",746,0.746,1
18351,1,"neutral",2,76,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",404,0.404,0
18351,1,"neutral",2,77,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",326,0.326,1
18351,1,"neutral",2,78,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",242,0.242,1
18351,1,"line",2,79,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",564,0.564,0
18351,1,"line",2,80,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",413,0.413,0
18351,1,"sad",3,1,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","0",1500,1.5,0
18351,1,"line",3,2,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",969,0.969,1
18351,1,"line",3,3,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",610,0.61,1
18351,1,"neutral",3,4,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",580,0.58,1
18351,1,"sad",3,5,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",1258,1.258,1
18351,1,"happy",3,6,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",713,0.713,1
18351,1,"sad",3,7,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",583,0.583,1
18351,1,"line",3,8,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",693,0.693,1
18351,1,"line",3,9,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",911,0.911,1
18351,1,"happy",3,10,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",696,0.696,1
18351,1,"line",3,11,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",858,0.858,1
18351,1,"sad",3,12,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",597,0.597,1
18351,1,"happy",3,13,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",956,0.956,1
18351,1,"happy",3,14,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",525,0.525,0
18351,1,"happy",3,15,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1014,1.014,1
18351,1,"sad",3,16,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",723,0.723,1
18351,1,"line",3,17,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",689,0.689,1
18351,1,"sad",3,18,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","0",1500,1.5,0
18351,1,"neutral",3,19,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",834,0.834,1
18351,1,"neutral",3,20,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","0",1500,1.5,0
18351,1,"neutral",3,21,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",842,0.842,1
18351,1,"happy",3,22,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",742,0.742,1
18351,1,"line",3,23,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",636,0.636,1
18351,1,"neutral",3,24,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",665,0.665,1
18351,1,"neutral",3,25,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",704,0.704,1
18351,1,"neutral",3,26,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",1210,1.21,0
18351,1,"neutral",3,27,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",680,0.68,1
18351,1,"happy",3,28,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",814,0.814,1
18351,1,"line",3,29,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",635,0.635,1
18351,1,"sad",3,30,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",466,0.466,0
18351,1,"line",3,31,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",1040,1.04,1
18351,1,"happy",3,32,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",722,0.722,0
18351,1,"happy",3,33,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",442,0.442,1
18351,1,"sad",3,34,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",737,0.737,1
18351,1,"sad",3,35,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",632,0.632,1
18351,1,"neutral",3,36,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",631,0.631,0
18351,1,"happy",3,37,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",931,0.931,1
18351,1,"happy",3,38,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",717,0.717,0
18351,1,"line",3,39,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",576,0.576,1
18351,1,"neutral",3,40,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",1015,1.015,1
18351,1,"neutral",3,41,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",617,0.617,1
18351,1,"line",3,42,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",637,0.637,1
18351,1,"sad",3,43,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",722,0.722,1
18351,1,"happy",3,44,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",448,0.448,1
18351,1,"sad",3,45,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",461,0.461,0
18351,1,"neutral",3,46,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1154,1.154,1
18351,1,"neutral",3,47,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",715,0.715,0
18351,1,"line",3,48,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",638,0.638,1
18351,1,"line",3,49,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",968,0.968,1
18351,1,"neutral",3,50,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",601,0.601,1
18351,1,"sad",3,51,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",926,0.926,1
18351,1,"neutral",3,52,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",738,0.738,0
18351,1,"neutral",3,53,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",199,0.199,0
18351,1,"sad",3,54,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",944,0.944,1
18351,1,"sad",3,55,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",532,0.532,1
18351,1,"happy",3,56,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",700,0.7,1
18351,1,"sad",3,57,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",642,0.642,0
18351,1,"sad",3,58,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1285,1.285,1
18351,1,"neutral",3,59,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","0",1500,1.5,0
18351,1,"happy",3,60,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1219,1.219,1
18351,1,"line",3,61,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",617,0.617,1
18351,1,"line",3,62,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",610,0.61,0
18351,1,"sad",3,63,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",580,0.58,0
18351,1,"happy",3,64,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",419,0.419,0
18351,1,"line",3,65,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1128,1.128,1
18351,1,"sad",3,66,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",946,0.946,0
18351,1,"happy",3,67,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",1059,1.059,1
18351,1,"sad",3,68,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",491,0.491,1
18351,1,"line",3,69,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",868,0.868,1
18351,1,"happy",3,70,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",621,0.621,1
18351,1,"neutral",3,71,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",614,0.614,1
18351,1,"neutral",3,72,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",670,0.67,1
18351,1,"line",3,73,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",804,0.804,1
18351,1,"happy",3,74,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",761,0.761,1
18351,1,"neutral",3,75,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",900,0.9,1
18351,1,"line",3,76,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",780,0.78,0
18351,1,"happy",3,77,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",576,0.576,1
18351,1,"sad",3,78,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",913,0.913,1
18351,1,"line",3,79,"ve.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",873,0.873,1
18351,1,"happy",3,80,"ve.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",662,0.662,1
18351,1,"happy",4,1,"he.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","0",1500,1.5,0
18351,1,"happy",4,2,"he.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",858,0.858,1
