"Subject","Block","Trial","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Task","extraIV1","Response","RT_ms","RT_sec","ACC"
7316,"8",41,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","n",665,0.665,1
7316,"8",42,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",831.1,0.8311,1
7316,"8",43,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",907.3,0.9073,1
7316,"8",44,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",783.4,0.7834,1
7316,"8",45,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",669.5,0.6695,1
7316,"8",46,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",585.8,0.5858,1
7316,"8",47,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",567.8,0.5678,1
7316,"8",48,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",623.9,0.6239,1
7317,"1",1,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",606.1,0.6061,1
7317,"1",2,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",507,0.507,1
7317,"1",3,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",525.9,0.5259,1
7317,"1",4,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",869.1,0.8691,1
7317,"1",5,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",835.3,0.8353,0
7317,"1",6,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",780.8,0.7808,1
7317,"1",7,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",577.1,0.5771,0
7317,"1",8,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",1005.4,1.0054,1
7317,"1",9,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",1066.2,1.0662,0
7317,"1",10,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",996.2,0.9962,1
7317,"1",11,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",892.8,0.8928,0
7317,"1",12,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",1059.5,1.0595,0
7317,"1",13,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",901.5,0.9015,1
7317,"1",14,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",532.2,0.5322,1
7317,"1",15,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",687.6,0.6876,1
7317,"1",16,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",874,0.874,0
7317,"1",17,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",760.3,0.7603,0
7317,"1",18,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",844.2,0.8442,1
7317,"1",19,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",681.9,0.6819,1
7317,"1",20,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",716.4,0.7164,1
7317,"1",21,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",739.6,0.7396,1
7317,"1",22,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",571.1,0.5711,1
7317,"1",23,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",643.3,0.6433,1
7317,"1",24,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",572.7,0.5727,0
7317,"1",25,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"1",26,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",895.3,0.8953,1
7317,"1",27,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",718,0.718,1
7317,"1",28,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",741.1,0.7411,1
7317,"1",29,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",700.7,0.7007,1
7317,"1",30,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",739.4,0.7394,1
7317,"1",31,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",819,0.819,0
7317,"1",32,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",908.1,0.9081,1
7317,"1",33,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",823,0.823,1
7317,"1",34,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",1068.3,1.0683,1
7317,"1",35,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",530.5,0.5305,0
7317,"1",36,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",653.9,0.6539,1
7317,"1",37,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",667.6,0.6676,1
7317,"1",38,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",553.9,0.5539,0
7317,"1",39,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",805.7,0.8057,1
7317,"1",40,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",802.5,0.8025,1
7317,"1",41,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",543.4,0.5434,1
7317,"1",42,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",942.9,0.9429,1
7317,"1",43,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",670.6,0.6706,1
7317,"1",44,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",676.8,0.6768,1
7317,"1",45,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",827,0.827,1
7317,"1",46,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",736.2,0.7362,1
7317,"1",47,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",859.7,0.8597,1
7317,"1",48,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",1037.7,1.0377,0
7317,"1",49,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good",NA,1084.1,1.0841,NA
7317,"1",50,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",809.7,0.8097,0
7317,"1",51,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",658.7,0.6587,1
7317,"1",52,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"1",53,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",711.1,0.7111,1
7317,"1",54,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",858.1,0.8581,1
7317,"1",55,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",724.1,0.7241,1
7317,"1",56,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",867.3,0.8673,1
7317,"1",57,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",597.2,0.5972,0
7317,"1",58,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",786,0.786,1
7317,"1",59,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",858.5,0.8585,1
7317,"1",60,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",828.7,0.8287,1
7317,"1",61,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",809.9,0.8099,0
7317,"1",62,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",978.9,0.9789,0
7317,"1",63,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",943.3,0.9433,1
7317,"1",64,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",654.9,0.6549,0
7317,"1",65,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",908.7,0.9087,1
7317,"1",66,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good",NA,1084.1,1.0841,NA
7317,"1",67,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",866,0.866,1
7317,"1",68,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",972,0.972,1
7317,"1",69,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",932.1,0.9321,0
7317,"1",70,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",967.4,0.9674,1
7317,"1",71,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",727.5,0.7275,1
7317,"1",72,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",819.1,0.8191,1
7317,"1",73,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good",NA,1084.1,1.0841,NA
7317,"1",74,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",740.2,0.7402,0
7317,"1",75,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",691.8,0.6918,1
7317,"1",76,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",818.5,0.8185,1
7317,"1",77,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","n",827.5,0.8275,1
7317,"1",78,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",856.8,0.8568,1
7317,"1",79,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",931,0.931,0
7317,"1",80,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",822.3,0.8223,1
7317,"1",81,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",731.5,0.7315,0
7317,"1",82,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",1070.9,1.0709,1
7317,"1",83,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",653.2,0.6532,1
7317,"1",84,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",842.9,0.8429,0
7317,"1",85,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",820.4,0.8204,0
7317,"1",86,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",709.4,0.7094,1
7317,"1",87,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",808.3,0.8083,1
7317,"1",88,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",869.2,0.8692,0
7317,"1",89,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",747.3,0.7473,1
7317,"1",90,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",682.9,0.6829,1
7317,"1",91,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",845.4,0.8454,1
7317,"1",92,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","m",803.2,0.8032,0
7317,"1",93,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",944.1,0.9441,1
7317,"1",94,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",783.7,0.7837,1
7317,"1",95,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",747.9,0.7479,1
7317,"1",96,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",699.7,0.6997,1
7317,"1",97,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",682.3,0.6823,1
7317,"1",98,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good",NA,1084.1,1.0841,NA
7317,"1",99,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","n",767.2,0.7672,1
7317,"1",100,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",855.3,0.8553,1
7317,"1",101,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",917,0.917,1
7317,"1",102,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",756.2,0.7562,0
7317,"1",103,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","n",888.1,0.8881,1
7317,"1",104,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",922.6,0.9226,1
7317,"1",105,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",745.6,0.7456,0
7317,"1",106,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",937.3,0.9373,1
7317,"1",107,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",804.7,0.8047,1
7317,"1",108,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",689.5,0.6895,1
7317,"1",109,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",948,0.948,0
7317,"1",110,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",795.6,0.7956,1
7317,"1",111,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",916.1,0.9161,0
7317,"1",112,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",899.4,0.8994,1
7317,"1",113,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",882,0.882,1
7317,"1",114,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",740.3,0.7403,1
7317,"1",115,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",612.2,0.6122,0
7317,"1",116,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",925.1,0.9251,1
7317,"1",117,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",804.4,0.8044,1
7317,"1",118,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",929.1,0.9291,1
7317,"1",119,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",868.5,0.8685,0
7317,"1",120,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",1026.8,1.0268,1
7317,"2",1,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"2",2,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good",NA,1084.1,1.0841,NA
7317,"2",3,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"2",4,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",592,0.592,0
7317,"2",5,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",344.5,0.3445,0
7317,"2",6,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",328.2,0.3282,0
7317,"2",7,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",555.6,0.5556,0
7317,"2",8,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",399.4,0.3994,1
7317,"2",9,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",308.2,0.3082,0
7317,"2",10,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","m",311.2,0.3112,0
7317,"2",11,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",690,0.69,1
7317,"2",12,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",676.4,0.6764,1
7317,"2",13,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",698.7,0.6987,1
7317,"2",14,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",705.3,0.7053,1
7317,"2",15,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",588.4,0.5884,1
7317,"2",16,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",684.8,0.6848,0
7317,"2",17,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",551.3,0.5513,1
7317,"2",18,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",715.1,0.7151,1
7317,"2",19,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",642.3,0.6423,1
7317,"2",20,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",667.8,0.6678,1
7317,"2",21,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",698,0.698,0
7317,"2",22,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","n",792.7,0.7927,1
7317,"2",23,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",617.3,0.6173,1
7317,"2",24,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",546.4,0.5464,1
7317,"2",25,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",602,0.602,1
7317,"2",26,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",750.6,0.7506,1
7317,"2",27,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"2",28,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good",NA,1084.1,1.0841,NA
7317,"2",29,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",999.5,0.9995,1
7317,"2",30,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",604.4,0.6044,1
7317,"2",31,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",857.2,0.8572,1
7317,"2",32,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",691.1,0.6911,1
7317,"2",33,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",937.7,0.9377,1
7317,"2",34,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",981.2,0.9812,1
7317,"2",35,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",969.5,0.9695,1
7317,"2",36,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",689.7,0.6897,1
7317,"2",37,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",1012,1.012,1
7317,"2",38,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",773.1,0.7731,1
7317,"2",39,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",997.1,0.9971,0
7317,"2",40,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","n",962,0.962,1
7317,"2",41,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good",NA,1084.1,1.0841,NA
7317,"2",42,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",780.7,0.7807,0
7317,"2",43,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",696.9,0.6969,1
7317,"2",44,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",895.6,0.8956,0
7317,"2",45,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",822.4,0.8224,0
7317,"2",46,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",1027.5,1.0275,1
7317,"2",47,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",921,0.921,0
7317,"2",48,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",768.2,0.7682,1
7317,"2",49,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",992.2,0.9922,1
7317,"2",50,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",928.7,0.9287,1
7317,"2",51,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"2",52,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",846.6,0.8466,1
7317,"2",53,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",812.3,0.8123,1
7317,"2",54,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",813.3,0.8133,1
7317,"2",55,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",574.5,0.5745,0
7317,"2",56,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",858.8,0.8588,0
7317,"2",57,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",748.6,0.7486,1
7317,"2",58,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",900.4,0.9004,1
7317,"2",59,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",891.1,0.8911,1
7317,"2",60,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",705.7,0.7057,1
7317,"2",61,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",668.7,0.6687,1
7317,"2",62,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",898.8,0.8988,1
7317,"2",63,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",985.5,0.9855,1
7317,"2",64,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",770.1,0.7701,1
7317,"2",65,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",770.2,0.7702,1
7317,"2",66,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",874.2,0.8742,1
7317,"2",67,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",1048.5,1.0485,0
7317,"2",68,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",974.2,0.9742,1
7317,"2",69,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",850.6,0.8506,0
7317,"2",70,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",936.2,0.9362,1
