"Subject","Block","Trial","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Task","extraIV1","Response","RT_ms","RT_sec","ACC"
7302,"2",78,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",797.3,0.7973,1
7302,"2",79,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",543.3,0.5433,1
7302,"2",80,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",597.4,0.5974,1
7302,"2",81,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",679.6,0.6796,1
7302,"2",82,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",833.7,0.8337,1
7302,"2",83,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",589.8,0.5898,0
7302,"2",84,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",625.9,0.6259,1
7302,"2",85,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",760,0.76,1
7302,"2",86,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",666.2,0.6662,1
7302,"2",87,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",600.3,0.6003,1
7302,"2",88,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",714.4,0.7144,0
7302,"2",89,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",702.5,0.7025,1
7302,"2",90,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",676.6,0.6766,1
7302,"2",91,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",832.7,0.8327,1
7302,"2",92,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",764.9,0.7649,1
7302,"2",93,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",799.1,0.7991,1
7302,"2",94,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",641.1,0.6411,1
7302,"2",95,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",691.2,0.6912,1
7302,"2",96,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",643.4,0.6434,1
7302,"2",97,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",821.5,0.8215,1
7302,"2",98,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",747.6,0.7476,1
7302,"2",99,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",879.7,0.8797,1
7302,"2",100,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",625.8,0.6258,1
7302,"2",101,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",616,0.616,0
7302,"2",102,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",904.1,0.9041,0
7302,"2",103,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",670.2,0.6702,1
7302,"2",104,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",642.3,0.6423,1
7302,"2",105,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","n",716.4,0.7164,1
7302,"2",106,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",824.5,0.8245,1
7302,"2",107,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",694.7,0.6947,1
7302,"2",108,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",622.9,0.6229,0
7302,"2",109,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",684.9,0.6849,1
7302,"2",110,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",751,0.751,1
7302,"2",111,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",811.1,0.8111,1
7302,"2",112,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",723.3,0.7233,1
7302,"2",113,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",813.4,0.8134,1
7302,"2",114,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",733.5,0.7335,1
7302,"2",115,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",781.6,0.7816,1
7302,"2",116,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",675.7,0.6757,1
7302,"2",117,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",551.6,0.5516,1
7302,"2",118,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",780,0.78,1
7302,"2",119,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",842.1,0.8421,1
7302,"2",120,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",652.3,0.6523,1
7302,"3",1,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",582.5,0.5825,1
7302,"3",2,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",772.6,0.7726,1
7302,"3",3,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",540.7,0.5407,1
7302,"3",4,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",754.8,0.7548,1
7302,"3",5,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",823,0.823,1
7302,"3",6,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",805.1,0.8051,1
7302,"3",7,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",735.2,0.7352,1
7302,"3",8,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",663.4,0.6634,1
7302,"3",9,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",725.5,0.7255,1
7302,"3",10,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","n",759.6,0.7596,1
7302,"3",11,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",665.7,0.6657,1
7302,"3",12,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",647.8,0.6478,1
7302,"3",13,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","n",855.9,0.8559,1
7302,"3",14,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",696.1,0.6961,1
7302,"3",15,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good",NA,1042,1.042,NA
7302,"3",16,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",586.4,0.5864,0
7302,"3",17,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",648.4,0.6484,1
7302,"3",18,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",744.6,0.7446,1
7302,"3",19,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",702.7,0.7027,1
7302,"3",20,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",692.8,0.6928,1
7302,"3",21,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",484.9,0.4849,1
7302,"3",22,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",599,0.599,1
7302,"3",23,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","n",857.2,0.8572,1
7302,"3",24,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",543.3,0.5433,0
7302,"3",25,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",677.4,0.6774,1
7302,"3",26,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",591.5,0.5915,1
7302,"3",27,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",715.6,0.7156,1
7302,"3",28,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",575.7,0.5757,1
7302,"3",29,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",671.9,0.6719,1
7302,"3",30,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",635.9,0.6359,1
7302,"3",31,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",504,0.504,1
7302,"3",32,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",574.2,0.5742,1
7302,"3",33,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",566.2,0.5662,0
7302,"3",34,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",584.4,0.5844,1
7302,"3",35,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",654.6,0.6546,1
7302,"3",36,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",590.6,0.5906,1
7302,"3",37,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",802.8,0.8028,1
7302,"3",38,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",644.8,0.6448,0
7302,"3",39,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",702.9,0.7029,1
7302,"3",40,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",645.1,0.6451,1
7302,"3",41,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",727.2,0.7272,1
7302,"3",42,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",623.3,0.6233,1
7302,"3",43,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","m",693.5,0.6935,0
7302,"3",44,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",645.5,0.6455,1
7302,"3",45,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",687.7,0.6877,1
7302,"3",46,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",655.8,0.6558,1
7302,"3",47,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",687.9,0.6879,1
7302,"3",48,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",768.1,0.7681,0
7302,"3",49,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",720.1,0.7201,0
7302,"3",50,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",626.2,0.6262,1
7302,"3",51,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",704.4,0.7044,1
7302,"3",52,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",582.5,0.5825,1
7302,"3",53,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",836.6,0.8366,1
7302,"3",54,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",768.7,0.7687,1
7302,"3",55,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",664.8,0.6648,1
7302,"3",56,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",623,0.623,0
7302,"3",57,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",805.4,0.8054,1
7302,"3",58,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",727.2,0.7272,1
7302,"3",59,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",663.3,0.6633,1
7302,"3",60,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",677.4,0.6774,1
7302,"3",61,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",759.5,0.7595,1
7302,"3",62,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",641.6,0.6416,1
7302,"3",63,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",787.8,0.7878,1
7302,"3",64,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",583.9,0.5839,1
7302,"3",65,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",614.1,0.6141,1
7302,"3",66,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",678.1,0.6781,1
7302,"3",67,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",640.2,0.6402,1
7302,"3",68,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",674.4,0.6744,1
7302,"3",69,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",878.5,0.8785,1
7302,"3",70,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",752.6,0.7526,1
7302,"3",71,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",844.7,0.8447,1
