Subject,Group,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,Response,RT_ms,RT_sec,ACC
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,523.263099836186,0.523263099836186,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,673.556199995801,0.673556199995801,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,633.460300043225,0.633460300043225,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,619.808200048283,0.619808200048283,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,594.724100083113,0.594724100083113,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,633.671200135723,0.633671200135723,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,943.845500005409,0.943845500005409,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,463.449599919841,0.463449599919841,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,511.530499905348,0.511530499905348,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,673.587800003588,0.673587800003588,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,742.528700036928,0.742528700036928,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,695.389400003478,0.695389400003478,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,1045.27919995598,1.04527919995598,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,585.631999885663,0.585631999885663,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,742.801399901509,0.742801399901509,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,1049.87300001085,1.04987300001085,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,599.369599949569,0.599369599949569,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,662.989599863067,0.662989599863067,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,589.052499970421,0.589052499970421,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,562.740900088102,0.562740900088102,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,325.586100108922,0.325586100108922,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,418.98570000194,0.41898570000194,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,542.529799975455,0.542529799975455,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,582.862199982628,0.582862199982628,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,710.97100013867,0.71097100013867,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,448.415599996224,0.448415599996224,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,559.829599922523,0.559829599922523,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,666.85919999145,0.66685919999145,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,549.044700106606,0.549044700106606,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,677.001000149176,0.677001000149176,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,595.378200057894,0.595378200057894,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,539.668299956247,0.539668299956247,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,740.620800061151,0.740620800061151,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,626.90360005945,0.62690360005945,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,771.159800002351,0.771159800002351,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,645.677300170064,0.645677300170064,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,481.227700132877,0.481227700132877,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,475.469499826431,0.475469499826431,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,744.373300112784,0.744373300112784,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,577.583500184119,0.577583500184119,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,801.38950003311,0.80138950003311,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,815.001800190657,0.815001800190657,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,613.842200022191,0.613842200022191,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,674.578299978748,0.674578299978748,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,625.848599942401,0.625848599942401,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,683.507399866357,0.683507399866357,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,486.602399963886,0.486602399963886,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,862.707699881867,0.862707699881867,0
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,523.715800140053,0.523715800140053,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,905.043100006878,0.905043100006878,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,562.262800056487,0.562262800056487,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,713.499299949035,0.713499299949035,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,414.205600041896,0.414205600041896,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,748.451099963859,0.748451099963859,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,556.454499950632,0.556454499950632,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,559.803300071508,0.559803300071508,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,752.033299999312,0.752033299999312,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,537.070299964398,0.537070299964398,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,689.963199896738,0.689963199896738,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,466.857100138441,0.466857100138441,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,468.421400059015,0.468421400059015,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,585.202699992806,0.585202699992806,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,474.208900006488,0.474208900006488,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,510.986800072715,0.510986800072715,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,694.757000077516,0.694757000077516,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,717.844299972057,0.717844299972057,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,553.883799817413,0.553883799817413,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,442.684900015593,0.442684900015593,1
13,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,591.85429988429,0.59185429988429,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,887.077399995178,0.887077399995178,1
13,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,893.378400010988,0.893378400010988,1
13,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,778.364800149575,0.778364800149575,1
