"Subject","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","773","0.773","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","844","0.844","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","623","0.623","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","1291","1.291","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","692","0.692","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","706","0.706","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","846","0.846","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","713","0.713","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","812","0.812","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","668","0.668","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","741","0.741","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","660","0.66","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","587","0.587","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","785","0.785","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","699","0.699","0"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","866","0.866","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","674","0.674","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","668","0.668","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","868","0.868","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","1163","1.163","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","856","0.856","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","947","0.947","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","651","0.651","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","973","0.973","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","718","0.718","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","602","0.602","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","746","0.746","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","1459","1.459","0"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","953","0.953","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","1337","1.337","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","674","0.674","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","843","0.843","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","807","0.807","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","667","0.667","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","718","0.718","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","601","0.601","0"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","705","0.705","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","617","0.617","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","706","0.706","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","750","0.75","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","557","0.557","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","1066","1.066","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","785","0.785","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","638","0.638","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","634","0.634","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","886","0.886","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","1240","1.24","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","894","0.894","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","771","0.771","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","632","0.632","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","468","0.468","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","757","0.757","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","761","0.761","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","797","0.797","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","975","0.975","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","707","0.707","1"
"203790530","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","720","0.72","1"
"203790530","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","1173","1.173","1"
"203790530","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","842","0.842","0"
"203790530","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","294","0.294","0"
"203790530","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","447","0.447","0"
"203790530","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","229","0.229","1"
"203790530","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","630","0.63","0"
"203790530","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","424","0.424","0"
"203790530","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","209","0.209","0"
"203790530","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","211","0.211","0"
"203790530","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","227","0.227","0"
"203790530","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","1294","1.294","0"
"203790530","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","394","0.394","0"
