"Subject","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","873","0.873","0"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","947","0.947","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","1361","1.361","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","1019","1.019","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","895","0.895","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","522","0.522","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","881","0.881","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","735","0.735","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","566","0.566","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","561","0.561","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","588","0.588","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","524","0.524","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","498","0.498","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","571","0.571","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","726","0.726","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","813","0.813","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","603","0.603","0"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","533","0.533","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","511","0.511","0"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","573","0.573","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","558","0.558","0"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","523","0.523","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","760","0.76","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","482","0.482","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","552","0.552","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","738","0.738","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","434","0.434","0"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","786","0.786","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","790","0.79","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","537","0.537","0"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","593","0.593","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","500","0.5","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","372","0.372","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","312","0.312","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","344","0.344","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","349","0.349","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","475","0.475","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","434","0.434","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","733","0.733","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","714","0.714","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","535","0.535","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","389","0.389","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","351","0.351","0"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","323","0.323","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","617","0.617","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","571","0.571","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","538","0.538","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","348","0.348","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","457","0.457","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","568","0.568","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","342","0.342","0"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","676","0.676","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","372","0.372","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","314","0.314","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","409","0.409","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","270","0.27","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","370","0.37","0"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","873","0.873","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","506","0.506","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","270","0.27","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","521","0.521","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","589","0.589","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","571","0.571","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","460","0.46","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","370","0.37","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","323","0.323","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","257","0.257","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","385","0.385","0"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","646","0.646","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","331","0.331","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","437","0.437","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","372","0.372","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","333","0.333","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","377","0.377","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","279","0.279","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","254","0.254","0"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","1219","1.219","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","523","0.523","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","565","0.565","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","316","0.316","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","403","0.403","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","334","0.334","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","212","0.212","0"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","345","0.345","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","362","0.362","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","353","0.353","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","289","0.289","0"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","388","0.388","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","587","0.587","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","435","0.435","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","697","0.697","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","218","0.218","0"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","353","0.353","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","669","0.669","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","394","0.394","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","502","0.502","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","299","0.299","0"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","414","0.414","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","715","0.715","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","485","0.485","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","464","0.464","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","435","0.435","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","416","0.416","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","287","0.287","0"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","400","0.4","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","563","0.563","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","475","0.475","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","345","0.345","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","374","0.374","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","376","0.376","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","596","0.596","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","325","0.325","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","362","0.362","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","440","0.44","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","390","0.39","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","392","0.392","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","410","0.41","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","399","0.399","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","294","0.294","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","241","0.241","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","324","0.324","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","322","0.322","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","353","0.353","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","419","0.419","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","317","0.317","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","489","0.489","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","450","0.45","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","399","0.399","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","393","0.393","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","778","0.778","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","618","0.618","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","371","0.371","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","306","0.306","0"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","349","0.349","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","328","0.328","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","326","0.326","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","377","0.377","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","389","0.389","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","402","0.402","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","348","0.348","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","402","0.402","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","315","0.315","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","290","0.29","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","206","0.206","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","234","0.234","0"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","274","0.274","0"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","274","0.274","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","445","0.445","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","339","0.339","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","302","0.302","0"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","305","0.305","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","310","0.31","0"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","432","0.432","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","379","0.379","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","337","0.337","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","432","0.432","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","359","0.359","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","384","0.384","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","282","0.282","0"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","636","0.636","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","852","0.852","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","490","0.49","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","453","0.453","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","442","0.442","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","473","0.473","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","371","0.371","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","451","0.451","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","371","0.371","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","352","0.352","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","426","0.426","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","456","0.456","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","505","0.505","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","344","0.344","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","426","0.426","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","392","0.392","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","456","0.456","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","424","0.424","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","421","0.421","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","423","0.423","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","400","0.4","0"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","559","0.559","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","420","0.42","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","557","0.557","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","493","0.493","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","416","0.416","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","361","0.361","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","355","0.355","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","642","0.642","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","810","0.81","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","442","0.442","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","461","0.461","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","378","0.378","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","434","0.434","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","447","0.447","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","599","0.599","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","679","0.679","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","500","0.5","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","532","0.532","0"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","721","0.721","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","676","0.676","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","363","0.363","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","637","0.637","0"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","520","0.52","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","626","0.626","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","971","0.971","0"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","872","0.872","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","678","0.678","0"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","414","0.414","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","603","0.603","0"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","1008","1.008","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","728","0.728","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","638","0.638","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","774","0.774","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","507","0.507","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","797","0.797","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","939","0.939","1"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","734","0.734","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","919","0.919","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","616","0.616","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","1020","1.02","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","752","0.752","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","649","0.649","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","693","0.693","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","550","0.55","0"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","661","0.661","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","664","0.664","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","750","0.75","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","1123","1.123","0"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","758","0.758","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","1062","1.062","1"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","667","0.667","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","590","0.59","0"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","946","0.946","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","813","0.813","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","671","0.671","1"
"133962780","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","610","0.61","1"
"133962780","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","656","0.656","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","964","0.964","0"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","738","0.738","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","815","0.815","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","1000","1","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","611","0.611","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","745","0.745","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","560","0.56","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","1014","1.014","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","769","0.769","1"
"133962780","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","553","0.553","0"
"133962780","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","879","0.879","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","490","0.49","0"
"133962780","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","1338","1.338","1"
"133962780","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","668","0.668","1"
"133962780","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","866","0.866","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","1091","1.091","0"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","650","0.65","1"
"133962780","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","519","0.519","0"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","514","0.514","1"
"133962780","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","691","0.691","1"
