"Subject","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
"2","97","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","513","0.513","1"
"2","98","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","796","0.796","1"
"2","99","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1233","1.233","1"
"2","100","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","861","0.861","1"
"2","101","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","634","0.634","0"
"2","102","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1212","1.212","1"
"2","103","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","753","0.753","1"
"2","104","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","676","0.676","1"
"2","105","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","574","0.574","1"
"2","106","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","612","0.612","1"
"2","107","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1060","1.06","1"
"2","108","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","656","0.656","1"
"2","109","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","781","0.781","1"
"2","110","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","843","0.843","1"
"2","111","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","943","0.943","1"
"2","112","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","746","0.746","1"
"2","113","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","731","0.731","1"
"2","114","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","774","0.774","1"
"2","115","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","902","0.902","1"
"2","116","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","404","0.404","1"
"2","117","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","660","0.66","1"
"2","118","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","737","0.737","1"
"2","119","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","554","0.554","0"
"2","120","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","768","0.768","0"
"2","121","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","851","0.851","0"
"2","122","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","844","0.844","1"
"2","123","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","521","0.521","1"
"2","124","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","766","0.766","1"
"2","125","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","643","0.643","0"
"2","126","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","878","0.878","1"
"2","127","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","798","0.798","1"
"2","128","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","715","0.715","1"
"3","1","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1031","1.031","0"
"3","2","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","576","0.576","0"
"3","3","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1126","1.126","1"
"3","4","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","856","0.856","1"
"3","5","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1152","1.152","1"
"3","6","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","795","0.795","1"
"3","7","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","886","0.886","0"
"3","8","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1300","1.3","0"
"3","9","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","764","0.764","0"
"3","10","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1119","1.119","1"
"3","11","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1089","1.089","1"
"3","12","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","630","0.63","1"
"3","13","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","936","0.936","1"
"3","14","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","746","0.746","1"
"3","15","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","835","0.835","1"
"3","16","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","792","0.792","1"
"3","17","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","731","0.731","1"
"3","18","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","627","0.627","1"
"3","19","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1171","1.171","1"
"3","20","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","847","0.847","1"
"3","21","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1083","1.083","0"
"3","22","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","642","0.642","1"
"3","23","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","682","0.682","1"
"3","24","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1496","1.496","1"
"3","25","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1080","1.08","1"
"3","26","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1346","1.346","1"
"3","27","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","663","0.663","1"
"3","28","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","827","0.827","1"
"3","29","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","616","0.616","1"
"3","30","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","852","0.852","1"
"3","31","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1193","1.193","1"
"3","32","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1107","1.107","1"
"3","33","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1492","1.492","1"
"3","34","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","505","0.505","0"
"3","35","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","815","0.815","1"
"3","36","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","869","0.869","1"
"3","37","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1267","1.267","1"
"3","38","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","596","0.596","1"
"3","39","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","671","0.671","1"
"3","40","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","521","0.521","1"
"3","41","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","592","0.592","1"
"3","42","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","923","0.923","0"
"3","43","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","801","0.801","1"
"3","44","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","950","0.95","1"
"3","45","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","656","0.656","0"
"3","46","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","934","0.934","1"
"3","47","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","817","0.817","0"
"3","48","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","734","0.734","1"
"3","49","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","750","0.75","1"
"3","50","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","639","0.639","1"
"3","51","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1207","1.207","1"
"3","52","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","943","0.943","1"
"3","53","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1460","1.46","1"
"3","54","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1179","1.179","1"
"3","55","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","728","0.728","1"
"3","56","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","933","0.933","1"
"3","57","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","888","0.888","1"
"3","58","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","939","0.939","1"
"3","59","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","910","0.91","0"
"3","60","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","778","0.778","1"
"3","61","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","632","0.632","1"
"3","62","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","769","0.769","1"
"3","63","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","963","0.963","1"
"3","64","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","668","0.668","1"
"3","65","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","673","0.673","1"
"3","66","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","875","0.875","1"
"3","67","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","557","0.557","1"
"3","68","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","1697","1.697","1"
"3","69","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","822","0.822","1"
"3","70","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","685","0.685","0"
"3","71","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","827","0.827","1"
"3","72","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","965","0.965","1"
"3","73","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","622","0.622","1"
"3","74","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","965","0.965","1"
"3","75","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","973","0.973","1"
"3","76","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1184","1.184","1"
"3","77","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1457","1.457","1"
"3","78","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1386","1.386","1"
"3","79","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","849","0.849","1"
"3","80","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","2837","2.837","1"
"3","81","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","769","0.769","1"
"3","82","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","710","0.71","1"
"3","83","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","1047","1.047","1"
"3","84","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1223","1.223","1"
"3","85","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","611","0.611","1"
"3","86","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","816","0.816","1"
"3","87","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","927","0.927","1"
"3","88","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","746","0.746","1"
"3","89","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","816","0.816","1"
"3","90","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","920","0.92","0"
"3","91","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","708","0.708","1"
"3","92","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","764","0.764","1"
