"Subject","Condition","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC","Arouse","Valence"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","636","0.636","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","816","0.816","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","498","0.498","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","575","0.575","0","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","712","0.712","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","455","0.455","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","648","0.648","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","619","0.619","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","756","0.756","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","653","0.653","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","570","0.57","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","463","0.463","0","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","449","0.449","0","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","457","0.457","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","524","0.524","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","805","0.805","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","501","0.501","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","467","0.467","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","517","0.517","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","438","0.438","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","507","0.507","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","395","0.395","0","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","603","0.603","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","538","0.538","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","816","0.816","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","592","0.592","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","458","0.458","0","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","499","0.499","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","477","0.477","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","632","0.632","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","324","0.324","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","420","0.42","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","423","0.423","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","337","0.337","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","380","0.38","0","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","471","0.471","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","409","0.409","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","400","0.4","0","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","348","0.348","0","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","492","0.492","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","451","0.451","0","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","452","0.452","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","355","0.355","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","475","0.475","0","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","341","0.341","0","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","363","0.363","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","553","0.553","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","602","0.602","0","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","389","0.389","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","425","0.425","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","490","0.49","0","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","578","0.578","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","506","0.506","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","612","0.612","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","436","0.436","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","555","0.555","0","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","896","0.896","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","512","0.512","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","502","0.502","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","497","0.497","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","730","0.73","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","560","0.56","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","733","0.733","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","786","0.786","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","567","0.567","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","632","0.632","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","677","0.677","0","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","595","0.595","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","601","0.601","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","406","0.406","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","429","0.429","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","557","0.557","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","544","0.544","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","730","0.73","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","520","0.52","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","539","0.539","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","565","0.565","0","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","544","0.544","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","424","0.424","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","733","0.733","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","660","0.66","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","642","0.642","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","683","0.683","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","498","0.498","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","631","0.631","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","388","0.388","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","561","0.561","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","474","0.474","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","733","0.733","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","631","0.631","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","414","0.414","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","586","0.586","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","469","0.469","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","357","0.357","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","456","0.456","0","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","558","0.558","0","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","579","0.579","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","738","0.738","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","615","0.615","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","515","0.515","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","594","0.594","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","506","0.506","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","580","0.58","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","675","0.675","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","500","0.5","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","496","0.496","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","457","0.457","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","675","0.675","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","478","0.478","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","651","0.651","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","654","0.654","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","398","0.398","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","674","0.674","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","585","0.585","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","597","0.597","1","4","6"
"18","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","607","0.607","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","390","0.39","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","503","0.503","1","4","6"
"18","S4","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","861","0.861","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","654","0.654","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","553","0.553","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","501","0.501","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","828","0.828","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","478","0.478","1","4","6"
"18","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","474","0.474","1","4","6"
"18","S4","self-matching","Matching","Self","Self","Self","serenity","488","0.488","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","489","0.489","1","4","6"
"18","S4","self-matching","Matching","Stranger","Stranger","Stranger","serenity","972","0.972","1","4","6"
"18","S4","self-matching","Nonmatching","Self","Self","Self","serenity","418","0.418","0","4","6"
